"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Catchment","Lat","Long","accessDate","Landcover","Altitude","Order","StreamOrder"
"BR418554","tuapiro at woodland rd ford","ebop-00188",4000193,"bay of plenty","boprc","lowland","rural","tuapiro",-37.5021066918053,175.875484394462,"24-Jul-2020","IF",88,"4","4&3"
"LL534603","tunanui trib at burma rd","ebop-00178",4008429,"bay of plenty","boprc","lowland","exotic","wainui area",-38.0037866960216,177.04675462969,"24-Jul-2020","EF",111,"3","3"
"DL906092","tupapakurua at sh5","ebop-00177",4010022,"bay of plenty","boprc","upland","rural","kaituna",-38.0764582505394,176.18136799862,"24-Jul-2020","P",311,"4","3"
"BQ696825","uretara at wharawhara rd","ebop-00163",4000387,"bay of plenty","boprc","lowland","exotic","uretara",-37.5669079064657,175.909433519699,"24-Jul-2020","P",37,"1","2"
"BQ420756","uretara at 300 rea rd","ebop-00164",4000392,"bay of plenty","boprc","lowland","rural","uretara",-37.5741086419033,175.878162372953,"24-Jul-2020","IF",215,"4","4"
"RN028324","waewaetukuku at ohotu rd","lawa-100482",4004413,"bay of plenty","boprc","upland","native","haparapara",-37.8259954733393,177.660837004757,"24-Jul-2020","EF",278,"2","2"
"GN068189","waiari at roydon downs rd mci","ebop-00114",4004707,"bay of plenty","boprc","lowland","rural","waihi estuary",-37.8807964772349,176.418686364045,"24-Jul-2020","P",58,"4","4"
"BS847026","waiau at athenree lavender holiday park","ebop-00167",4000082,"bay of plenty","boprc","lowland","native","waiau",-37.4583920456932,175.922243503992,"24-Jul-2020","P",216,"3","4"
"OL578360","waiaua at waiaua rd","ebop-00212",4009026,"bay of plenty","boprc","lowland","rural","waiaua",-38.013161134471,177.393777585903,"24-Jul-2020","IF",18,"5","1"
"BS963693","waihi at ocean view rd","ebop-00166",4000022,"bay of plenty","boprc","lowland","urban","waihi beach",-37.3979784159214,175.933029368019,"24-Jul-2020","IF",65,"2","3"
"GL498258","waiiti at sh30 mci","ebop-00154",4009586,"bay of plenty","boprc","upland","urban","kaituna",-38.0531211698546,176.475754275288,"24-Jul-2020","IF",281.799995422,"1","3&1"
"SO393936","waiiti at sh35","ebop-00173",4001682,"bay of plenty","boprc","lowland","rural","waikawa coastal",-37.6749735719721,177.806010179926,"24-Jul-2020","IF",49.5,"2","2&3"
"RN204576","waikakariki u/s sh35","lawa-100483",4004002,"bay of plenty","boprc","lowland","native","haparapara",-37.8025502754558,177.679279367434,"24-Jul-2020","EF",97,"1","4"
"RN083586","waikakariki at sh35","lawa-100484",4003962,"bay of plenty","boprc","lowland","native","haparapara",-37.802211309773,177.665603895887,"24-Jul-2020","EF",10,"1","4"
"IM914232","waikamihi at braemar rd","ebop-00112",4006797,"bay of plenty","boprc","lowland","rural","tarawera",-37.9570844367008,176.746091932989,"24-Jul-2020","P",122.544502258,"3","2"
"HK702919","waikanapiti at rotoma forest","ebop-00115",4010740,"bay of plenty","boprc","upland","native","tarawera",-38.0795259905299,176.614155946389,"24-Jul-2020","IF",258,"3","3"
"FO000114","waikokoi at no. 4 rd mci","ebop-00108",4002969,"bay of plenty","boprc","lowland","native","kaituna",-37.8010797579298,176.293728369445,"24-Jul-2020","P",84.9730758667,"2","2"
"FK019522","waingaehe u/s sh30","ebop-00079",4011992,"bay of plenty","boprc","upland","exotic","kaituna",-38.124170673116,176.310408482322,"24-Jul-2020","P",318,"3","3"
"KM983036","wainui-te-whara at king st","ebop-00131",4007324,"bay of plenty","boprc","lowland","urban","whakatane",-37.9670081759162,176.981959686315,"24-Jul-2020","U",47.0499992371,"1","1"
"LM085075","wainui-te-whara at toi track bridge","ebop-00129",4007250,"bay of plenty","boprc","lowland","urban","whakatane",-37.9630341169815,176.993417951129,"24-Jul-2020","IF",88.038709640525,"2","1&2"
"LL146987","wainui-te-whara at toi track bridge upper","ebop-00130",4007441,"bay of plenty","boprc","lowland","native","whakatane",-37.9707647330585,177.000766920768,"24-Jul-2020","IF",121.01496887205,"2","2"
"LL693306","wainui at te kooti rd","ebop-00176",4009356,"bay of plenty","boprc","lowland","rural","wainui area",-38.0298195649959,177.066260758123,"24-Jul-2020","P",56,"3","3&1"
"BP982240","wainui at tim rd","ebop-00182",4001152,"bay of plenty","boprc","upland","native","tauranga harbour",-37.7087967533183,175.947458131653,"24-Jul-2020","IF",258,"3","3"
"NJ664263","waioeka at historic tauranga bridge","ebop-00214",4016485,"bay of plenty","boprc","lowland","native","waioeka",-38.2054393870475,177.301020340523,"24-Jul-2020","IF",56,"6","6"
"FL165008","waiohewa at rangiteaorere rd","ebop-00153",4010373,"bay of plenty","boprc","upland","rural","kaituna",-38.0799981343029,176.325100023538,"24-Jul-2020","P",281.013326009333,"3","1&2&3"
"KL808737","waioho at titoki rd","ebop-00157",4007683,"bay of plenty","boprc","lowland","rural","whakatane",-37.9944815581702,176.963584695068,"24-Jul-2020","IF",-3.78522467613,"7","1"
"EO176958","waioraka at welcome bay rd","ebop-00183",4001522,"bay of plenty","boprc","lowland","urban","welcome bay area",-37.7276759389758,176.197080668214,"24-Jul-2020","U",17,"2","2"
"FJ355541","wairoa at tarawera rd","ebop-00144",4029008,"bay of plenty","boprc","upland","rural","tarawera",-38.2114016683914,176.35271394557,"24-Jul-2020","EF",419,"3","3"
"HM600703","waitahanui at d/s campbell rd","ebop-00137",4005570,"bay of plenty","boprc","lowland","native","waitahanui",-37.9194018980126,176.594684997449,"24-Jul-2020","EF",95.3333333333333,"3","1&4&2"
"UP046782","waitawake u/s sh35","ebop-00204",4000811,"bay of plenty","boprc","lowland","native","waiokaha coastal",-37.5912512946111,177.987661824771,"24-Jul-2020","IF",169,"3","3"
"UP025805","waitawake at sh35","ebop-00172",4000810,"bay of plenty","boprc","lowland","rural","waiokaha coastal",-37.5892320588131,177.985161697984,"24-Jul-2020","IF",60,"3","3"
"BQ292188","waitekohe at thompson's track upper","ebop-00198",4000472,"bay of plenty","boprc","upland","native","waitekohe",-37.6253881511138,175.865945104396,"24-Jul-2020","IF",248.666666666667,"3","1&3"
"NL123604","waiwhakatoitoi at  thompson rd","ebop-00174",4008273,"bay of plenty","boprc","lowland","rural","waiotahi beach coastal",-37.9973353918319,177.227274492033,"24-Jul-2020","P",36.6666666666667,"1","2&1"
"SO234840","whanarua at sh35","ebop-00205",4001746,"bay of plenty","boprc","lowland","native","waikawa coastal",-37.684301239125,177.788607889751,"24-Jul-2020","IF",82,"2","2"
"UP340931","whangaparaoa at sh35","ebop-00209",4000731,"bay of plenty","boprc","lowland","native","whangaparaoa",-37.5764806360243,178.01993693279,"24-Jul-2020","P",22,"4","5&2"
"IG675465","whirinaki d/s whirinaki rd","ebop-00221",4022892,"bay of plenty","boprc","upland","native","rangitaiki",-38.4765436664172,176.745436639765,"24-Jul-2020","IF",230,"5","5"
"CP489557","youngson at plummers rd","ebop-00192",4000965,"bay of plenty","boprc","lowland","rural","waipapa",-37.6787869671077,176.003689731685,"24-Jul-2020","P",111.5,"2","1&3"
"CP435708","youngson at waipapa block rd","ebop-00191",4000839,"bay of plenty","boprc","lowland","rural","waipapa",-37.6653682685888,175.997061746798,"24-Jul-2020","P",32.5,"2","3"
"SQ00011","lower farm stream mt white rd","lawa-100399",13027911,"canterbury","ecan","upland","natural","6642400",-43.0015267458466,171.809082621004,"24-Jul-2020","IF",656,"1","1"
"SQ00013","andrews stream mt white rd","lawa-100400",13027306,"canterbury","ecan","upland","rural","6642500",-42.99175354447,171.794065138906,"24-Jul-2020","IF",562,"4","4"
"SQ00015","slovens stream craigieburn rd","lawa-100401",13031351,"canterbury","ecan","upland","rural","6641610",-43.0948196779326,171.849931357423,"24-Jul-2020","T",609,"1","1"
"SQ00018","kaiapoi river heywards rd","lawa-100402",13041931,"canterbury","ecan","lowland","rural","6640400",-43.4136293444791,172.590335700081,"24-Jul-2020","P",13,"1","4&1"
"SQ00027","ohoka stream bradley's rd","lawa-100479",13040406,"canterbury","ecan","lowland","urban","6640460",-43.3603439638717,172.57119023644,"24-Jul-2020","P",29,"2","2"
"SQ00028","saltwater creek toppings road","lawa-100403",13036814,"canterbury","ecan","lowland","rural","6620100",-43.2561378980469,172.66911871467,"24-Jul-2020","P",10,"4","4"
"SQ00034","silverstream lincoln-leeston road","lawa-100404",13050676,"canterbury","ecan","lowland","rural","6800300",-43.6759021003254,172.389673808279,"24-Jul-2020","P",22,"3","3"
"SQ00035","styx river styx mill reserve","lawa-100405",13044113,"canterbury","ecan","lowland","rural","6640100",-43.4625967026844,172.603574429843,"24-Jul-2020","P",21,"3","2"
"SQ00046","limestone stream claverly road","lawa-100406",13015087,"canterbury","ecan","lowland","natural","6430000",-42.6096683481996,173.45777935669,"24-Jul-2020","P",13,"3","3"
"SQ00049","oaro river upstream sh1","lawa-100407",13012430,"canterbury","ecan","lowland","rural","6380000",-42.5158119688008,173.501090968649,"24-Jul-2020","S",29,"4","4"
"SQ00059","hanmer river hanmer road","lawa-100408",13014162,"canterbury","ecan","upland","rural","6462000",-42.5776472899607,172.789907445203,"24-Jul-2020","S",432,"4","4"
"SQ00060","waitohi river lake sumner rd","lawa-100409",13022601,"canterbury","ecan","upland","rural","6510900",-42.856008716089,172.528786818605,"24-Jul-2020","T",340,"5","5"
"SQ00063","dudley creek corner banks ave and north parade rd","lawa-100410",13045712,"canterbury","ecan","lowland","urban","6668500",-43.5104116382142,172.663551309176,"24-Jul-2020","U",0,"1","1"
"SQ00069","boyle river sh7","lawa-100411",13012352,"canterbury","ecan","upland","natural","6463640",-42.5146840309983,172.385529674736,"24-Jul-2020","IF",587,"2","5&2"
"SQ00070","hope river sh7","lawa-100412",13014495,"canterbury","ecan","upland","rural","6463600",-42.5882771368727,172.450633988176,"24-Jul-2020","T",417,"3","6"
"SQ00102","kaituna stream kaituna valley rd","lawa-100413",13052677,"canterbury","ecan","lowland","rural","6770500",-43.726032422846,172.709013577169,"24-Jul-2020","P",324.75,"3","3&1"
"SQ00105","peraki creek peraki rd","lawa-100414",13057373,"canterbury","ecan","lowland","rural","6750000",-43.8543378048182,172.824900734076,"24-Jul-2020","P",78,"3","1"
"SQ00106","okuti river okuti valley rd","lawa-100415",13054892,"canterbury","ecan","lowland","rural","6760110",-43.7863998667459,172.807600511111,"24-Jul-2020","P",174,"1","1"
"SQ00111","little akaloa stream akaloa rd","lawa-100416",13051335,"canterbury","ecan","lowland","rural","6690500",-43.6898938468625,172.971543083983,"24-Jul-2020","P",130,"3","3"
"SQ00113","pigeon bay stream pigeon bay rd","lawa-100417",13051750,"canterbury","ecan","lowland","rural","6690000",-43.6993749742079,172.896875669259,"24-Jul-2020","P",14,"3","3"
"SQ00120","ashburton river north branch sh72","ecan-00020",13048978,"canterbury","ecan","upland","rural","6880100",-43.6107783770533,171.538793688942,"24-Jul-2020","B",430,"2","3"
"SQ00122","smite river lake heron station","lawa-100418",13042859,"canterbury","ecan","upland","rural","6852300",-43.4236846520662,171.193561956797,"24-Jul-2020","T",730.2,"2","3&1"
"SQ00126","trib of stour upstream confluence stour river","lawa-100419",13049881,"canterbury","ecan","upland","rural","6880800",-43.6315500812202,171.271650737043,"24-Jul-2020","T",633,"5","5"
"SQ00128","avon river victoria square","lawa-100420",13046232,"canterbury","ecan","lowland","urban","6668000",-43.5280737868902,172.634878382016,"24-Jul-2020","U",5,"4","4&1"
"SQ00129","avon river at ucsa","lawa-100421",13046137,"canterbury","ecan","lowland","urban","6668000",-43.5244804853371,172.581413385167,"24-Jul-2020","U",14,"2","2"
"SQ00130","waimari stream kotare street","lawa-100422",13046018,"canterbury","ecan","lowland","urban","6668000",-43.5217014973006,172.592069950951,"24-Jul-2020","U",10,"3","3"
"SQ00132","bush stream upstream rangitata gorge road","ecan-00145",13049939,"canterbury","ecan","upland","rural","6930000",-43.6259033227865,170.861555341643,"24-Jul-2020","T",731,"5","1&5"
"SQ00133","scour stream upstream rangitata gorge road","lawa-100423",13050961,"canterbury","ecan","upland","rural","6930000",-43.6591037433104,170.881588611524,"24-Jul-2020","T",697.5,"4","3"
"SQ00134","forest creek rangitata gorge road","lawa-100424",13052672,"canterbury","ecan","upland","exotic","6931000",-43.705909747324,170.915233783898,"24-Jul-2020","T",699,"5","5"
"SQ00135","owhetoro stream richfield road","lawa-100425",13050544,"canterbury","ecan","lowland","rural","6680400",-43.6681391214799,172.817837909548,"24-Jul-2020","P",11,"3","3"
"SQ00137","hukahuka turoa stm port levy road","lawa-100426",13053384,"canterbury","ecan","lowland","rural","6760140",-43.7491145041741,172.797374630144,"24-Jul-2020","P",86,"1","3"
"SQ00139","prices stream prices valley road","lawa-100427",13054511,"canterbury","ecan","lowland","rural","6770100",-43.7896890781203,172.691281421184,"24-Jul-2020","P",44,"3","3"
"SQ00152","mason river sh70 near mt lyford","lawa-100429",13012043,"canterbury","ecan","upland","rural","6460900",-42.5049486401519,173.167306309229,"24-Jul-2020","T",529.333333333333,"4","4"
"SQ00153","conway river cloudy range rd","lawa-100430",13010466,"canterbury","ecan","upland","rural","6430000",-42.4461281300878,173.273850368984,"24-Jul-2020","S",349,"4","4"
"SQ00155","kahutara river sh70","lawa-100431",13008920,"canterbury","ecan","upland","rural","6340000",-42.3867661538746,173.449972598135,"24-Jul-2020","S",241,"4","4&1"
"SQ00157","black miller stm sh1","lawa-100432",13004918,"canterbury","ecan","lowland","natural","6240000",-42.2248328288388,173.853876563868,"24-Jul-2020","S",91,"1","1"
"SQ00158","ohau stream sh1","lawa-100433",13005344,"canterbury","ecan","lowland","rural","6250000",-42.2448213704079,173.831190608159,"24-Jul-2020","S",215,"2","3"
"SQ00159","blue duck stream blue duck rd","lawa-100434",13006067,"canterbury","ecan","lowland","natural","6280000",-42.2770096632993,173.766296414589,"24-Jul-2020","P",192,"2","2"
"SQ00160","puhi puhi river puhi puhi road","lawa-100435",13006666,"canterbury","ecan","lowland","rural","6290100",-42.2952308581568,173.722589335223,"24-Jul-2020","S",101,"4","4"
"SQ00162","middle creek sh1","lawa-100436",13008570,"canterbury","ecan","lowland","rural","6300000",-42.3692461672706,173.678668129474,"24-Jul-2020","P",9,"4","4"
"SQ00165","school stream sh7","lawa-100437",13019456,"canterbury","ecan","upland","urban","6510710",-42.7711019827289,172.850390933804,"24-Jul-2020","P",172,"3","4"
"SQ00169","pawsons stream pawsons valley road","lawa-100438",13053274,"canterbury","ecan","lowland","rural","6740600",-43.7416363360447,172.932593530409,"24-Jul-2020","P",62.5,"1","1&3"
"SQ00170","balguerie stream balguerie rd","lawa-100439",13055615,"canterbury","ecan","lowland","urban","6740220",-43.8068709801763,172.972004615184,"24-Jul-2020","P",87,"3","2"
"SQ00171","kaik stream kaik road","lawa-100440",13056853,"canterbury","ecan","lowland","rural","6740100",-43.8359493905241,172.946954415619,"24-Jul-2020","P",48,"3","3"
"SQ00172","narbey stm long bay road","lawa-100441",13056479,"canterbury","ecan","lowland","natural","6730000",-43.8276418629953,173.044952584349,"24-Jul-2020","S",134,"3","3"
"SQ00174","barrys bay stream barrys bay valley rd","lawa-100442",13053761,"canterbury","ecan","lowland","rural","6740700",-43.7581594766927,172.905234648854,"24-Jul-2020","P",79,"1","1"
"SQ00176","wainui stream powell villiage camp","lawa-100480",13055848,"canterbury","ecan","lowland","exotic","6741000",-43.8114733332502,172.894554244259,"24-Jul-2020","P",36,"3","3"
"SQ00177","charteris bay stream charteris bay road","lawa-100443",13050290,"canterbury","ecan","lowland","exotic","6670500",-43.6578777059699,172.706944382184,"24-Jul-2020","P",268,"2","1"
"SQ00180","waiake stream loudon farm","lawa-100444",13050677,"canterbury","ecan","lowland","exotic","6670430",-43.6702782912428,172.675750700152,"24-Jul-2020","P",21.75,"3","3&1"
"SQ00206","orari river lochaber road","lawa-100445",13058384,"canterbury","ecan","upland","rural","6950000",-43.8732054852606,171.006663014649,"24-Jul-2020","T",597,"5","5"
"SQ00207","ribbonwood creek plantation rd","lawa-100446",13060220,"canterbury","ecan","upland","exotic","6960941",-43.9677285521472,170.823187720061,"24-Jul-2020","P",452,"1","4"
"SQ00214","raincliff stream middle valley road","lawa-100447",13063422,"canterbury","ecan","upland","rural","6961000",-44.1690111455195,170.989380911757,"24-Jul-2020","P",162.333333333333,"4","4&1"
"SQ00218","makikihi river milnes road","lawa-100448",13067797,"canterbury","ecan","upland","rural","7060000",-44.6169132006004,170.986357923328,"24-Jul-2020","IF",187,"3","3"
"SQ00224","waihi gorge waihi gorge road","ecan-10038",13060676,"canterbury","ecan","upland","natural","6960250",-44.0019567491094,171.154910557548,"24-Jul-2020","T",371,"3","2"
"SQ00225","hae hae te moana te moana road","lawa-100449",13061360,"canterbury","ecan","upland","rural","6960260",-44.0371077816793,171.1012311024,"24-Jul-2020","T",331,"4","4"
"SQ00230","ohapi creek north branch guild road","ecan-00177",13063905,"canterbury","ecan","lowland","rural","6950100",-44.2021169196205,171.345277277982,"24-Jul-2020","P",28,"2","2"
"SQ00237","rhodes stream parke rd and donahue rd","ecan-00046",13064294,"canterbury","ecan","lowland","rural","6950200",-44.2267801271643,171.407053905156,"24-Jul-2020","P",6,"1","1"
"SQ00240","pareora river brassells road","ecan-00044",13066605,"canterbury","ecan","lowland","rural","7010000",-44.4587513874968,171.13781281718,"24-Jul-2020","P",39,"1","1"
"SQ00243","pareora river cave - pareora road","lawa-100450",13065919,"canterbury","ecan","lowland","rural","7010000",-44.373429576665,170.976485886794,"24-Jul-2020","P",159,"5","1"
"SQ00257","glenfield stream sh79","lawa-100451",13062384,"canterbury","ecan","upland","rural","6961900",-44.0918568519873,170.849366775519,"24-Jul-2020","P",313,"4","4"
"SQ00266","kakahu river earls rd","ecan-00035",13063752,"canterbury","ecan","lowland","rural","6960250",-44.1891897026864,171.227491127832,"24-Jul-2020","P",50,"5","5"
"SQ00272","hook river upper hook road","lawa-100452",13068022,"canterbury","ecan","upland","natural","7070100",-44.6453898795686,170.974060278035,"24-Jul-2020","IF",460,"2","1"
"SQ00280","maerewhenua river pringles gully road","lawa-100453",13524490,"canterbury","ecan","upland","rural","7110400",-44.944950630531,170.58902162659,"24-Jul-2020","P",264.333333333333,"5","1&5"
"SQ00282","awakino river awakino road","lawa-100454",13521190,"canterbury","ecan","upland","rural","7111500",-44.7360969323297,170.424753330336,"24-Jul-2020","T",581,"4","4"
"SQ00286","ahuriri river sh8","lawa-100455",13517234,"canterbury","ecan","upland","rural","7115000",-44.4951339850605,169.764649476383,"24-Jul-2020","T",576,"5","5"
"SQ00287","quail burn henburn road","ecan-00013",13516287,"canterbury","ecan","upland","rural","7115200",-44.4481300649671,169.927884310226,"24-Jul-2020","P",526.666666666667,"5","5&1"
"SQ00336","jollies brook south branch jollies road","lawa-100456",13057584,"canterbury","ecan","lowland","rural","6840410",-43.8609693683367,172.253547429537,"24-Jul-2020","P",16,"1","1"
"SQ00366","harts creek lochheads rd","lawa-100457",13055426,"canterbury","ecan","lowland","exotic","6832300",-43.8009414272106,172.297778372953,"24-Jul-2020","P",17,"5","5"
"SQ00424","ote makura stream valley road","lawa-100458",13011380,"canterbury","ecan","lowland","natural","6360000",-42.4773679613381,173.52443408454,"24-Jul-2020","S",26,"1","3"
"SQ00491","aylmers stream aylmers valley road","lawa-100459",13056360,"canterbury","ecan","lowland","rural","6740210",-43.8223493264632,172.969015556292,"24-Jul-2020","P",179,"2","2"
"SQ00683","hurunui river sh1","nrwqn-00059",13023957,"canterbury","ecan","lowland","rural","6510000",-42.9004129138632,173.100256482659,"24-Jul-2020","P",215,"6","7"
"SQ00684","balguerie stream stoney bay road","lawa-100460",13055939,"canterbury","ecan","upland","natural","6740220",-43.8129022576767,172.983075433958,"24-Jul-2020","P",170.5,"1","1&2"
"SQ00685","grehan stream rue grehan","lawa-100461",13055727,"canterbury","ecan","lowland","natural","6740230",-43.8055503418219,172.992558133267,"24-Jul-2020","P",146,"2","3"
"SQ10005","omarama stream sh8","ecan-00117",13517098,"canterbury","ecan","upland","natural","7115100",-44.4898317092287,169.957668950886,"24-Jul-2020","T",449.5,"5","5&1"
"SQ10063","hakataramea river wrights crossing road","lawa-100462",13520062,"canterbury","ecan","upland","rural","7111400",-44.6605218824706,170.601755692981,"24-Jul-2020","P",273,"5","6"
"SQ26221","mckinnons stream wallaces bridge","ecan-00065",13063091,"canterbury","ecan","lowland","urban","6930000",-44.1521484301623,171.480380494462,"24-Jul-2020","P",30,"1","1"
"SQ26368","forks stream u/s sh8","ecan-00128",13507097,"canterbury","ecan","upland","rural","7118400",-44.000725375594,170.411869590627,"24-Jul-2020","T",767.666666666667,"4","4&1"
"SQ26369","irishman creek u/s sh8","ecan-00129",13508583,"canterbury","ecan","upland","rural","7118110",-44.0873506144388,170.348796015335,"24-Jul-2020","T",649,"5","5"
"SQ30011","leader river u/s sh1","ecan-00130",13017136,"canterbury","ecan","lowland","rural","6460400",-42.6875872916473,173.302487731526,"24-Jul-2020","P",55,"2","2"
"SQ30103","pahau river sh7","ecan-00133",13020439,"canterbury","ecan","upland","rural","6510700",-42.797563944614,172.828955215532,"24-Jul-2020","P",176,"1","1"
"SQ30162","waipara river u/s teviotdale bridge","ecan-00070",13032346,"canterbury","ecan","lowland","rural","6590000",-43.1278646888299,172.778902375745,"24-Jul-2020","P",46,"6","6"
"SQ30175","ashley river 50m u/s sh1","ecan-00071",13037437,"canterbury","ecan","lowland","rural","6620000",-43.2768152586731,172.688643197524,"24-Jul-2020","P",10,"1","1"
"SQ30184","ashley river u/s ashley gorge rd","ecan-00134",13036021,"canterbury","ecan","upland","natural","6620000",-43.2279572476556,172.228581147845,"24-Jul-2020","IF",532,"6","1"
"SQ30222","waikuku stream d/s sh1","ecan-00072",13037966,"canterbury","ecan","lowland","rural","6620300",-43.2896237670408,172.685238044038,"24-Jul-2020","P",10,"3","3"
"SQ30305","ka putahi/kaputone creek crn belfast and blakes road","lawa-102235",13043286,"canterbury","ecan","lowland","rural","6640130",-43.4521937116552,172.639706390701,"24-Jul-2020","U",9.66666666666667,"2","1&2"
"SQ30369","cam river u/s bramleys road","ecan-00080",13039770,"canterbury","ecan","lowland","rural","6640420",-43.3433888423596,172.636995813286,"24-Jul-2020","P",8,"5","1"
"SQ30390","south brook u/s marsh rd","ecan-00148",13039145,"canterbury","ecan","lowland","urban","6640420",-43.3250996233005,172.602311594076,"24-Jul-2020","P",27,"3","2"
"SQ30400","cust river u/s skewbridge road","ecan-00081",13040638,"canterbury","ecan","lowland","rural","6640440",-43.3713567159681,172.628944258392,"24-Jul-2020","P",8.5,"5","1&4"
"SQ30406","cust river tippings rd","lawa-100471",13038483,"canterbury","ecan","lowland","rural","6640440",-43.3028479066796,172.355769078127,"24-Jul-2020","P",140,"5","4"
"SQ32603","opara stream okains bay road","lawa-100465",13052751,"canterbury","ecan","lowland","rural","6700000",-43.7257694453332,173.001770898176,"24-Jul-2020","P",161.5,"4","4&3"
"SQ32943","kaiapoi river u/s harpers road","lawa-100475",13042631,"canterbury","ecan","lowland","rural","6640400",-43.4244280315712,172.56521827859,"24-Jul-2020","P",18,"1","1"
"SQ33270","kowhai river 100m u/s sh1","ecan-00102",13009676,"canterbury","ecan","lowland","rural","6320000",-42.4154852651802,173.631868766433,"24-Jul-2020","S",7,"4","4&1"
"SQ33274","lyell creek at mill road","ecan-00176",13008756,"canterbury","ecan","lowland","rural","6300000",-42.3765111944835,173.678720369756,"24-Jul-2020","P",10,"2","2"
"SQ33417","french farm stream french farm valley road","lawa-100466",13054520,"canterbury","ecan","lowland","rural","6740800",-43.7778094464382,172.898721602215,"24-Jul-2020","P",85,"1","1"
"SQ30691","pigeon bay stream innes road","lawa-100464",13052131,"canterbury","ecan","lowland","rural","6690000",-43.7112028998677,172.899337545717,"24-Jul-2020","P",55.5,"3","3"
"SQ30782","kaituna stream off kaituna valley road","ecan-00084",13053639,"canterbury","ecan","lowland","rural","6770500",-43.7564555430136,172.682471130228,"24-Jul-2020","P",16,"4","4"
"SQ30916","selwyn river u/s coes ford bridge","ecan-00086",13051729,"canterbury","ecan","lowland","rural","6800000",-43.6961298123559,172.412879789812,"24-Jul-2020","P",8,"5","5"
"SQ30928","selwyn river u/s whitecliffs rd","ecan-00088",13043804,"canterbury","ecan","upland","rural","6800000",-43.4613290495938,171.892979434991,"24-Jul-2020","P",313.75,"5","5&1&4"
"SQ30975","hanmer road drain lake road","ecan-00090",13053570,"canterbury","ecan","lowland","rural","6831700",-43.7517993594538,172.37179043252,"24-Jul-2020","P",16.5900001526,"1","3"
"SQ30976","boggy creek u/s lake road","ecan-00091",13054093,"canterbury","ecan","lowland","rural","6831900",-43.7655479551051,172.357850515526,"24-Jul-2020","P",8,"1","1"
"SQ10206","spring creek u/s sh8","ecan-00122",13513530,"canterbury","ecan","upland","rural","7113720",-44.3387106103236,170.022382740223,"24-Jul-2020","T",505,"3","1"
"SQ10272","twizel river sh8 bridge","ecan-00005",13511793,"canterbury","ecan","upland","natural","7117100",-44.2584743150791,170.110539265833,"24-Jul-2020","T",457,"5","5"
"SQ10275","mary burn d/s sh8","ecan-00123",13510069,"canterbury","ecan","upland","rural","7118110",-44.1748838871789,170.323268662045,"24-Jul-2020","T",517,"4","4"
"SQ10301","otematata river sh83","ecan-00124",13519342,"canterbury","ecan","upland","rural","7110000",-44.6045386487108,170.202876326489,"24-Jul-2020","T",304.333333333333,"2","2&6"
"SQ20104","ashburton river at sh1","ecan-00014",13058824,"canterbury","ecan","lowland","urban","6880000",-43.9095209565713,171.738744417191,"24-Jul-2020","U",94.5,"2","2&6"
"SQ20207","south opuha river clayton road","lawa-100473",13060661,"canterbury","ecan","upland","rural","6960930",-43.9934268296413,170.846788917307,"24-Jul-2020","B",404,"4","1"
"SQ20232","opihi river at fairlie - sh79","ecan-00031",13062485,"canterbury","ecan","upland","rural","6960000",-44.0966091934989,170.834816706889,"24-Jul-2020","P",294,"5","5"
"SQ20243","opihi river sh1","ecan-00033",13064793,"canterbury","ecan","lowland","rural","6960000",-44.26306623174,171.26966722126,"24-Jul-2020","P",28,"7","6"
"SQ20250","temuka river sh1","ecan-10033",13064653,"canterbury","ecan","lowland","rural","6960200",-44.2537135132052,171.275748094616,"24-Jul-2020","P",12.5,"3","2&1"
"SQ20325","waihi river te awa road","lawa-100474",13064024,"canterbury","ecan","lowland","rural","6960250",-44.2113228445277,171.267251851222,"24-Jul-2020","P",29,"5","4&1"
"SQ20375","opuha river skipton bridge","nrwqn-00008",13062111,"canterbury","ecan","upland","rural","6960900",-44.0805796231422,170.978838558471,"24-Jul-2020","P",249.333333333333,"6","1&6"
"SQ20541","petries drain canal road","ecan-00182",13063742,"canterbury","ecan","lowland","rural","6950000",-44.2081917534209,171.379688390064,"24-Jul-2020","P",19,"1","1"
"SQ20549","rhodes stream rolleston road","lawa-100477",13063922,"canterbury","ecan","lowland","rural","6950200",-44.2073104671496,171.384279914981,"24-Jul-2020","P",19,"2","2"
"SQ21045","ohapi creek guild rd","ecan-00178",13064205,"canterbury","ecan","lowland","exotic","6950100",-44.2152131930692,171.32631762896,"24-Jul-2020","P",25,"3","3"
"SQ21046","ohapi creek south branch guild rd","ecan-00179",13064205,"canterbury","ecan","lowland","exotic","6950100",-44.2159607438904,171.325095232981,"24-Jul-2020","P",25,"3","3"
"SQ21047","ohapi creek upstream orari river confluence","ecan-00052",13064439,"canterbury","ecan","lowland","rural","6950000",-44.2399269167372,171.386471284131,"24-Jul-2020","P",5,"4","4"
"SQ21049","orakipaoa creek milford lagoon rd","ecan-00053",13064794,"canterbury","ecan","lowland","rural","6960100",-44.2639841523325,171.336934555297,"24-Jul-2020","P",4,"3","4"
"SQ21160","waikakahi stream cock & hen road","ecan-00054",13523026,"canterbury","ecan","lowland","rural","7110100",-44.871471120161,170.965024215105,"24-Jul-2020","P",70,"4","4"
