region,lawaSiteID,siteName,siteType,property,dateCollected,val,lCens,rCens,week,month,year,YW,fVal,bathingSeason,Retest result? (Y/N),,Targetted flood sampling
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43146.38889,249,FALSE,FALSE,7,2,2018,201807,249,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43174.27986,23,FALSE,FALSE,11,3,2018,201811,23,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43186.37153,40,FALSE,FALSE,13,3,2018,201813,40,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42325.47222,340,FALSE,FALSE,46,11,2015,201546,340,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42332.48958,121,FALSE,FALSE,47,11,2015,201547,121,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42339.5625,4350,FALSE,FALSE,48,12,2015,201548,4350,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42346.43403,109,FALSE,FALSE,49,12,2015,201549,109,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42355.48264,52,FALSE,FALSE,51,12,2015,201551,52,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42367.39583,73,FALSE,FALSE,52,12,2015,201552,73,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42374.39583,563,FALSE,FALSE,1,1,2016,201601,563,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42381.41875,201,FALSE,FALSE,2,1,2016,201602,201,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42395.55208,4610,FALSE,FALSE,4,1,2016,201604,4610,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42397.56597,754,FALSE,FALSE,4,1,2016,201604,754,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42402.57292,203,FALSE,FALSE,5,2,2016,201605,203,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42409.42986,431,FALSE,FALSE,6,2,2016,201606,431,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42416.49306,3260,FALSE,FALSE,7,2,2016,201607,3260,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42423.52083,605,FALSE,FALSE,8,2,2016,201608,605,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42430.53125,337,FALSE,FALSE,9,3,2016,201609,337,2015/2016,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42695.53125,52,FALSE,FALSE,47,11,2016,201647,52,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42703.41667,63,FALSE,FALSE,48,11,2016,201648,63,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42710.35069,173,FALSE,FALSE,49,12,2016,201649,173,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42717.4375,86,FALSE,FALSE,50,12,2016,201650,86,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42719.44792,5170,FALSE,FALSE,50,12,2016,201650,5170,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42724.45139,120,FALSE,FALSE,51,12,2016,201651,120,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42726.46944,10,FALSE,FALSE,51,12,2016,201651,10,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42732.33681,259,FALSE,FALSE,52,12,2016,201652,259,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42739.45139,259,FALSE,FALSE,1,1,2017,201701,259,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42740.46181,345,FALSE,FALSE,1,1,2017,201701,345,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42745.35417,173,FALSE,FALSE,2,1,2017,201702,173,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42747.41667,228,FALSE,FALSE,2,1,2017,201702,228,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42752.375,108,FALSE,FALSE,3,1,2017,201703,108,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42754.45833,556,FALSE,FALSE,3,1,2017,201703,556,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42759.45486,181,FALSE,FALSE,4,1,2017,201704,181,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42761.46528,295,FALSE,FALSE,4,1,2017,201704,295,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42766.40625,173,FALSE,FALSE,5,1,2017,201705,173,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42773.45139,135,FALSE,FALSE,6,2,2017,201706,135,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42780.42708,173,FALSE,FALSE,7,2,2017,201707,173,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42787.36806,350,FALSE,FALSE,8,2,2017,201708,350,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42794.46181,158,FALSE,FALSE,9,2,2017,201709,158,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,42801.38194,216,FALSE,FALSE,10,3,2017,201710,216,2016/2017,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43067.38889,231,FALSE,FALSE,48,11,2017,201748,231,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43074.41667,160,FALSE,FALSE,49,12,2017,201749,160,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43081.38194,266,FALSE,FALSE,50,12,2017,201750,266,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43083.4375,161,FALSE,FALSE,50,12,2017,201750,161,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43088.54167,583,FALSE,FALSE,51,12,2017,201751,583,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43090.55486,74,FALSE,FALSE,51,12,2017,201751,74,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43096.48611,697,FALSE,FALSE,52,12,2017,201752,697,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43104.45833,581,FALSE,FALSE,1,1,2018,201801,581,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43109.45833,187,FALSE,FALSE,2,1,2018,201802,187,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43111.41319,160,FALSE,FALSE,2,1,2018,201802,160,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43116.48611,583,FALSE,FALSE,3,1,2018,201803,583,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43118.50694,605,FALSE,FALSE,3,1,2018,201803,605,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43123.53819,231,FALSE,FALSE,4,1,2018,201804,231,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43125.51389,145,FALSE,FALSE,4,1,2018,201804,145,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43130.44097,173,FALSE,FALSE,5,1,2018,201805,173,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43138.42361,295,FALSE,FALSE,6,2,2018,201806,295,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43144.45833,189,FALSE,FALSE,7,2,2018,201807,189,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43146.47917,243,FALSE,FALSE,7,2,2018,201807,243,2017/2018,,,
Tasman region,TDC-10005,Tukurua at Camp Playground,Site,E-coli,43174.34722,798,FALSE,FALSE,11,3,2018,201811,798,2017/2018,,,
