region,lawaSiteID,siteName,siteType,property,dateCollected,val,lCens,rCens,week,month,year,YW,fVal,bathingSeason,Retest result? (Y/N),,Targetted flood sampling
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42710.33403,37,FALSE,FALSE,49,12,2016,201649,37,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42717.33125,16,FALSE,FALSE,50,12,2016,201650,16,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42719.39236,36,FALSE,FALSE,50,12,2016,201650,36,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42724.32986,39,FALSE,FALSE,51,12,2016,201651,39,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42726.36806,78,FALSE,FALSE,51,12,2016,201651,78,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42732.37917,39,FALSE,FALSE,52,12,2016,201652,39,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42739.41319,31,FALSE,FALSE,1,1,2017,201701,31,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42740.42014,30,FALSE,FALSE,1,1,2017,201701,30,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42745.46528,27,FALSE,FALSE,2,1,2017,201702,27,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42747.35417,28,FALSE,FALSE,2,1,2017,201702,28,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42752.42708,24,FALSE,FALSE,3,1,2017,201703,24,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42754.44097,1300,FALSE,FALSE,3,1,2017,201703,1300,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42759.32153,69,FALSE,FALSE,4,1,2017,201704,69,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42761.5625,30,FALSE,FALSE,4,1,2017,201704,30,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42766.36181,25,FALSE,FALSE,5,1,2017,201705,25,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42773.33403,23,FALSE,FALSE,6,2,2017,201706,23,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42780.40625,31,FALSE,FALSE,7,2,2017,201707,31,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42787.38889,12,FALSE,FALSE,8,2,2017,201708,12,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42794.46181,19,FALSE,FALSE,9,2,2017,201709,19,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,42801.47917,25,FALSE,FALSE,10,3,2017,201710,25,2016/2017,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43074.34375,14,FALSE,FALSE,49,12,2017,201749,14,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43076.32778,37,FALSE,FALSE,49,12,2017,201749,37,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43081.32014,29,FALSE,FALSE,50,12,2017,201750,29,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43083.3125,33,FALSE,FALSE,50,12,2017,201750,33,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43088.35069,38,FALSE,FALSE,51,12,2017,201751,38,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43090.33681,10,FALSE,FALSE,51,12,2017,201751,10,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43096.37014,727,FALSE,FALSE,52,12,2017,201752,727,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43098.57361,2,FALSE,FALSE,52,12,2017,201752,2,2017/2018,,y,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43103.31389,344,FALSE,FALSE,1,1,2018,201801,344,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43109.36458,111,FALSE,FALSE,2,1,2018,201802,111,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43111.54167,1046,FALSE,FALSE,2,1,2018,201802,1046,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43116.57639,78,FALSE,FALSE,3,1,2018,201803,78,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43123.32708,72,FALSE,FALSE,4,1,2018,201804,72,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43125.32153,59,FALSE,FALSE,4,1,2018,201804,59,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43130.32639,64,FALSE,FALSE,5,1,2018,201805,64,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43133.43542,190,FALSE,FALSE,5,2,2018,201805,190,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43138.3625,40,FALSE,FALSE,6,2,2018,201806,40,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43139.31944,38,FALSE,FALSE,6,2,2018,201806,38,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43144.68403,65,FALSE,FALSE,7,2,2018,201807,65,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43150.48611,23,FALSE,FALSE,8,2,2018,201808,23,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43160.54861,12,FALSE,FALSE,9,3,2018,201809,12,2017/2018,,,
Tasman region,TDC-10003,Lee River at Reserve,Site,E-coli,43172.48264,9,FALSE,FALSE,11,3,2018,201811,9,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42332.55903,15,FALSE,FALSE,47,11,2015,201547,15,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42339.53472,28,FALSE,FALSE,48,12,2015,201548,28,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42346.53472,4,FALSE,FALSE,49,12,2015,201549,4,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42355.55903,30,FALSE,FALSE,51,12,2015,201551,30,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42367.57639,1,FALSE,FALSE,52,12,2015,201552,1,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42374.54861,65,FALSE,FALSE,1,1,2016,201601,65,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42381.40278,42,FALSE,FALSE,2,1,2016,201602,42,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42390.40972,308,FALSE,FALSE,3,1,2016,201603,308,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42395.50694,44,FALSE,FALSE,4,1,2016,201604,44,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42402.52083,2,FALSE,FALSE,5,2,2016,201605,2,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42404.42361,17,FALSE,FALSE,5,2,2016,201605,17,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42409.52778,7,FALSE,FALSE,6,2,2016,201606,7,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42416.54167,7,FALSE,FALSE,7,2,2016,201607,7,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42423.42361,104,FALSE,FALSE,8,2,2016,201608,104,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,42430.5625,6,FALSE,FALSE,9,3,2016,201609,6,2015/2016,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43074.51181,12,FALSE,FALSE,49,12,2017,201749,12,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43076.38403,17,FALSE,FALSE,49,12,2017,201749,17,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43081.37292,47,FALSE,FALSE,50,12,2017,201750,47,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43088.60417,15,FALSE,FALSE,51,12,2017,201751,15,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43090.40972,10,FALSE,FALSE,51,12,2017,201751,10,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43103.37153,28,FALSE,FALSE,1,1,2018,201801,28,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43109.46875,40,FALSE,FALSE,2,1,2018,201802,40,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43116.51389,326,FALSE,FALSE,3,1,2018,201803,326,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43123.38056,105,FALSE,FALSE,4,1,2018,201804,105,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43125.41597,65,FALSE,FALSE,4,1,2018,201804,65,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43130.38333,52,FALSE,FALSE,5,1,2018,201805,52,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43138.47083,43,FALSE,FALSE,6,2,2018,201806,43,2017/2018,,,
Tasman region,TDC-10018,Motueka at Alexanders Br,Site,E-coli,43144.54514,548,FALSE,FALSE,7,2,2018,201807,548,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42332.3125,12,FALSE,FALSE,47,11,2015,201547,12,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42339.3125,14,FALSE,FALSE,48,12,2015,201548,14,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42346.31944,24,FALSE,FALSE,49,12,2015,201549,24,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42353.38542,64,FALSE,FALSE,50,12,2015,201550,64,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42355.32986,118,FALSE,FALSE,51,12,2015,201551,118,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42360.375,38,FALSE,FALSE,51,12,2015,201551,38,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42367.31944,20,FALSE,FALSE,52,12,2015,201552,20,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42374.3125,127,FALSE,FALSE,1,1,2016,201601,127,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42376.45833,52,FALSE,FALSE,1,1,2016,201601,52,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42381.31944,38,FALSE,FALSE,2,1,2016,201602,38,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42383.36458,60,FALSE,FALSE,2,1,2016,201602,60,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42390.58333,99,FALSE,FALSE,3,1,2016,201603,99,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42395.29861,93,FALSE,FALSE,4,1,2016,201604,93,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42397.60417,140,FALSE,FALSE,4,1,2016,201604,140,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42402.34722,27,FALSE,FALSE,5,2,2016,201605,27,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42404.31944,35,FALSE,FALSE,5,2,2016,201605,35,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42409.34375,28,FALSE,FALSE,6,2,2016,201606,28,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42411.3125,19,FALSE,FALSE,6,2,2016,201606,19,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42416.3125,28,FALSE,FALSE,7,2,2016,201607,28,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42423.32986,96,FALSE,FALSE,8,2,2016,201608,96,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42430.35417,39,FALSE,FALSE,9,3,2016,201609,39,2015/2016,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42696.36111,12,FALSE,FALSE,47,11,2016,201647,12,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42703.40972,21,FALSE,FALSE,48,11,2016,201648,21,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42710.30486,47,FALSE,FALSE,49,12,2016,201649,47,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42717.30694,38,FALSE,FALSE,50,12,2016,201650,38,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42719.36458,43,FALSE,FALSE,50,12,2016,201650,43,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42724.30139,121,FALSE,FALSE,51,12,2016,201651,121,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42726.34375,166,FALSE,FALSE,51,12,2016,201651,166,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42732.35972,125,FALSE,FALSE,52,12,2016,201652,125,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42739.39236,51,FALSE,FALSE,1,1,2017,201701,51,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42740.44097,110,FALSE,FALSE,1,1,2017,201701,110,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42745.4375,56,FALSE,FALSE,2,1,2017,201702,56,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42747.38194,69,FALSE,FALSE,2,1,2017,201702,69,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42752.39583,39,FALSE,FALSE,3,1,2017,201703,39,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42754.40972,2420,FALSE,TRUE,3,1,2017,201703,2662,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42759.29514,73,FALSE,FALSE,4,1,2017,201704,73,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42761.58333,32,FALSE,FALSE,4,1,2017,201704,32,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42766.31319,43,FALSE,FALSE,5,1,2017,201705,43,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42773.31111,43,FALSE,FALSE,6,2,2017,201706,43,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42780.38194,38,FALSE,FALSE,7,2,2017,201707,38,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42787.42014,88,FALSE,FALSE,8,2,2017,201708,88,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42794.4375,42,FALSE,FALSE,9,2,2017,201709,42,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,42801.4375,30,FALSE,FALSE,10,3,2017,201710,30,2016/2017,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43074.31736,67,FALSE,FALSE,49,12,2017,201749,67,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43076.28889,66,FALSE,FALSE,49,12,2017,201749,66,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43081.28472,51,FALSE,FALSE,50,12,2017,201750,51,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43083.27569,47,FALSE,FALSE,50,12,2017,201750,47,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43088.32639,40,FALSE,FALSE,51,12,2017,201751,40,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43090.28472,64,FALSE,FALSE,51,12,2017,201751,64,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43096.39236,816,FALSE,FALSE,52,12,2017,201752,816,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43098.55903,12,FALSE,FALSE,52,12,2017,201752,12,2017/2018,,y,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43103.27778,770,FALSE,FALSE,1,1,2018,201801,770,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43109.30208,137,FALSE,FALSE,2,1,2018,201802,137,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43111.52292,866,FALSE,FALSE,2,1,2018,201802,866,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43116.61111,93,FALSE,FALSE,3,1,2018,201803,93,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43123.29583,73,FALSE,FALSE,4,1,2018,201804,73,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43125.29028,77,FALSE,FALSE,4,1,2018,201804,77,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43130.29375,79,FALSE,FALSE,5,1,2018,201805,79,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43133.40972,272,FALSE,FALSE,5,2,2018,201805,272,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43136.38611,75,FALSE,FALSE,6,2,2018,201806,75,2017/2018,,y,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43138.31736,53,FALSE,FALSE,6,2,2018,201806,53,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43139.30208,84,FALSE,FALSE,6,2,2018,201806,84,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43144.64583,101,FALSE,FALSE,7,2,2018,201807,101,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43150.46181,31,FALSE,FALSE,8,2,2018,201808,31,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43160.59028,53,FALSE,FALSE,9,3,2018,201809,53,2017/2018,,,
Tasman region,TDC-00011,Roding at Twin Bridges,Site,E-coli,43172.45139,12,FALSE,FALSE,11,3,2018,201811,12,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42325.4375,4,FALSE,FALSE,46,11,2015,201546,4,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42332.52986,2,FALSE,FALSE,47,11,2015,201547,2,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42339.48611,105,FALSE,FALSE,48,12,2015,201548,105,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42346.39583,12,FALSE,FALSE,49,12,2015,201549,12,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42353.47222,16,FALSE,FALSE,50,12,2015,201550,16,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42355.45486,10,FALSE,FALSE,51,12,2015,201551,10,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42360.42361,7,FALSE,FALSE,51,12,2015,201551,7,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42367.36458,22,FALSE,FALSE,52,12,2015,201552,22,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42374.45833,20,FALSE,FALSE,1,1,2016,201601,20,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42376.39583,17,FALSE,FALSE,1,1,2016,201601,17,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42381.54306,4,FALSE,FALSE,2,1,2016,201602,4,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42383.54167,7,FALSE,FALSE,2,1,2016,201602,7,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42395.57292,10,FALSE,FALSE,4,1,2016,201604,10,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42397.49306,39,FALSE,FALSE,4,1,2016,201604,39,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42402.50347,3,FALSE,FALSE,5,2,2016,201605,3,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42409.54375,7,FALSE,FALSE,6,2,2016,201606,7,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42416.47569,56,FALSE,FALSE,7,2,2016,201607,56,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42423.45833,22,FALSE,FALSE,8,2,2016,201608,22,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42430.49653,27,FALSE,FALSE,9,3,2016,201609,27,2015/2016,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42696.46875,62,FALSE,FALSE,47,11,2016,201647,62,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42703.52778,27,FALSE,FALSE,48,11,2016,201648,27,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42710.41319,10,FALSE,FALSE,49,12,2016,201649,10,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42717.54167,26,FALSE,FALSE,50,12,2016,201650,26,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42719.49653,101,FALSE,FALSE,50,12,2016,201650,101,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42724.37847,21,FALSE,FALSE,51,12,2016,201651,21,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42726.33333,47,FALSE,FALSE,51,12,2016,201651,47,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42732.39583,10,FALSE,FALSE,52,12,2016,201652,10,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42739.48264,3,FALSE,FALSE,1,1,2017,201701,3,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42740.51736,1,FALSE,FALSE,1,1,2017,201701,1,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42745.41319,19,FALSE,FALSE,2,1,2017,201702,19,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42747.47569,41,FALSE,FALSE,2,1,2017,201702,41,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42752.47222,4,FALSE,FALSE,3,1,2017,201703,4,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42759.37847,248,FALSE,FALSE,4,1,2017,201704,248,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42761.40903,64,FALSE,FALSE,4,1,2017,201704,64,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42766.46875,23,FALSE,FALSE,5,1,2017,201705,23,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42773.52778,11,FALSE,FALSE,6,2,2017,201706,11,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42780.48611,45,FALSE,FALSE,7,2,2017,201707,45,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42787.43056,15,FALSE,FALSE,8,2,2017,201708,15,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42794.50347,13,FALSE,FALSE,9,2,2017,201709,13,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,42801.43403,24,FALSE,FALSE,10,3,2017,201710,24,2016/2017,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43067.57292,17,FALSE,FALSE,48,11,2017,201748,17,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43074.45833,14,FALSE,FALSE,49,12,2017,201749,14,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43081.42708,10,FALSE,FALSE,50,12,2017,201750,10,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43083.48611,14,FALSE,FALSE,50,12,2017,201750,14,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43088.45833,21,FALSE,FALSE,51,12,2017,201751,21,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43090.51042,10,FALSE,FALSE,51,12,2017,201751,10,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43096.4375,57,FALSE,FALSE,52,12,2017,201752,57,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43104.49653,2,FALSE,FALSE,1,1,2018,201801,2,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43109.41319,34,FALSE,FALSE,2,1,2018,201802,34,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43111.43403,65,FALSE,FALSE,2,1,2018,201802,65,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43116.375,461,FALSE,FALSE,3,1,2018,201803,461,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43118.44444,2420,FALSE,FALSE,3,1,2018,201803,2420,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43123.33333,107,FALSE,FALSE,4,1,2018,201804,107,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43125.47917,41,FALSE,FALSE,4,1,2018,201804,41,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43130.37153,31,FALSE,FALSE,5,1,2018,201805,31,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43138.47222,24,FALSE,FALSE,6,2,2018,201806,24,2017/2018,,,
Tasman region,TDC-10004,Takaka at Paynes Ford,Site,E-coli,43144.36111,248,FALSE,FALSE,7,2,2018,201807,248,2017/2018,,,
