Status,Region,LawaId,SiteName,SiteType,Property,FeatureOfInterest,TimeseriesUrl,HasErrors,ResultsLog,ValueDate,TextValue
Failed,Bay of Plenty region,EBOP-10054,Waih? Beach at 3 Mile Creek,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_Field Visits&featureOfInterest=CS131458,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CS131458' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10055,Waih? Beach at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_Field Visits&featureOfInterest=CS010698,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CS010698' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10056,Waihi Estuary at Main Channel,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_Field Visits&featureOfInterest=GO661503,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'GO661503' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10058,Wai?tahe at Estuary,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_Field Visits&featureOfInterest=ML922670,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'ML922670' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00233,Wai?tahe Beach at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_Field Visits&featureOfInterest=NL243661,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'NL243661' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10059,Whakat?ne Heads,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_Field Visits&featureOfInterest=LM237268,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'LM237268' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00234,Whanarua at Whanarua Bay,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_Field Visits&featureOfInterest=SO235884,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'SO235884' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10005,Lake Okareka at Steep St Reserve,LakeSite,E-coli,FJ458898,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=FK325034,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10007,Lake Okaro at Boat Ramp,LakeSite,E-coli,FI674555,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=FI660574,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10007,Lake Okaro at Boat Ramp,LakeSite,Cyanobacteria,FI660574,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=FI660574,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10008,Lake Rerewhakaaitu at Homestead Arm,LakeSite,E-coli,GI442508,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=GI442508,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10035,Lake Rotoehu - Outlet at Waitangi Soda Springs,LakeSite,E-coli,GL995659,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=HL149406,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00682,Lake Rotoehu at Kennedy Bay,LakeSite,E-coli,GL995659,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,LAWA-00682,Lake Rotoehu at Kennedy Bay,LakeSite,Cyanobacteria,HL129560,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=HL129560,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00681,Lake Rotoehu at Otautu Bay Boat Ramp,LakeSite,E-coli,GL995659,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,LAWA-00681,Lake Rotoehu at Otautu Bay Boat Ramp,LakeSite,Cyanobacteria,HL143688,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=HL143688,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10010,Lake Rotoiti at Gisborne Point,LakeSite,E-coli,FL494462,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=GL314263,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10011,Lake Rotoiti at Hinehopu,LakeSite,E-coli,FL494462,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=GL606421,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10011,Lake Rotoiti at Hinehopu,LakeSite,Cyanobacteria,GL604463,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=GL604463,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00093,Lake Rotoiti at Okawa Bay,LakeSite,E-coli,FL494462,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=FL289316,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00093,Lake Rotoiti at Okawa Bay,LakeSite,Cyanobacteria,FL289316,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=FL289316,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10013,Lake Rotoiti at Otaramarae,LakeSite,E-coli,FL494462,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-10013,Lake Rotoiti at Otaramarae,LakeSite,Cyanobacteria,FL779744,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=FL779744,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-100509,Lake Rotoiti at Te Weta Bay,LakeSite,E-coli,FL494462,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,LAWA-100509,Lake Rotoiti at Te Weta Bay,LakeSite,Cyanobacteria,FL416536,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=FL416536,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10016,Lake Rotoma at Whangaroa,LakeSite,E-coli,HL373185,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=HL337241,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10017,Lake Rotorua at Hamurana,LakeSite,E-coli,EL696127,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=EL438512,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10017,Lake Rotorua at Hamurana,LakeSite,Cyanobacteria,EL606530,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=EL606530,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10018,Lake Rotorua at Holdens Bay,LakeSite,E-coli,EL696127,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=EK935598,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10018,Lake Rotorua at Holdens Bay,LakeSite,Cyanobacteria,EK984647,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=EK984647,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10020,Lake Rotorua at Ngongotaha,LakeSite,E-coli,EL696127,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=EL224087,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10020,Lake Rotorua at Ngongotaha,LakeSite,Cyanobacteria,EL224087,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=EL224087,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10022,Lake Tarawera at Rangiuru Bay,LakeSite,E-coli,GJ038528,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=FJ737728,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10024,Lake Tikitapu at Beach,LakeSite,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=FJ157807,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10019,Ohau Channel at Lake Rotorua at Outlet,LakeSite,E-coli,EL696127,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-10019,Ohau Channel at Lake Rotorua at Outlet,LakeSite,Cyanobacteria,FL168384,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=FL168384,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00677,Hamurana at Hamurana Rd,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=EL613536,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00002,Haparapara at SH35,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=RN123610,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10003,Kaiate at Kaiate Falls,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=EO564565,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00007,Kaituna at Rotoiti Outlet,Site,E-coli,,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-00007,Kaituna at Rotoiti Outlet,Site,Cyanobacteria,FL356693,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=FL356693,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00057,Kaituna at Te Matai,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=FO620177,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10004,Kaituna at Trout Pool,Site,E-coli,,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-10004,Kaituna at Trout Pool,Site,Cyanobacteria,FL344809,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level&featureOfInterest=FL344809,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00101,Kereu at SH35,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=RO629568,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00675,Kopurererua at McCord Ave,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=DP768284,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00680,Ngongotah? at Railway Bridge,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=EL192023,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00012,Ohau Channel at SH33,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=FL230406,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00679,Otara at SH35,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=NL683503,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Field Visits' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00016,Pongakawa at SH2,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=GN922883,TRUE,"ERROR: No timeseries data; 
",,
Failed,Bay of Plenty region,EBOP-10069,Puarenga at Whakarewarewa,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Field Visits&featureOfInterest=EK537123,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'EK537123' of the parameter 'featureOfInterest' is invalid'
",,
