Status,Region,LawaId,SiteName,SiteType,Property,FeatureOfInterest,TimeseriesUrl,HasErrors,ResultsLog,ValueDate,TextValue
Failed,Bay of Plenty region,EBOP-10040,Hikuwai Beach End of Snell Rd,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=NL713661,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'NL713661' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10041,Maketū at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=GO441583,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'GO441583' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10042,Mount Maunganui at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=EQ065035,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'EQ065035' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10061,Ōhiwa Harbour at Reserve Boat Ramp,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=ML251726,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'ML251726' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00228,Ōhope Beach at Anne St,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=ML081849,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'ML081849' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10043,Ōhope Beach at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=LM474063,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'LM474063' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00678,Ōhope Beach opposite Moana St,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=LL770939,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'LL770939' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,LAWA-100656    ,Papamoa at Harrison's Cut,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=EP886340,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'EP886340' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10048,Pilot Bay opposite Pacific Ave,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=EP057968,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'EP057968' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10049,Piripai at Ohuirehe Rd,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=KM969398,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'KM969398' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10064,Pukehina at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=GO701513,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'GO701513' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10060,Tauranga Harbour at Anzac Bay,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CR395919,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CR395919' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,LAWA-100657,Tauranga Harbour at Bowentown Boat Ramp,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CS292034,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CS292034' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10050,Tauranga Harbour at Maungatapu Bridge,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=EP095164,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'EP095164' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10045,Tauranga Harbour at Omokoroa Domain,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CQ940066,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CQ940066' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00229,Tauranga Harbour at Ongare Point,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CR253528,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CR253528' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00230,Tauranga Harbour at Pahoia Beach Rd,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CQ490084,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CQ490084' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10051,Tauranga Harbour at Tanners Point Beach,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CR054756,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CR054756' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10053,Tauranga Harbour at Te Puna Waitui Reserve,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CP895761,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CP895761' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10039,Tauranga Harbour at Tilby Point,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=DP547739,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'DP547739' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10057,Tauranga Harbour at Waimapu Bridge,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=DP896097,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'DP896097' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10065,Te Kaha at Maraetai Bay,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=RO364396,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'RO364396' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10054,Waihī Beach at 3 Mile Creek,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CS131458,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CS131458' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10055,Waihī Beach at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=CS010698,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'CS010698' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10056,Waihi Estuary at Main Channel,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=GO661503,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'GO661503' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10058,Waiōtahe at Estuary,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=ML922670,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'ML922670' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00233,Waiōtahe Beach at Surf Club,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=NL243661,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'NL243661' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10059,Whakatāne Heads,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=LM237268,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'LM237268' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00234,Whanarua at Whanarua Bay,Beach,Enterococci,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Enterococci_LabResult&featureOfInterest=SO235884,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'SO235884' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10005,Lake Okareka at Steep St Reserve,LakeSite,E-coli,FJ458898,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=FK325034,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10007,Lake Okaro at Boat Ramp,LakeSite,E-coli,FI674555,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=FI660574,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10007,Lake Okaro at Boat Ramp,LakeSite,Cyanobacteria,FI660574,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=FI660574,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10008,Lake Rerewhakaaitu at Homestead Arm,LakeSite,E-coli,GI442508,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=GI442508,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10035,Lake Rotoehu - Outlet at Waitangi Soda Springs,LakeSite,E-coli,GL995659,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_LabResult&featureOfInterest=HL149406,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'HL149406' of the parameter 'featureOfInterest' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00682,Lake Rotoehu at Kennedy Bay,LakeSite,E-coli,GL995659,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,LAWA-00682,Lake Rotoehu at Kennedy Bay,LakeSite,Cyanobacteria,HL129560,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=HL129560,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00681,Lake Rotoehu at Otautu Bay Boat Ramp,LakeSite,E-coli,GL995659,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,LAWA-00681,Lake Rotoehu at Otautu Bay Boat Ramp,LakeSite,Cyanobacteria,HL143688,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=HL143688,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10010,Lake Rotoiti at Gisborne Point,LakeSite,E-coli,FL494462,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=GL314263,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10011,Lake Rotoiti at Hinehopu,LakeSite,E-coli,FL494462,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=GL606421,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10011,Lake Rotoiti at Hinehopu,LakeSite,Cyanobacteria,GL604463,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=GL604463,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00093,Lake Rotoiti at Okawa Bay,LakeSite,E-coli,FL494462,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=FL289316,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00093,Lake Rotoiti at Okawa Bay,LakeSite,Cyanobacteria,FL289316,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=FL289316,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10013,Lake Rotoiti at Otaramarae,LakeSite,E-coli,FL494462,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-10013,Lake Rotoiti at Otaramarae,LakeSite,Cyanobacteria,FL779744,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=FL779744,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-100509,Lake Rotoiti at Te Weta Bay,LakeSite,E-coli,FL494462,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,LAWA-100509,Lake Rotoiti at Te Weta Bay,LakeSite,Cyanobacteria,FL416536,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=FL416536,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10017,Lake Rotorua at Hamurana,LakeSite,E-coli,EL696127,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=EL438512,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10017,Lake Rotorua at Hamurana,LakeSite,Cyanobacteria,EL606530,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=EL606530,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10018,Lake Rotorua at Holdens Bay,LakeSite,E-coli,EL696127,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=EK935598,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10018,Lake Rotorua at Holdens Bay,LakeSite,Cyanobacteria,EK984647,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=EK984647,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10020,Lake Rotorua at Ngongotaha,LakeSite,E-coli,EL696127,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=EL224087,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10020,Lake Rotorua at Ngongotaha,LakeSite,Cyanobacteria,EL224087,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=EL224087,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10022,Lake Tarawera at Rangiuru Bay,LakeSite,E-coli,GJ038528,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=FJ737728,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10024,Lake Tikitapu at Beach,LakeSite,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=FJ157807,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10019,Ohau Channel at Lake Rotorua at Outlet,LakeSite,E-coli,EL696127,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-10019,Ohau Channel at Lake Rotorua at Outlet,LakeSite,Cyanobacteria,FL168384,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=FL168384,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00677,Hamurana at Hamurana Rd,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=EL613536,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00002,Haparapara at SH35,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=RN123610,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10003,Kaiate at Kaiate Falls,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=EO564565,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00007,Kaituna at Rotoiti Outlet,Site,E-coli,,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-00007,Kaituna at Rotoiti Outlet,Site,Cyanobacteria,FL356693,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=FL356693,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00057,Kaituna at Te Matai,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=FO620177,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10004,Kaituna at Trout Pool,Site,E-coli,,,TRUE,"ERROR: No TimeseriesUrl; 
",,
Failed,Bay of Plenty region,EBOP-10004,Kaituna at Trout Pool,Site,Cyanobacteria,FL344809,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=Toxic Algae Alert Level_Primary&featureOfInterest=FL344809,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'Toxic Algae Alert Level_Primary' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00101,Kereu at SH35,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=RO629568,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00675,Kopurererua at McCord Ave,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=DP768284,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00680,Ngongotaha at Railway Bridge,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=EL192023,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00012,Ohau Channel at SH33,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=FL230406,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,LAWA-00679,Otara at SH35,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=NL683503,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-00016,Pongakawa at SH2,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=GN922883,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10069,Puarenga at Whakarewarewa,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=EK537123,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Failed,Bay of Plenty region,EBOP-10027,Rangitāiki at Boat Ramp,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_Rec&featureOfInterest=KM083686,TRUE,"ERROR: An error was returned from the timeseries : 'The value 'E coli_Rec' of the parameter 'observedProperty' is invalid'
",,
Succeeded,Bay of Plenty region,EBOP-00021,Rangitāiki at Matahina Dam,Site,E-coli,,http://ec2-52-6-196-14.compute-1.amazonaws.com/sos-bop/service?service=SOS&version=2.0.0&request=GetObservation&observedProperty=E coli_LabResult&featureOfInterest=JK491452,FALSE,,08/07/2019,550.0
