<<<<<<< HEAD
"CouncilSiteID","LawaSiteID","SiteID","NZReach","Region","Agency","Lat","Long","accessDate","SWQAltitude","SWQLanduse"
"GY4","nrwqn-00050","Haast at Roaring Billy (NRWQN) (GY4)",NA,"orc","niwa",-43.9424743652344,169.297927856445,"2019-07-11","Lowland","Forest"
"HM1","nrwqn-00040","Waipa at Otewa (NRWQN) (HM1)",NA,"waikato","niwa",-38.2687072753906,175.348266601563,"2019-07-11","Lowland","Rural"
"HM2","nrwqn-00041","Waipa at Whatawhata (NRWQN) (HM2)",NA,"waikato","niwa",-37.7985610961914,175.15185546875,"2019-07-11","Lowland","Rural"
"HM3","ew-00124","Waikato at Hamilton Traffic Br. (NRWQN) (HM3)",NA,"waikato","niwa",-37.7922019958496,175.289093017578,"2019-07-11",NA,NA
"HM4","nrwqn-00044","Waikato at Rangiriri (NRWQN) (HM4)",NA,"waikato","niwa",-37.4320983886719,175.13151550293,"2019-07-11","Lowland","Rural"
"HM5","nrwqn-00043","Waihou at Te Aroha (NRWQN) (HM5)",NA,"waikato","niwa",-37.5466270446777,175.706771850586,"2019-07-11","Lowland","Rural"
"HM6","nrwqn-00045","Ohinemuri at Karangahake (NRWQN) (HM6)",NA,"waikato","niwa",-37.414794921875,175.715286254883,"2019-07-11","Lowland","Rural"
"HV1","nrwqn-00013","Makaroro at Burnt Br. (NRWQN) (HV1)",NA,"hawkes bay","niwa",-39.8178787231445,176.303985595703,"2019-07-11","Upland","Forest"
"HV2","hbrc-00043","Tukituki at Red Br. (NRWQN) (HV2)",NA,"hawkes bay","niwa",-39.7153930664063,176.927017211914,"2019-07-11","Lowland","Rural"
"HV3","nrwqn-00014","Ngaruroro at Chesterhope (NRWQN) (HV3)",NA,"hawkes bay","niwa",-39.596435546875,176.872451782227,"2019-07-11","Lowland","Rural"
"HV4","lawa-100218","Ngaruroro at Kuripapango (NRWQN) (HV4)",NA,"hawkes bay","niwa",-39.3799285888672,176.330612182617,"2019-07-11",NA,NA
"HV5","nrwqn-00017","Mohaka at Raupunga (NRWQN) (HV5)",NA,"hawkes bay","niwa",-39.0735664367676,177.12907409668,"2019-07-11","Lowland","Forest"
"HV6","nrwqn-00016","Mohaka at Glenfalls (NRWQN) (HV6)",NA,"hawkes bay","niwa",-39.1777572631836,176.634796142578,"2019-07-11","Upland","Forest"
"NN1","nrwqn-00057","Motueka at Woodstock (NRWQN) (NN1)",NA,"tdc","niwa",-41.2498168945313,172.824752807617,"2019-07-11","Lowland","Forest"
"NN2","nrwqn-00056","Motueka at Gorge (NRWQN) (NN2)",NA,"tdc","niwa",-41.6335029602051,172.913681030273,"2019-07-11","Upland","Forest"
"NN3","nrwqn-00058","Wairau at Dip Flat (NRWQN) (NN3)",NA,"tdc","niwa",-41.896427154541,172.922927856445,"2019-07-11","Upland","Forest"
"NN4","nrwqn-00020","Wairau at Tuamarina (NRWQN) (NN4)",NA,"mdc","niwa",-41.4387626647949,173.952651977539,"2019-07-11","Lowland","Forest"
"NN5","nrwqn-00037","Buller at Longford (NRWQN) (NN5)",NA,"tdc","niwa",-41.7651100158691,172.386734008789,"2019-07-11","Upland","Forest"
"RO1","ebop-00051","Tarawera at Lake outlet (NRWQN) (RO1)",NA,"bay of plenty","niwa",-38.1819496154785,176.502365112305,"2019-07-11",NA,NA
"RO2","ebop-00050","Tarawera at Awakaponga (NRWQN) (RO2)",NA,"bay of plenty","niwa",-37.9389953613281,176.767044067383,"2019-07-11","Lowland","Forest"
"RO3","ebop-00048","Rangitaiki at Murupara (NRWQN) (RO3)",NA,"bay of plenty","niwa",-38.4580116271973,176.697326660156,"2019-07-11","Upland","Forest"
"RO4","ebop-00053","Whirinaki at Galatea (NRWQN) (RO4)",NA,"bay of plenty","niwa",-38.4843864440918,176.745742797852,"2019-07-11","Upland","Forest"
"RO5","ebop-00070","Rangitaiki at Te Teko (NRWQN) (RO5)",NA,"bay of plenty","niwa",-38.0398063659668,176.799774169922,"2019-07-11",NA,NA
"RO6","nrwqn-00039","Waikato at Reids Farm (NRWQN) (RO6)",NA,"waikato","niwa",-38.6757545471191,176.077346801758,"2019-07-11","Upland","Forest"
"TK1","nrwqn-00006","Opihi at Grassy Banks (NRWQN) (TK1)",NA,"canterbury","niwa",-44.2621421813965,171.290481567383,"2019-07-11","Lowland","Rural"
"TK2","ecan-00262","Opihi at Rockwood (NRWQN) (TK2)",NA,"canterbury","niwa",-44.1682624816895,170.941696166992,"2019-07-11",NA,NA
"TK3","nrwqn-00008","Opuha at Skipton Br. (NRWQN) (TK3)",NA,"canterbury","niwa",-44.0789031982422,170.979721069336,"2019-07-11","Upland","Rural"
"TK4","nrwqn-00005","Waitaki at Kurow (NRWQN) (TK4)",NA,"canterbury","niwa",-44.7005424499512,170.451187133789,"2019-07-11","Upland","Rural"
"TK5","nrwqn-00004","Hakataramea above MH Br. (NRWQN) (TK5)",NA,"canterbury","niwa",-44.7248039245605,170.49055480957,"2019-07-11","Upland","Rural"
"TK6","nrwqn-00003","Waitaki at SH1 Br. (NRWQN) (TK6)",NA,"canterbury","niwa",-44.9271202087402,171.100341796875,"2019-07-11","Lowland","Rural"
"TU1","hrc-00062","Whanganui at Te Maire (NRWQN) (TU1)",NA,"horizons","niwa",-38.9425048828125,175.188888549805,"2019-07-11","Upland","Forest"
"TU2","nrwqn-00038","Tongariro at Turangi (NRWQN) (TU2)",NA,"waikato","niwa",-38.9945182800293,175.813095092773,"2019-07-11","Upland","Forest"
"WA1","nrwqn-00036","Waitara at Bertrand Rd (NRWQN) (WA1)",NA,"trc","niwa",-39.0479011535645,174.255065917969,"2019-07-11",NA,NA
"WA2","nrwqn-00035","Manganui at SH3 (NRWQN) (WA2)",NA,"trc","niwa",-39.2811698913574,174.261764526367,"2019-07-11",NA,NA
"WA3","trc-00010","Waingongoro at SH45 (NRWQN) (WA3)",NA,"trc","niwa",-39.5763397216797,174.21028137207,"2019-07-11",NA,NA
"WA4","nrwqn-00019","Whanganui at Paetawa (NRWQN) (WA4)",NA,"horizons","niwa",-39.7868881225586,175.142517089844,"2019-07-11","Lowland","Rural"
"WA5","hrc-00045","Rangitikei at Mangaweka (NRWQN) (WA5)",NA,"horizons","niwa",-39.8103370666504,175.808120727539,"2019-07-11","Upland","Rural"
"WA6","nrwqn-00018","Rangitikei at Kakariki (NRWQN) (WA6)",NA,"horizons","niwa",-40.1250534057617,175.4443359375,"2019-07-11","Lowland","Rural"
"WA7","hrc-00018","Manawatu at Weber Rd (NRWQN) (WA7)",NA,"horizons","niwa",-40.2405128479004,176.111694335938,"2019-07-11","Upland","Rural"
"WA8","hrc-00015","Manawatu at Teachers Coll. (NRWQN) (WA8)",NA,"horizons","niwa",-40.372486114502,175.624130249023,"2019-07-11",NA,NA
"WA9","hrc-00013","Manawatu at Opiki Br. (NRWQN) (WA9)",NA,"horizons","niwa",-40.4353637695313,175.469757080078,"2019-07-11","Lowland","Rural"
"WH1","nrwqn-00024","Waipapa at Forest Ranger (NRWQN) (WH1)",NA,"nrc","niwa",-35.273380279541,173.688095092773,"2019-07-11","Lowland","Forest"
"WH2","nrwqn-00023","Waitangi at Wakelins (NRWQN) (WH2)",NA,"nrc","niwa",-35.2763328552246,174.04753112793,"2019-07-11","Lowland","Rural"
"WH3","nrwqn-00021","Mangakahia at Titoki Br. (NRWQN) (WH3)",NA,"nrc","niwa",-35.7323265075684,174.052703857422,"2019-07-11","Lowland","Rural"
"WH4","nrwqn-00022","Wairu at Purua (NRWQN) (WH4)",NA,"nrc","niwa",-35.6519203186035,174.150772094727,"2019-07-11","Lowland","Rural"
"WN1","gw-00022","Hutt at Boulcott (NRWQN) (WN1)",NA,"gwrc","niwa",-41.1979751586914,174.922164916992,"2019-07-11","Lowland","Forest"
"WN2","nrwqn-00047","Hutt at Kaitoke (NRWQN) (WN2)",NA,"gwrc","niwa",-41.0508728027344,175.191558837891,"2019-07-11","Upland","Forest"
"WN3","nrwqn-00046","Ruamahanga at Waihenga (NRWQN) (WN3)",NA,"gwrc","niwa",-41.1954345703125,175.43962097168,"2019-07-11",NA,NA
"WN4","nrwqn-00048","Ruamahanga at Wardells (NRWQN) (WN4)",NA,"gwrc","niwa",-41.0029563903809,175.67155456543,"2019-07-11","Lowland","Rural"
"WN5","nrwqn-00049","Ruamahanga at SH2 (NRWQN) (WN5)",NA,"gwrc","niwa",-40.7621421813965,175.605041503906,"2019-07-11","Upland","Forest"
=======
"CouncilSiteID","LawaSiteID","SiteID","NZReach","Region","Agency","Catchment","Lat","Long","accessDate","SWQAltitude","SWQLanduse"
"AK1","nrwqn-00002","Hoteo at Gubbs (NRWQN) (AK1)",NA,"auckland","niwa",NA,-36.3852729797363,174.516967773438,2020-08-17,"Lowland","Rural"
"AK2","nrwqn-00001","Rangitopuni at Walkers (NRWQN) (AK2)",NA,"auckland","niwa",NA,-36.7442817687988,174.617904663086,2020-08-17,"Lowland","Rural"
"AX1","nrwqn-00032","Clutha at Luggate Br. (NRWQN) (AX1)",NA,"otago","niwa",NA,-44.7292785644531,169.280044555664,2020-08-17,"Upland","Rural"
"AX2","nrwqn-00030","Kawarau at Chard Rd (NRWQN) (AX2)",NA,"otago","niwa",NA,-45.0063629150391,168.868743896484,2020-08-17,"Upland","Rural"
"AX3","nrwqn-00031","Shotover at Bowens Peak (NRWQN) (AX3)",NA,"otago","niwa",NA,-44.9899711608887,168.714981079102,2020-08-17,"Upland","Rural"
"AX4","nrwqn-00027","Clutha at Millers Flat (NRWQN) (AX4)",NA,"otago","niwa",NA,-45.6647491455078,169.410064697266,2020-08-17,"Lowland","Rural"
"CH1","nrwqn-00009","Hurunui at Mandamus (NRWQN) (CH1)",NA,"canterbury","niwa",NA,-42.7904052734375,172.541549682617,2020-08-17,"Upland","Forest"
"CH2","nrwqn-00059","Hurunui at SH1 Br. (NRWQN) (CH2)",NA,"canterbury","niwa",NA,-42.8984451293945,173.096618652344,2020-08-17,"Lowland","Rural"
"CH3","nrwqn-00055","Waimakariri at Gorge (NRWQN) (CH3)",NA,"canterbury","niwa",NA,-43.3590126037598,172.051177978516,2020-08-17,"Upland","Rural"
"CH4","nrwqn-00054","Waimakariri above old HW Br. (NRWQN) (CH4)",NA,"canterbury","niwa",NA,-43.4172859191895,172.641754150391,2020-08-17,NA,NA
"DN1","nrwqn-00029","Taieri at Tiroiti (NRWQN) (DN1)",NA,"otago","niwa",NA,-45.2565460205078,170.272842407227,2020-08-17,"Upland","Rural"
"DN10","nrwqn-00034","Monowai below Gates (NRWQN) (DN10)",NA,"southland","niwa",NA,-45.8050117492676,167.534240722656,2020-08-17,"Upland","Forest"
"DN2","nrwqn-00028","Sutton at SH87 (NRWQN) (DN2)",NA,"otago","niwa",NA,-45.5962066650391,170.094131469727,2020-08-17,"Upland","Rural"
"DN3","nrwqn-00026","Taieri at Outram (NRWQN) (DN3)",NA,"otago","niwa",NA,-45.8464393615723,170.243927001953,2020-08-17,"Lowland","Rural"
"DN4","nrwqn-00025","Clutha at Balclutha (NRWQN) (DN4)",NA,"otago","niwa",NA,-46.2372817993164,169.747955322266,2020-08-17,"Lowland","Rural"
"DN5","es-00021","Mataura at Seaward Down (NRWQN) (DN5)",NA,"southland","niwa",NA,-46.3895072937012,168.797119140625,2020-08-17,"Lowland","Rural"
"DN6","es-00024","Mataura at Parawa (NRWQN) (DN6)",NA,"southland","niwa",NA,-45.5582504272461,168.561233520508,2020-08-17,"Upland","Rural"
"DN7","es-00011","Oreti at Lumsden (NRWQN) (DN7)",NA,"southland","niwa",NA,-45.7162437438965,168.428131103516,2020-08-17,"Upland","Rural"
"DN8","es-00010","Oreti at Riverton HW Br. (NRWQN) (DN8)",NA,"southland","niwa",NA,-46.3262634277344,168.265930175781,2020-08-17,NA,NA
"DN9","es-00001","Waiau at Tuatapere (NRWQN) (DN9)",NA,"southland","niwa",NA,-46.1302833557129,167.685806274414,2020-08-17,"Lowland","Rural"
"GS1","gdc-00027","Waipaoa at Kanakanaia (NRWQN) (GS1)",NA,"gisborne","niwa",NA,-38.4685478210449,177.881820678711,2020-08-17,"Lowland","Rural"
"GS2","nrwqn-00011","Waikohu at No. 1 Br. (NRWQN) (GS2)",NA,"gisborne","niwa",NA,-38.4150047302246,177.561676025391,2020-08-17,"Upland","Rural"
"GS3","nrwqn-00012","Motu at Waitangirua (NRWQN) (GS3)",NA,"bay of plenty","niwa",NA,-38.1997337341309,177.621002197266,2020-08-17,"Upland","Rural"
"GS4","ebop-00045","Motu at Houpoto (NRWQN) (GS4)",NA,"bay of plenty","niwa",NA,-37.8636932373047,177.632278442383,2020-08-17,"Lowland","Forest"
"GY1","nrwqn-00053","Buller at Te Kuha (NRWQN) (GY1)",NA,"west coast","niwa",NA,-41.8349266052246,171.699829101563,2020-08-17,"Lowland","Forest"
"GY2","nrwqn-00051","Grey at Dobson (NRWQN) (GY2)",NA,"west coast","niwa",NA,-42.453540802002,171.297882080078,2020-08-17,"Lowland","Forest"
"GY3","nrwqn-00052","Grey at Waipuna (NRWQN) (GY3)",NA,"west coast","niwa",NA,-42.3544578552246,171.786163330078,2020-08-17,"Upland","Forest"
"GY4","nrwqn-00050","Haast at Roaring Billy (NRWQN) (GY4)",NA,"otago","niwa",NA,-43.9424743652344,169.297927856445,2020-08-17,"Lowland","Forest"
"HM1","nrwqn-00040","Waipa at Otewa (NRWQN) (HM1)",NA,"waikato","niwa",NA,-38.2687072753906,175.348266601563,2020-08-17,"Lowland","Rural"
"HM2","nrwqn-00041","Waipa at Whatawhata (NRWQN) (HM2)",NA,"waikato","niwa",NA,-37.7985610961914,175.15185546875,2020-08-17,"Lowland","Rural"
"HM3","nrwqn-00042","Waikato at Hamilton Traffic Br. (NRWQN) (HM3)",NA,"waikato","niwa",NA,-37.7922019958496,175.289093017578,2020-08-17,"Lowland","Rural"
"HM4","nrwqn-00044","Waikato at Rangiriri (NRWQN) (HM4)",NA,"waikato","niwa",NA,-37.4320983886719,175.13151550293,2020-08-17,"Lowland","Rural"
"HM5","nrwqn-00043","Waihou at Te Aroha (NRWQN) (HM5)",NA,"waikato","niwa",NA,-37.5466270446777,175.706771850586,2020-08-17,"Lowland","Rural"
"HM6","nrwqn-00045","Ohinemuri at Karangahake (NRWQN) (HM6)",NA,"waikato","niwa",NA,-37.414794921875,175.715286254883,2020-08-17,"Lowland","Rural"
"HV1","nrwqn-00013","Makaroro at Burnt Br. (NRWQN) (HV1)",NA,"hawkes bay","niwa",NA,-39.8178787231445,176.303985595703,2020-08-17,"Upland","Forest"
"HV2","hbrc-00043","Tukituki at Red Br. (NRWQN) (HV2)",NA,"hawkes bay","niwa",NA,-39.7153930664063,176.927017211914,2020-08-17,"Lowland","Rural"
"HV3","nrwqn-00014","Ngaruroro at Chesterhope (NRWQN) (HV3)",NA,"hawkes bay","niwa",NA,-39.596435546875,176.872451782227,2020-08-17,"Lowland","Rural"
"HV4","nrwqn-00015","Ngaruroro at Kuripapango (NRWQN) (HV4)",NA,"hawkes bay","niwa",NA,-39.3799285888672,176.330612182617,2020-08-17,"Upland","Forest"
"HV5","nrwqn-00017","Mohaka at Raupunga (NRWQN) (HV5)",NA,"hawkes bay","niwa",NA,-39.0735664367676,177.12907409668,2020-08-17,"Lowland","Forest"
"HV6","nrwqn-00016","Mohaka at Glenfalls (NRWQN) (HV6)",NA,"hawkes bay","niwa",NA,-39.1777572631836,176.634796142578,2020-08-17,"Upland","Forest"
"NN1","nrwqn-00057","Motueka at Woodstock (NRWQN) (NN1)",NA,"tasman","niwa",NA,-41.2498168945313,172.824752807617,2020-08-17,"Lowland","Forest"
"NN2","nrwqn-00056","Motueka at Gorge (NRWQN) (NN2)",NA,"tasman","niwa",NA,-41.6335029602051,172.913681030273,2020-08-17,"Upland","Forest"
"NN3","nrwqn-00058","Wairau at Dip Flat (NRWQN) (NN3)",NA,"tasman","niwa",NA,-41.896427154541,172.922927856445,2020-08-17,"Upland","Forest"
"NN4","nrwqn-00020","Wairau at Tuamarina (NRWQN) (NN4)",NA,"marlborough","niwa",NA,-41.4387626647949,173.952651977539,2020-08-17,"Lowland","Forest"
"NN5","nrwqn-00037","Buller at Longford (NRWQN) (NN5)",NA,"tasman","niwa",NA,-41.7651100158691,172.386734008789,2020-08-17,"Upland","Forest"
"RO1","ebop-00051","Tarawera at Lake outlet (NRWQN) (RO1)",NA,"bay of plenty","niwa",NA,-38.1819496154785,176.502365112305,2020-08-17,NA,NA
"RO2","ebop-00050","Tarawera at Awakaponga (NRWQN) (RO2)",NA,"bay of plenty","niwa",NA,-37.9389953613281,176.767044067383,2020-08-17,"Lowland","Forest"
"RO3","ebop-00048","Rangitaiki at Murupara (NRWQN) (RO3)",NA,"bay of plenty","niwa",NA,-38.4580116271973,176.697326660156,2020-08-17,"Upland","Forest"
"RO4","ebop-00053","Whirinaki at Galatea (NRWQN) (RO4)",NA,"bay of plenty","niwa",NA,-38.4843864440918,176.745742797852,2020-08-17,"Upland","Forest"
"RO5","ebop-00049","Rangitaiki at Te Teko (NRWQN) (RO5)",NA,"bay of plenty","niwa",NA,-38.0398063659668,176.799774169922,2020-08-17,"Lowland","Forest"
"RO6","nrwqn-00039","Waikato at Reids Farm (NRWQN) (RO6)",NA,"waikato","niwa",NA,-38.6757545471191,176.077346801758,2020-08-17,"Upland","Forest"
"TK1","nrwqn-00006","Opihi at Grassy Banks (NRWQN) (TK1)",NA,"canterbury","niwa",NA,-44.2621421813965,171.290481567383,2020-08-17,"Lowland","Rural"
"TK2","nrwqn-00007","Opihi at Rockwood (NRWQN) (TK2)",NA,"canterbury","niwa",NA,-44.1682624816895,170.941696166992,2020-08-17,"Upland","Rural"
"TK3","nrwqn-00008","Opuha at Skipton Br. (NRWQN) (TK3)",NA,"canterbury","niwa",NA,-44.0789031982422,170.979721069336,2020-08-17,"Upland","Rural"
"TK4","nrwqn-00005","Waitaki at Kurow (NRWQN) (TK4)",NA,"canterbury","niwa",NA,-44.7005424499512,170.451187133789,2020-08-17,"Upland","Rural"
"TK5","nrwqn-00004","Hakataramea above MH Br. (NRWQN) (TK5)",NA,"canterbury","niwa",NA,-44.7248039245605,170.49055480957,2020-08-17,"Upland","Rural"
"TK6","nrwqn-00003","Waitaki at SH1 Br. (NRWQN) (TK6)",NA,"canterbury","niwa",NA,-44.9271202087402,171.100341796875,2020-08-17,"Lowland","Rural"
"TU1","hrc-00062","Whanganui at Te Maire (NRWQN) (TU1)",NA,"manawatu-whanganui","niwa",NA,-38.9425048828125,175.188888549805,2020-08-17,"Upland","Forest"
"TU2","nrwqn-00038","Tongariro at Turangi (NRWQN) (TU2)",NA,"waikato","niwa",NA,-38.9945182800293,175.813095092773,2020-08-17,"Upland","Forest"
"WA1","nrwqn-00036","Waitara at Bertrand Rd (NRWQN) (WA1)",NA,"taranaki","niwa",NA,-39.0479011535645,174.255065917969,2020-08-17,NA,NA
"WA2","nrwqn-00035","Manganui at SH3 (NRWQN) (WA2)",NA,"taranaki","niwa",NA,-39.2811698913574,174.261764526367,2020-08-17,NA,NA
"WA3","trc-00010","Waingongoro at SH45 (NRWQN) (WA3)",NA,"taranaki","niwa",NA,-39.5763397216797,174.21028137207,2020-08-17,NA,NA
"WA4","nrwqn-00019","Whanganui at Paetawa (NRWQN) (WA4)",NA,"manawatu-whanganui","niwa",NA,-39.7868881225586,175.142517089844,2020-08-17,"Lowland","Rural"
"WA5","hrc-00045","Rangitikei at Mangaweka (NRWQN) (WA5)",NA,"manawatu-whanganui","niwa",NA,-39.8103370666504,175.808120727539,2020-08-17,"Upland","Rural"
"WA6","nrwqn-00018","Rangitikei at Kakariki (NRWQN) (WA6)",NA,"manawatu-whanganui","niwa",NA,-40.1250534057617,175.4443359375,2020-08-17,"Lowland","Rural"
"WA7","hrc-00018","Manawatu at Weber Rd (NRWQN) (WA7)",NA,"manawatu-whanganui","niwa",NA,-40.2405128479004,176.111694335938,2020-08-17,"Upland","Rural"
"WA8","hrc-00015","Manawatu at Teachers Coll. (NRWQN) (WA8)",NA,"manawatu-whanganui","niwa",NA,-40.372486114502,175.624130249023,2020-08-17,NA,NA
"WA9","hrc-00013","Manawatu at Opiki Br. (NRWQN) (WA9)",NA,"manawatu-whanganui","niwa",NA,-40.4353637695313,175.469757080078,2020-08-17,"Lowland","Rural"
"WH1","nrwqn-00024","Waipapa at Forest Ranger (NRWQN) (WH1)",NA,"northland","niwa",NA,-35.273380279541,173.688095092773,2020-08-17,"Lowland","Forest"
"WH2","nrwqn-00023","Waitangi at Wakelins (NRWQN) (WH2)",NA,"northland","niwa",NA,-35.2763328552246,174.04753112793,2020-08-17,"Lowland","Rural"
"WH3","nrwqn-00021","Mangakahia at Titoki Br. (NRWQN) (WH3)",NA,"northland","niwa",NA,-35.7323265075684,174.052703857422,2020-08-17,"Lowland","Rural"
"WH4","nrwqn-00022","Wairu at Purua (NRWQN) (WH4)",NA,"northland","niwa",NA,-35.6519203186035,174.150772094727,2020-08-17,"Lowland","Rural"
"WN1","gw-00022","Hutt at Boulcott (NRWQN) (WN1)",NA,"wellington","niwa",NA,-41.1979751586914,174.922164916992,2020-08-17,"Lowland","Forest"
"WN2","nrwqn-00047","Hutt at Kaitoke (NRWQN) (WN2)",NA,"wellington","niwa",NA,-41.0508728027344,175.191558837891,2020-08-17,"Upland","Forest"
"WN3","nrwqn-00046","Ruamahanga at Waihenga (NRWQN) (WN3)",NA,"wellington","niwa",NA,-41.1954345703125,175.43962097168,2020-08-17,"Lowland","Rural"
"WN4","nrwqn-00048","Ruamahanga at Wardells (NRWQN) (WN4)",NA,"wellington","niwa",NA,-41.0029563903809,175.67155456543,2020-08-17,"Lowland","Rural"
"WN5","nrwqn-00049","Ruamahanga at SH2 (NRWQN) (WN5)",NA,"wellington","niwa",NA,-40.7621421813965,175.605041503906,2020-08-17,"Upland","Forest"
>>>>>>> 8411ea8... code and data for refresh 21-8-2020
