"Lake","FENZID","TLIYear","TLI","MixingPattern","GeomorphicType"
"lake lyndon mid lake",48597,2004,1.2,"Stratified","Glacial"
"lake lyndon mid lake",48597,2005,2,"Stratified","Glacial"
"lake lyndon mid lake",48597,2006,2.7,"Stratified","Glacial"
"lake lyndon mid lake",48597,2007,2.4,"Stratified","Glacial"
"lake lyndon mid lake",48597,2008,2.6,"Stratified","Glacial"
"lake lyndon mid lake",48597,2009,3.1,"Stratified","Glacial"
"lake lyndon mid lake",48597,2010,2.9,"Stratified","Glacial"
"lake lyndon mid lake",48597,2011,2.9,"Stratified","Glacial"
"lake lyndon mid lake",48597,2012,2.9,"Stratified","Glacial"
"lake lyndon mid lake",48597,2013,2.9,"Stratified","Glacial"
"lake lyndon mid lake",48597,2014,2.8,"Stratified","Glacial"
"lake lyndon mid lake",48597,2015,3.1,"Stratified","Glacial"
"lake lyndon mid lake",48597,2016,3.1,"Stratified","Glacial"
"lake lyndon mid lake",48597,2017,3,"Stratified","Glacial"
"lake lyndon mid lake",48597,2018,3.1,"Stratified","Glacial"
"lake lyndon mid lake",48597,2019,3.3,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2004,0.71,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2005,1.2,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2006,1.3,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2007,1,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2008,1.8,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2009,2.2,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2010,1.9,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2011,1.6,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2012,1.7,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2013,1.4,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2014,1.5,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2015,1.5,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2016,1.3,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2017,1.4,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2018,1.9,"Stratified","Glacial"
"lake coleridge mid lake, near island",48451,2019,1.9,"Stratified","Glacial"
"lake georgina mid lake",48447,2004,2.2,"Polymictic","Glacial"
"lake georgina mid lake",48447,2005,2.4,"Polymictic","Glacial"
"lake georgina mid lake",48447,2006,3.3,"Polymictic","Glacial"
"lake georgina mid lake",48447,2007,4.6,"Polymictic","Glacial"
"lake georgina mid lake",48447,2008,4.3,"Polymictic","Glacial"
"lake georgina mid lake",48447,2009,3.6,"Polymictic","Glacial"
"lake georgina mid lake",48447,2010,3.5,"Polymictic","Glacial"
"lake georgina mid lake",48447,2011,3.7,"Polymictic","Glacial"
"lake georgina mid lake",48447,2012,3.4,"Polymictic","Glacial"
"lake georgina mid lake",48447,2013,4.1,"Polymictic","Glacial"
"lake georgina mid lake",48447,2014,5,"Polymictic","Glacial"
"lake georgina mid lake",48447,2015,3.9,"Polymictic","Glacial"
"lake georgina mid lake",48447,2016,4.3,"Polymictic","Glacial"
"lake georgina mid lake",48447,2017,4.1,"Polymictic","Glacial"
"lake georgina mid lake",48447,2018,4.1,"Polymictic","Glacial"
"lake georgina mid lake",48447,2019,3.9,"Polymictic","Glacial"
"lake ida mid lake",48455,2004,1.2,"Polymictic","Glacial"
"lake ida mid lake",48455,2005,2.5,"Polymictic","Glacial"
"lake ida mid lake",48455,2006,2,"Polymictic","Glacial"
"lake ida mid lake",48455,2007,2.4,"Polymictic","Glacial"
"lake ida mid lake",48455,2008,2.4,"Polymictic","Glacial"
"lake ida mid lake",48455,2009,2.6,"Polymictic","Glacial"
"lake ida mid lake",48455,2010,2.9,"Polymictic","Glacial"
"lake ida mid lake",48455,2011,2.8,"Polymictic","Glacial"
"lake ida mid lake",48455,2012,2.5,"Polymictic","Glacial"
"lake ida mid lake",48455,2013,2.6,"Polymictic","Glacial"
"lake ida mid lake",48455,2014,3.3,"Polymictic","Glacial"
"lake ida mid lake",48455,2015,3.1,"Polymictic","Glacial"
"lake ida mid lake",48455,2016,3,"Polymictic","Glacial"
"lake ida mid lake",48455,2017,3.8,"Polymictic","Glacial"
"lake ida mid lake",48455,2018,3,"Polymictic","Glacial"
"lake ida mid lake",48455,2019,3,"Polymictic","Glacial"
"lake selfe mid lake",48213,2004,1.7,"Stratified","Glacial"
"lake selfe mid lake",48213,2005,2.1,"Stratified","Glacial"
"lake selfe mid lake",48213,2006,2.3,"Stratified","Glacial"
"lake selfe mid lake",48213,2007,2.3,"Stratified","Glacial"
"lake selfe mid lake",48213,2008,2.8,"Stratified","Glacial"
"lake selfe mid lake",48213,2009,2.9,"Stratified","Glacial"
"lake selfe mid lake",48213,2010,3,"Stratified","Glacial"
"lake selfe mid lake",48213,2011,2.8,"Stratified","Glacial"
"lake selfe mid lake",48213,2012,2.9,"Stratified","Glacial"
"lake selfe mid lake",48213,2013,2.7,"Stratified","Glacial"
"lake selfe mid lake",48213,2014,2.8,"Stratified","Glacial"
"lake selfe mid lake",48213,2015,3,"Stratified","Glacial"
"lake selfe mid lake",48213,2016,2.8,"Stratified","Glacial"
"lake selfe mid lake",48213,2017,3.4,"Stratified","Glacial"
"lake selfe mid lake",48213,2018,3.3,"Stratified","Glacial"
"lake selfe mid lake",48213,2019,2.9,"Stratified","Glacial"
"lake heron main basin",47892,2004,1.6,"Stratified","Glacial"
"lake heron main basin",47892,2005,2.3,"Stratified","Glacial"
"lake heron main basin",47892,2006,2.3,"Stratified","Glacial"
"lake heron main basin",47892,2007,2.7,"Stratified","Glacial"
"lake heron main basin",47892,2008,2.8,"Stratified","Glacial"
"lake heron main basin",47892,2009,3,"Stratified","Glacial"
"lake heron main basin",47892,2010,2.9,"Stratified","Glacial"
"lake heron main basin",47892,2011,3,"Stratified","Glacial"
"lake heron main basin",47892,2012,3,"Stratified","Glacial"
"lake heron main basin",47892,2013,2.8,"Stratified","Glacial"
"lake heron main basin",47892,2014,2.9,"Stratified","Glacial"
"lake heron main basin",47892,2015,2.6,"Stratified","Glacial"
"lake heron main basin",47892,2016,3.1,"Stratified","Glacial"
"lake heron main basin",47892,2017,3.1,"Stratified","Glacial"
"lake heron main basin",47892,2018,3.5,"Stratified","Glacial"
"lake heron main basin",47892,2019,3.6,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2004,2.3,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2005,2.8,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2006,2.7,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2007,3.1,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2008,3.1,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2009,3.3,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2010,3.1,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2011,2.9,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2012,3.1,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2013,3,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2014,3.2,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2015,3,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2016,3,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2017,3.3,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2018,2.9,"Stratified","Glacial"
"lake alexandrina mid lake, surface",47193,2019,2.9,"Stratified","Glacial"
"lake emma centre, surface",41299,2004,2.8,"Polymictic","Glacial"
"lake emma centre, surface",41299,2005,4,"Polymictic","Glacial"
"lake emma centre, surface",41299,2006,3.9,"Polymictic","Glacial"
"lake emma centre, surface",41299,2007,4.6,"Polymictic","Glacial"
"lake emma centre, surface",41299,2008,6.2,"Polymictic","Glacial"
"lake emma centre, surface",41299,2009,5.6,"Polymictic","Glacial"
"lake emma centre, surface",41299,2010,4.3,"Polymictic","Glacial"
"lake emma centre, surface",41299,2011,4.8,"Polymictic","Glacial"
"lake emma centre, surface",41299,2012,3.4,"Polymictic","Glacial"
"lake emma centre, surface",41299,2013,3.8,"Polymictic","Glacial"
"lake emma centre, surface",41299,2014,3.6,"Polymictic","Glacial"
"lake emma centre, surface",41299,2015,3.7,"Polymictic","Glacial"
"lake emma centre, surface",41299,2016,4.6,"Polymictic","Glacial"
"lake emma centre, surface",41299,2017,4.9,"Polymictic","Glacial"
"lake emma centre, surface",41299,2018,4.3,"Polymictic","Glacial"
"lake emma centre, surface",41299,2019,5.1,"Polymictic","Glacial"
"lake camp centre, surface",41306,2004,2.2,"Polymictic","Glacial"
"lake camp centre, surface",41306,2005,2.6,"Polymictic","Glacial"
"lake camp centre, surface",41306,2006,2.8,"Polymictic","Glacial"
"lake camp centre, surface",41306,2007,3.2,"Polymictic","Glacial"
"lake camp centre, surface",41306,2008,3.1,"Polymictic","Glacial"
"lake camp centre, surface",41306,2009,3.4,"Polymictic","Glacial"
"lake camp centre, surface",41306,2010,2.9,"Polymictic","Glacial"
"lake camp centre, surface",41306,2011,3.3,"Polymictic","Glacial"
"lake camp centre, surface",41306,2012,3.2,"Polymictic","Glacial"
"lake camp centre, surface",41306,2013,3.4,"Polymictic","Glacial"
"lake camp centre, surface",41306,2014,3,"Polymictic","Glacial"
"lake camp centre, surface",41306,2015,3.2,"Polymictic","Glacial"
"lake camp centre, surface",41306,2016,3.4,"Polymictic","Glacial"
"lake camp centre, surface",41306,2017,3.2,"Polymictic","Glacial"
"lake camp centre, surface",41306,2018,3.3,"Polymictic","Glacial"
"lake camp centre, surface",41306,2019,3.5,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2004,2.5,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2005,3,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2006,3.4,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2007,3.6,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2008,4.2,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2009,4,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2010,4.1,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2011,4.1,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2012,3.9,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2013,3.8,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2014,3.1,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2015,4,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2016,3.8,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2017,4,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2018,3.8,"Polymictic","Glacial"
"lake clearwater centre, surface",41305,2019,4.3,"Polymictic","Glacial"
"lake tekapo centre, surface",47228,2004,0.91,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2005,1.4,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2006,1.5,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2007,1.4,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2008,1.3,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2009,1.9,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2010,2.1,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2011,1.9,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2012,1.8,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2013,1.5,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2014,1.5,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2015,1.5,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2016,1.4,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2017,1.2,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2018,1.3,"Stratified","Glacial"
"lake tekapo centre, surface",47228,2019,1.6,"Stratified","Glacial"
"lake ohau mid lake",45514,2006,1.4,"Stratified","Glacial"
"lake ohau mid lake",45514,2007,1.7,"Stratified","Glacial"
"lake ohau mid lake",45514,2008,1.1,"Stratified","Glacial"
"lake ohau mid lake",45514,2009,1.9,"Stratified","Glacial"
"lake ohau mid lake",45514,2010,2.3,"Stratified","Glacial"
"lake ohau mid lake",45514,2011,1.8,"Stratified","Glacial"
"lake ohau mid lake",45514,2012,1.6,"Stratified","Glacial"
"lake ohau mid lake",45514,2013,2,"Stratified","Glacial"
"lake ohau mid lake",45514,2014,1.5,"Stratified","Glacial"
"lake ohau mid lake",45514,2015,1.4,"Stratified","Glacial"
"lake ohau mid lake",45514,2016,1.7,"Stratified","Glacial"
"lake ohau mid lake",45514,2017,1.6,"Stratified","Glacial"
"lake ohau mid lake",45514,2018,1.6,"Stratified","Glacial"
"lake ohau mid lake",45514,2019,1.9,"Stratified","Glacial"
"lake forsyth at recorder",47579,2004,7.1,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2005,7.7,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2006,8.3,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2007,7,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2008,7.4,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2009,6.6,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2010,7.4,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2011,6.3,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2012,5.8,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2013,5.5,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2014,5.6,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2015,6.1,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2016,6.7,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2017,5.8,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2018,5.6,"Brackish","Shoreline"
"lake forsyth at recorder",47579,2019,6.1,"Brackish","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2004,4.5,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2005,4.5,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2006,4.8,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2007,4.1,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2008,4.5,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2009,4.3,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2010,4.8,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2011,4.6,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2012,4.3,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2013,4.4,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2014,4.3,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2015,4,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2016,4.3,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2017,4.2,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2018,4.3,"Polymictic","Shoreline"
"coopers lagoon/muriwai above beach culvert",47568,2019,4.5,"Polymictic","Shoreline"
"lake aviemore mid lake",7408,2009,2.1,"Stratified","Dam"
"lake aviemore mid lake",7408,2010,2.3,"Stratified","Dam"
"lake aviemore mid lake",7408,2011,2.2,"Stratified","Dam"
"lake aviemore mid lake",7408,2012,1.8,"Stratified","Dam"
"lake aviemore mid lake",7408,2013,2.3,"Stratified","Dam"
"lake aviemore mid lake",7408,2014,2,"Stratified","Dam"
"lake aviemore mid lake",7408,2015,1.8,"Stratified","Dam"
"lake aviemore mid lake",7408,2016,1.8,"Stratified","Dam"
"lake aviemore mid lake",7408,2017,1.8,"Stratified","Dam"
"lake aviemore mid lake",7408,2018,2.1,"Stratified","Dam"
"lake aviemore mid lake",7408,2019,2.2,"Stratified","Dam"
"lake denny mid lake",41293,2013,6,"Polymictic","Glacial"
"lake denny mid lake",41293,2014,4.1,"Polymictic","Glacial"
"lake denny mid lake",41293,2015,5.5,"Polymictic","Glacial"
"lake denny mid lake",41293,2016,6.7,"Polymictic","Glacial"
"lake denny mid lake",41293,2017,5.1,"Polymictic","Glacial"
"lake denny mid lake",41293,2018,6.2,"Polymictic","Glacial"
"lake denny mid lake",41293,2019,4,"Polymictic","Glacial"
"lake benmore centre- northern arm",7409,2006,1.3,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2007,1.4,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2008,1.5,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2009,1.7,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2010,2.2,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2011,2.1,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2012,1.8,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2013,1.9,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2014,1.7,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2015,1.8,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2016,1.7,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2017,1.7,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2018,1.8,"Stratified","Dam"
"lake benmore centre- northern arm",7409,2019,2.4,"Stratified","Dam"
"lake pukaki - southern end",46564,2006,1.4,"Stratified","Glacial"
"lake pukaki - southern end",46564,2007,1.8,"Stratified","Glacial"
"lake pukaki - southern end",46564,2008,1.7,"Stratified","Glacial"
"lake pukaki - southern end",46564,2009,1.9,"Stratified","Glacial"
"lake pukaki - southern end",46564,2010,2.1,"Stratified","Glacial"
"lake pukaki - southern end",46564,2011,1.9,"Stratified","Glacial"
"lake pukaki - southern end",46564,2012,1.7,"Stratified","Glacial"
"lake pukaki - southern end",46564,2013,1.4,"Stratified","Glacial"
"lake pukaki - southern end",46564,2014,1.9,"Stratified","Glacial"
"lake pukaki - southern end",46564,2015,1.4,"Stratified","Glacial"
"lake pukaki - southern end",46564,2016,1.3,"Stratified","Glacial"
"lake pukaki - southern end",46564,2017,1.7,"Stratified","Glacial"
"lake pukaki - southern end",46564,2018,1.5,"Stratified","Glacial"
"lake pukaki - southern end",46564,2019,1.7,"Stratified","Glacial"
"lake emily mid lake",47860,2008,3.8,"Polymictic","Glacial"
"lake emily mid lake",47860,2009,4,"Polymictic","Glacial"
"lake emily mid lake",47860,2011,3.5,"Polymictic","Glacial"
"lake emily mid lake",47860,2012,4.3,"Polymictic","Glacial"
"lake emily mid lake",47860,2013,4.6,"Polymictic","Glacial"
"lake emily mid lake",47860,2014,3.8,"Polymictic","Glacial"
"lake emily mid lake",47860,2015,4.5,"Polymictic","Glacial"
"lake emily mid lake",47860,2016,3.5,"Polymictic","Glacial"
"lake emily mid lake",47860,2017,3.8,"Polymictic","Glacial"
"lake emily mid lake",47860,2018,3.9,"Polymictic","Glacial"
"lake emily mid lake",47860,2019,4.9,"Polymictic","Glacial"
"maori lake - front",47859,2008,4.5,"Polymictic","Glacial"
"maori lake - front",47859,2009,2.9,"Polymictic","Glacial"
"maori lake - front",47859,2011,4.6,"Polymictic","Glacial"
"maori lake - front",47859,2012,4.1,"Polymictic","Glacial"
"maori lake - front",47859,2013,4.6,"Polymictic","Glacial"
"maori lake - front",47859,2014,5.7,"Polymictic","Glacial"
"maori lake - front",47859,2015,2.8,"Polymictic","Glacial"
"maori lake - front",47859,2016,3.1,"Polymictic","Glacial"
"maori lake - front",47859,2017,4.7,"Polymictic","Glacial"
"maori lake - front",47859,2018,4.1,"Polymictic","Glacial"
"maori lake - front",47859,2019,4.8,"Polymictic","Glacial"
"maori lake - back",45724,2008,3.8,"Polymictic","Glacial"
"maori lake - back",45724,2009,3.8,"Polymictic","Glacial"
"maori lake - back",45724,2011,3.7,"Polymictic","Glacial"
"maori lake - back",45724,2012,3.5,"Polymictic","Glacial"
"maori lake - back",45724,2013,3.9,"Polymictic","Glacial"
"maori lake - back",45724,2014,4.3,"Polymictic","Glacial"
"maori lake - back",45724,2015,3.8,"Polymictic","Glacial"
"maori lake - back",45724,2016,4,"Polymictic","Glacial"
"maori lake - back",45724,2017,5.1,"Polymictic","Glacial"
"maori lake - back",45724,2018,3.9,"Polymictic","Glacial"
"maori lake - back",45724,2019,4,"Polymictic","Glacial"
"lake rotorua by east arm",25994,2007,7.1,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2008,6.7,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2009,7.8,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2010,7.6,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2011,7.6,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2012,7.4,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2013,7,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2014,6.9,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2015,7.7,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2016,7.6,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2017,6.9,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2018,6.5,"Polymictic","Shoreline"
"lake rotorua by east arm",25994,2019,7.3,"Polymictic","Shoreline"
"lake benmore ahuriri arm",7409,2009,2.7,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2010,2.5,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2011,3.1,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2012,2.4,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2013,2.7,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2014,2.1,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2015,2.5,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2016,2,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2017,2.3,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2018,2.6,"Stratified","Dam"
"lake benmore ahuriri arm",7409,2019,2.9,"Stratified","Dam"
"lake benmore above dam",7409,2009,1.8,"Stratified","Dam"
"lake benmore above dam",7409,2010,2.2,"Stratified","Dam"
"lake benmore above dam",7409,2011,2.1,"Stratified","Dam"
"lake benmore above dam",7409,2012,1.9,"Stratified","Dam"
"lake benmore above dam",7409,2013,1.7,"Stratified","Dam"
"lake benmore above dam",7409,2014,1.6,"Stratified","Dam"
"lake benmore above dam",7409,2015,1.7,"Stratified","Dam"
"lake benmore above dam",7409,2016,1.7,"Stratified","Dam"
"lake benmore above dam",7409,2017,1.7,"Stratified","Dam"
"lake benmore above dam",7409,2018,2.1,"Stratified","Dam"
"lake benmore above dam",7409,2019,2.1,"Stratified","Dam"
"lake ellesmere off timber yard point",48177,2004,7,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2005,6.8,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2006,7.1,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2007,6.9,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2008,7,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2009,7.2,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2010,6.7,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2011,6.6,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2012,6.7,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2013,6.1,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2014,7,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2015,7.1,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2016,6.8,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2017,6.8,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2018,6.8,"Icoll","Shoreline"
"lake ellesmere off timber yard point",48177,2019,6.8,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2004,7,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2005,6.8,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2006,7.1,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2007,6.9,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2008,7,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2009,7.2,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2010,6.7,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2011,6.5,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2012,6.9,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2013,6.1,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2014,7,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2015,7.2,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2016,6.8,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2017,6.8,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2018,6.8,"Icoll","Shoreline"
"lake ellesmere off selwyn river mouth",48177,2019,6.9,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2004,6.9,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2005,6.8,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2006,7.1,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2007,6.9,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2008,7,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2009,7.2,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2010,6.7,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2011,6.6,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2012,6.5,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2013,5.6,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2014,7,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2015,7.1,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2016,6.9,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2017,6.8,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2018,6.8,"Icoll","Shoreline"
"lake ellesmere off taumutu",48177,2019,6.7,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2009,6.7,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2010,6.2,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2011,5.6,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2012,6,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2013,5.3,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2014,6.7,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2015,6.4,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2016,6.4,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2017,6,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2018,6.1,"Icoll","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2019,6.4,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2006,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2007,5.2,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2008,4.6,"Icoll","Shoreline"
