"LawaSiteID","CouncilSiteID","SiteID","Region","Agency","SWQAltitude","SWQLanduse","Measurement","Scope","Q0","Q25","Q50","Q75","Q100","N"
"gdc-00039","ratahi lagoon at sh35 culvert","ratahi lagoon at sh35 culvert","gisborne","gdc","Lowland","Rural","NH4","Site",0.027,0.027,0.027,0.027,0.027,1
"gw-00002","mangapouri stream at bennetts rd","mangapouri stream at bennetts rd","wellington","gwrc","Lowland","Urban","NH4","Site",0.047,0.047,0.047,0.047,0.047,1
"gw-00004","waitohu stream at norfolk crescent","waitohu stream at norfolk crescent","wellington","gwrc","Lowland","Rural","NH4","Site",0.027,0.027,0.027,0.027,0.027,1
"gw-00005","otaki river at pukehinau","otaki river at pukehinau","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00006","otaki river at mouth","otaki river at mouth","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00007","mangaone stream at sims road bridge","mangaone stream at sims road bridge","wellington","gwrc","Lowland","Rural","NH4","Site",0.086,0.086,0.086,0.086,0.086,1
"gw-00010","waikanae river at greenaway rd","waikanae river at greenaway rd","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00013","horokiri stream at snodgrass","horokiri stream at snodgrass","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00014","pauatahanui stream at elmwood bridge","pauatahanui stream at elmwood bridge","wellington","gwrc","Lowland","Rural","NH4","Site",0.007,0.007,0.007,0.007,0.007,1
"gw-00016","porirua stream at milk depot","porirua stream at wall park","wellington","gwrc","Lowland","Urban","NH4","Site",0.013,0.013,0.013,0.013,0.013,1
"gw-00017","makara stream at kennels","makara stream at kennels","wellington","gwrc","Lowland","Rural","NH4","Site",0.011,0.011,0.011,0.011,0.011,1
"gw-00018","karori stream at makara peak mountain bike park","karori stream at makara peak mountain bike park","wellington","gwrc","Lowland","Urban","NH4","Site",0.015,0.015,0.015,0.015,0.015,1
"gw-00019","kaiwharawhara stream at ngaio gorge","kaiwharawhara stream at ngaio gorge","wellington","gwrc","Lowland","Urban","NH4","Site",0.0055,0.0055,0.0055,0.0055,0.0055,1
"gw-00020","hutt river at te marua intake site","hutt river at te marua intake site","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00021","hutt river opposite manor park golf club","hutt river opposite manor park golf club","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00022","hutt river at boulcott","hutt river at boulcott","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00023","pakuratahi river 50m below farm creek","pakuratahi river 50m below farm creek","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00024","mangaroa river at te marua","mangaroa river at te marua","wellington","gwrc","Lowland","Rural","NH4","Site",0.006,0.006,0.006,0.006,0.006,1
"gw-00025","akatarawa river at hutt confluence","akatarawa river at hutt confluence","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00026","whakatikei river at riverstone","whakatikei river at riverstone","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00028","wainuiomata river at manuka track","wainuiomata river at manuka track","wellington","gwrc","Upland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00029","wainuiomata river dnstr of white bridge","wainuiomata river dnstr of white bridge","wellington","gwrc","Lowland","Forest","NH4","Site",0.008,0.008,0.008,0.008,0.008,1
"gw-00031","ruamahanga river at mclays","ruamahanga river at mclays","wellington","gwrc","Upland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00032","ruamahanga river at te ore ore","ruamahanga river at te ore ore","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00033","ruamahanga river at gladstone bridge","ruamahanga river at gladstone bridge","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00034","ruamahanga river at pukio","ruamahanga river at pukio","wellington","gwrc","Lowland","Rural","NH4","Site",0.007,0.007,0.007,0.007,0.007,1
"gw-00037","taueru river at gladstone","taueru river at gladstone","wellington","gwrc","Lowland","Rural","NH4","Site",0.006,0.006,0.006,0.006,0.006,1
"gw-00038","kopuaranga river at stuarts","kopuaranga river at stuarts","wellington","gwrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"gw-00039","whangaehu river at 250m from confluence","whangaehu river at 250m from confluence","wellington","gwrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"gw-00040","waipoua river at colombo rd bridge","waipoua river at colombo rd bridge","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00041","waingawa river at south rd","waingawa river at south rd","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00042","whareama river at gauge","whareama river at gauge","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00045","parkvale tributary at lowes reserve","parkvale tributary at lowes reserve","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00046","parkvale stream at renalls weir","parkvale stream at renalls weir","wellington","gwrc","Lowland","Rural","NH4","Site",0.013,0.013,0.013,0.013,0.013,1
"gw-00048","waiohine river at bicknells","waiohine river at bicknells","wellington","gwrc","Lowland","Rural","NH4","Site",0.0085,0.0085,0.0085,0.0085,0.0085,1
"gw-00050","mangatarere river at state highway 2","mangatarere river at state highway 2","wellington","gwrc","Lowland","Rural","NH4","Site",0.028,0.028,0.028,0.028,0.028,1
"gw-00051","huangarua river at ponatahi bridge","huangarua river at ponatahi bridge","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00053","awhea river at tora rd","awhea river at tora rd","wellington","gwrc","Lowland","Rural","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00055","tauherenikau river at websters","tauherenikau river at websters","wellington","gwrc","Lowland","Forest","NH4","Site",0.0025,0.0025,0.0025,0.0025,0.0025,1
"gw-00264","waiwhetu stream at whites line east","waiwhetu stream at whites line east","wellington","gwrc","Lowland","Urban","NH4","Site",0.062,0.062,0.062,0.062,0.062,1
"hbrc-00002","esk river at waipunga bridge","182","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00003","clive river u/s whakatu rail bridge","1925","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.029,0.029,0.029,0.029,0.029,1
"hbrc-00004","maraetotara river at te awanga","714","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00005","tutaekuri river at brookfields bridge","1424","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00006","porangahau river at sh52 opposite quarry","998","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00007","tukituki river at black bridge","1374","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00008","makaretu stream at state highway 50","528","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00009","tukipo river at state highway 50","1349","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00010","poukawa stream at stock road","1044","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00011","mangaorapa stream at mangaorapa road","623","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00012","maraetotara river at waimarama road","715","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00014","karewarewa stream at paki paki","400","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.0325,0.0325,0.0325,0.0325,0.0325,1
"hbrc-00015","mangaone river at rissington","569","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00017","tutaekuri river at lawrence hut","1429","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00018","mangatarata stream at mangatarata road","667","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.025,0.025,0.025,0.025,0.025,1
"hbrc-00019","waipawa river at state highway 50","1590","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00020","mangaonuku stream at waipawa tikokino rd","589","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00021","ngaruroro river at whanawhana","815","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00022","esk river at berry road","176","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.0075,0.0075,0.0075,0.0075,0.0075,1
"hbrc-00023","sandy creek u/s lake tutira outlet","1146","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.017,0.017,0.017,0.017,0.017,1
"hbrc-00024","aropaoanui river at aropaoanui","39","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00026","mokomokonui stream u/s waipunga","757","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00028","waiarua at s.h.5","1489","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00029","kopuawhara stream at railway bridge","441","hawkes bay","hbrc","Lowland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00031","ruakituri river at sports ground","1126","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00032","hangaroa river at doneraille park","279","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00033","wairoa river at railway br.","1642","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00036","taurekaitai stream at wallingford","1237","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00038","ngaruroro river at fernhill","799","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00039","tukituki river at ashcott bridge s.h. 50","1373","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00040","waingongoro stream at waimarama road","1552","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00041","puhokio stream at te apiti rd","1051","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00042","porangahau stream at oruawhara road","1003","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00043","hv2","Tukituki at Red Br. (NRWQN) (HV2)","hawkes bay","niwa","Lowland","Rural","NH4","Site",0.005,0.005,0.0055,0.006,0.006,2
"hbrc-00044","tutaekuri waimate stm at chesterhope","1447","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.006,0.006,0.006,0.006,0.006,1
"hbrc-00046","waikari river at glenbrook road","1525","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.013,0.013,0.013,0.013,0.013,1
"hbrc-00048","ripia river u/s mohaka","1096","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00053","mangakuri river at kairakau","546","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00055","taharua stream at wrights twin culvert","1195","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00056","taharua stream at wairango rd","1194","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00059","waitio stream at ohiti road","1654","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00061","ngaruroro river d/s hawkes bay dairies","1924","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00062","mohaka river u/s taharua","754","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00063","taipo stream at church road","1201","hawkes bay","hbrc","Lowland","Urban","NH4","Site",0.1025,0.1025,0.1025,0.1025,0.1025,1
"hbrc-00067","herehere stream at te aute road","310","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.006,0.006,0.006,0.006,0.006,1
"hbrc-00069","taharua stream at red hut mohaka confl","1948","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00070","mohaka river d/s taharua","753","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00071","mohaka river d/s ripia river","5274","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00072","mohaka river d/s waipunga river","5273","hawkes bay","hbrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00073","taharua stream at henrys bridge","1932","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00075","maraekakaho stream at maraekakaho","698","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00077","tutaekuri river u/s mangaone","1441","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00079","mangatutu stream at mangatutu stn br","684","hawkes bay","hbrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00081","waiau river at otoi","1500","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00083","mangapoike river at suspension bridge","636","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00085","papanui stream at middle road","915","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.006,0.006,0.006,0.006,0.006,1
"hbrc-00087","tukituki river at waipukurau","1404","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hbrc-00088","tukituki river at tamumu br.","1397","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.007,0.007,0.007,0.007,0.007,1
"hbrc-00090","awanui stream at flume","48","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.036,0.036,0.036,0.036,0.036,1
"hbrc-00124","raupare stream at ormond road","1082","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.021,0.021,0.021,0.021,0.021,1
"hbrc-00139","waipawa river at rds/sh2","1588","hawkes bay","hbrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00001","arawhata drain at hokio beach road","arawhata drain at hokio beach road","horizons","hrc","Lowland","Rural","NH4","Site",0.075,0.075,0.075,0.075,0.075,1
"hrc-00002","hautapu at us rangitikei river conf","hautapu at us rangitikei river conf","horizons","hrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00003","hautapu at alabasters","hautapu at alabasters","horizons","hrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00004","hokio at lake horowhenua","hokio at lake horowhenua","horizons","hrc","Lowland","Rural","NH4","Site",0.01,0.01,0.01,0.01,0.01,1
"hrc-00005","kahuterawa at johnstons rata","kahuterawa at johnstons rata","horizons","hrc","Lowland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00006","kumeti at te rehunga","kumeti at te rehunga","horizons","hrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00007","makotuku at raetihi","makotuku at raetihi","horizons","hrc","Upland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00008","makakahi at hamua","makakahi at hamua","horizons","hrc","Upland","Rural","NH4","Site",0.0075,0.0075,0.0075,0.0075,0.0075,1
"hrc-00009","makotuku at sh49a","makotuku at sh49a","horizons","hrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00010","makuri at tuscan hills","makuri at tuscan hills","horizons","hrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00011","manakau at s.h.1 bridge","manakau at s.h.1 bridge","horizons","hrc","Lowland","Rural","NH4","Site",0.01,0.01,0.01,0.01,0.01,1
"hrc-00012","manawatu at whirokino","manawatu at whirokino","horizons","hrc","Lowland","Rural","NH4","Site",0.05,0.05,0.05,0.05,0.05,1
"hrc-00013","manawatu at opiki br","manawatu at opiki bridge","horizons","hrc","Lowland","Rural","NH4","Site",0.06,0.06,0.06,0.06,0.06,1
"hrc-00014","manawatu at ngawapurua bridge","manawatu at ngawapurua bridge","horizons","hrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00015","manawatu at teachers college","manawatu at teachers college","horizons","hrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00016","manawatu at hopelands","manawatu at hopelands","horizons","hrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00017","manawatu at upper gorge","manawatu at upper gorge","horizons","hrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00018","manawatu at weber road","manawatu at weber road","horizons","hrc","Upland","Rural","NH4","Site",0.005,0.005,0.00875,0.0125,0.0125,2
"hrc-00019","mangahao at ballance","mangahao at ballance","horizons","hrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00020","mangapapa at troup rd","mangapapa at troup rd","horizons","hrc","Lowland","Rural","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00021","mangatainoka at putara","mangatainoka at putara","horizons","hrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
"hrc-00022","mangatainoka at larsons road","mangatainoka at larsons road","horizons","hrc","Upland","Forest","NH4","Site",0.005,0.005,0.005,0.005,0.005,1
