"LawaSiteID","CouncilSiteID","SiteID","Year","NitrateMed","NitrateMed_Band","Nitrate95","Nitrate95_Band","Nitrate_Toxicity_Band","NitrateAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","Ammoniacal95","Ammoniacal95_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","EcoliPeriod","EcoliMed","EcoliMed_Band","Ecoli95","Ecoli95_Band","EcoliRecHealth540","EcoliRecHealth540_Band","EcoliRecHealth260","EcoliRecHealth260_Band","EcoliAnalysisNote","EcoliSummaryband","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Catchment","Lat","Long","accessDate","Landcover","Altitude","AltitudeCl"
"es-00130","Waimea Stream at Mandeville","waimea stream at mandeville","2008to2012",2.504,"C",5.33935,"C","C","",0.00806451612903226,"A",0.0589628849697288,"B","B","",NA,270,"DE",10800,"DE",22.0338983050847,"D",52.5423728813559,"DE"," Need 60 values for 5yr, have  59","D",15044764,"southland","es","lowland","Rural","mataura river",-45.9872387968892,168.801093080172,"21-Aug-2020","Rural",103,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2015to2019",1.26,"B",3.8,"C","C","",0.00797838525111252,"A",0.0627693287812209,"B","B","",NA,210,"D",2990,"DE",27.1186440677966,"D",42.3728813559322,"D"," Need 60 values for 5yr, have  59","D",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2014to2018",1.085,"B",3.4,"B","B","",0.00797838525111252,"A",0.0517948848324605,"B","B","",5,235,"D",6500,"DE",31.6666666666667,"E",45,"D","","E",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2013to2017",1.06,"B",2.85,"B","B","",0.00797838525111252,"A",0.0507220216606498,"B","B","",5,310,"DE",6500,"DE",33.3333333333333,"E",51.6666666666667,"DE","","E",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2010to2014",1.525,"B",2.9,"B","B","",0.0120268924302789,"A",0.0703703703703704,"B","B","",5,270,"DE",11000,"DE",28.3333333333333,"D",50,"D","","D",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2011to2015",1.49,"B",2.9,"B","B","",0.0109421816864772,"A",0.0710846560846561,"B","B","",5,330,"DE",11000,"DE",35,"E",60,"DE","","E",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2012to2016",1.38,"B",2.9,"B","B","",0.0109421816864772,"A",0.0653342692873379,"B","B","",5,330,"DE",7200,"DE",35,"E",56.6666666666667,"DE","","E",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2008to2012",1.515,"B",4,"C","C","",0.013037323037323,"A",0.076150512214342,"B","B","",5,250,"D",4400,"DE",21.6666666666667,"D",45,"D","","D",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2009to2013",1.495,"B",3.025,"B","B","",0.0146043771043771,"A",0.076150512214342,"B","B","",5,290,"DE",4400,"DE",26.6666666666667,"D",51.6666666666667,"DE","","D",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2007to2011",1.465,"B",3.9,"C","C","",0.013037323037323,"A",0.0854229989868288,"B","B","",5,230,"D",4350,"DE",16.6666666666667,"C",38.3333333333333,"D","","D",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2006to2010",1.305,"B",3.9,"C","C","",0.0158696033696034,"A",0.0759653270291568,"B","B","",5,250,"D",7650,"DE",25,"D",45,"D","","D",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00135","Waituna Creek at Marshall Road","waituna creek at marshall road","2005to2009",1.25,"B",3.92,"C","C","",0.018271982492565,"A",0.0823328267477203,"B","B","",5,290,"DE",5850,"DE",28.3333333333333,"D",51.6666666666667,"DE","","D",15061706,"southland","es","lowland","Rural","waituna creek",-46.5202487334586,168.542712519181,"21-Aug-2020","Rural",9.66666666666667,"Lowland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2015to2019",0.905,"A",3.25,"B","B","",0.00279329608938547,"A",0.0143874263710707,"A","A","",5,290,"DE",4850,"DE",26.6666666666667,"D",55,"DE","","D",15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2008to2012",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2006to2010",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2014to2018",1,"A",3.8,"C","C","",0.00279329608938547,"A",0.0408696653804065,"A","A","",NA,54,"ABC",54,"ABC",37.037037037037,"E",57.4074074074074,"DE"," Need 60 values for 5yr, have  54","E",15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2007to2011",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2009to2013",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2013to2017",0.87,"A",2.4,"B","B","",0.00279329608938547,"A",0.0462210197322386,"A","A","",NA,42,"ABC",42,"ABC",42.8571428571429,"E",64.2857142857143,"DE"," Need 60 values for 5yr, have  42","E",15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2010to2014",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,6,"ABC",6,"ABC",66.6666666666667,"E",66.6666666666667,"DE"," Need 60 values for 5yr, have  6","E",15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2005to2009",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2012to2016",1,"A",2.4,"B","B","",0.00279329608938547,"A",0.045360824742268,"A","A","",NA,30,"ABC",30,"ABC",40,"E",66.6666666666667,"DE"," Need 60 values for 5yr, have  30","E",15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00163","Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","2011to2015",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,18,"ABC",18,"ABC",44.4444444444444,"E",66.6666666666667,"DE"," Need 60 values for 5yr, have  18","E",15046191,"southland","es","lowland","Rural","oreti river",-45.9827622824049,168.312332032032,"21-Aug-2020","Rural",843.5,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2014to2018",0.45,"A",1.56,"B","B","",0.00293039037598108,"A",0.0147043220471212,"A","A","",NA,54,"ABC",54,"ABC",11.1111111111111,"C",27.7777777777778,"BC"," Need 60 values for 5yr, have  54","C",15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2013to2017",0.425,"A",1.568,"B","B","",0.00306748466257669,"A",0.0187330316742081,"A","A","",NA,42,"ABC",42,"ABC",9.52380952380952,"B",28.5714285714286,"BC"," Need 60 values for 5yr, have  42","B",15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2005to2009",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2006to2010",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2015to2019",0.455,"A",1.395,"A","A","",0.00279329608938547,"A",0.0144195662349821,"A","A","",NA,120,"ABC",2575,"DE",8.47457627118644,"B",25.4237288135593,"BC"," Need 60 values for 5yr, have  59","D",15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2010to2014",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,6,"ABC",6,"ABC",33.3333333333333,"E",33.3333333333333,"C"," Need 60 values for 5yr, have  6","E",15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2012to2016",0.45,"A",1.58,"B","B","",0.00515463917525773,"A",0.0149321266968326,"A","A","",NA,30,"ABC",30,"ABC",10,"BC",30,"BC"," Need 60 values for 5yr, have  30","B",15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2007to2011",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2009to2013",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2008to2012",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00164","Hamilton Burn at Affleck Road","hamilton burn at affleck road","2011to2015",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,18,"ABC",18,"ABC",16.6666666666667,"C",44.4444444444444,"D"," Need 60 values for 5yr, have  18","D",15036486,"southland","es","upland","Rural","aparima river",-45.7848090419463,168.191258548416,"21-Aug-2020","Rural",244,"Upland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2013to2017",0.525,"A",1.442,"A","A","",0.0120860174814894,"A",0.0629153948050452,"B","B","",NA,41,"ABC",41,"ABC",56.0975609756098,"E",75.609756097561,"DE"," Need 60 values for 5yr, have  41","E",15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2012to2016",0.585,"A",1.35,"A","A","",0.0160754858196787,"A",0.0675977653631285,"B","B","",NA,29,"ABC",29,"ABC",58.6206896551724,"E",75.8620689655172,"DE"," Need 60 values for 5yr, have  29","E",15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2011to2015",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,18,"ABC",18,"ABC",61.1111111111111,"E",72.2222222222222,"DE"," Need 60 values for 5yr, have  18","E",15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2015to2019",0.62,"A",1.625,"B","B","",0.0111915754854215,"A",0.0491191822531536,"A","A","",NA,600,"DE",7750,"DE",52.5423728813559,"E",74.5762711864407,"DE"," Need 60 values for 5yr, have  59","E",15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2010to2014",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,6,"ABC",6,"ABC",66.6666666666667,"E",66.6666666666667,"DE"," Need 60 values for 5yr, have  6","E",15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2009to2013",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2005to2009",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2008to2012",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2006to2010",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2007to2011",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00165","Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","2014to2018",0.6,"A",1.514,"B","B","",0.0111915754854215,"A",0.0579785922162482,"B","B","",NA,53,"ABC",53,"ABC",56.6037735849057,"E",75.4716981132076,"DE"," Need 60 values for 5yr, have  53","E",15056334,"southland","es","lowland","Rural","oreti river",-46.2667698347913,168.453503410746,"21-Aug-2020","Rural",29,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2015to2019",0.068,"A",0.235,"A","A","",0.00381679389312977,"A",0.00932360116471236,"A","A","",NA,170,"D",4000,"DE",18.6440677966102,"C",35.5932203389831,"D"," Need 60 values for 5yr, have  59","D",15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2013to2017",0.0575,"A",0.2042,"A","A","",0.00381679389312977,"A",0.00697748085008351,"A","A","",NA,42,"ABC",42,"ABC",19.047619047619,"C",40.4761904761905,"D"," Need 60 values for 5yr, have  42","D",15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2006to2010",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2007to2011",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2008to2012",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2005to2009",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2012to2016",0.0645,"A",0.23,"A","A","",0.00360907721867373,"A",0.00893854748603352,"A","A","",NA,30,"ABC",30,"ABC",16.6666666666667,"C",43.3333333333333,"D"," Need 60 values for 5yr, have  30","D",15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2014to2018",0.0645,"A",0.256,"A","A","",0.00381679389312977,"A",0.00565340090998099,"A","A","",NA,53,"ABC",53,"ABC",18.8679245283019,"C",37.7358490566038,"D"," Need 60 values for 5yr, have  53","D",15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2011to2015",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,18,"ABC",18,"ABC",11.1111111111111,"C",44.4444444444444,"D"," Need 60 values for 5yr, have  18","D",15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2010to2014",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,6,"ABC",6,"ABC",16.6666666666667,"C",50,"D"," Need 60 values for 5yr, have  6","D",15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00166","Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","2009to2013",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15047441,"southland","es","lowland","Forest","waiau river",-46.0024211861941,167.669296552426,"21-Aug-2020","Forest",121.5,"Lowland"
"es-00167","Wairaki River ds Blackmount Road","wairaki river ds blackmount road","2011to2015",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have18",NA,18,"ABC",18,"ABC",5.55555555555556,"B",5.55555555555556,"A"," Need 60 values for 5yr, have  18","B",15044418,"southland","es","lowland","Rural","waiau river",-45.9348877203632,167.699734330932,"21-Aug-2020","Rural",100.5,"Lowland"
"es-00167","Wairaki River ds Blackmount Road","wairaki river ds blackmount road","2008to2012",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15044418,"southland","es","lowland","Rural","waiau river",-45.9348877203632,167.699734330932,"21-Aug-2020","Rural",100.5,"Lowland"
"es-00167","Wairaki River ds Blackmount Road","wairaki river ds blackmount road","2009to2013",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15044418,"southland","es","lowland","Rural","waiau river",-45.9348877203632,167.699734330932,"21-Aug-2020","Rural",100.5,"Lowland"
"es-00167","Wairaki River ds Blackmount Road","wairaki river ds blackmount road","2010to2014",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have6",NA,6,"ABC",6,"ABC",16.6666666666667,"C",16.6666666666667,"A"," Need 60 values for 5yr, have  6","C",15044418,"southland","es","lowland","Rural","waiau river",-45.9348877203632,167.699734330932,"21-Aug-2020","Rural",100.5,"Lowland"
"es-00167","Wairaki River ds Blackmount Road","wairaki river ds blackmount road","2007to2011",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15044418,"southland","es","lowland","Rural","waiau river",-45.9348877203632,167.699734330932,"21-Aug-2020","Rural",100.5,"Lowland"
"es-00167","Wairaki River ds Blackmount Road","wairaki river ds blackmount road","2006to2010",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15044418,"southland","es","lowland","Rural","waiau river",-45.9348877203632,167.699734330932,"21-Aug-2020","Rural",100.5,"Lowland"
"es-00167","Wairaki River ds Blackmount Road","wairaki river ds blackmount road","2005to2009",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,NA,NA,NA,NA," Need 30 values for 5yr 95%ile, have0",NA,0,"ABC",0,"ABC",NA,"",NA,""," Need 60 values for 5yr, have  0",NA,15044418,"southland","es","lowland","Rural","waiau river",-45.9348877203632,167.699734330932,"21-Aug-2020","Rural",100.5,"Lowland"
