"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Catchment","Lat","Long","accessDate","Landcover","Altitude","Order","StreamOrder","AltitudeCl"
"Parkvale Stream at Renalls Weir","parkvale stream at renalls weir","gw-00046",9009215,"wellington","gwrc","lowland","rural","ruamahanga river",-41.07801993,175.54166084,"25-Jun-2020","Rural",58,"4","4","Lowland"
"Parkvale tributary at Lowes Reserve","parkvale tributary at lowes reserve","gw-00045",9007329,"wellington","gwrc","lowland","rural","ruamahanga river",-40.99686768,175.59297497,"25-Jun-2020","Rural",106,"1","1","Lowland"
"Pauatahanui Stream at Elmwood Bridge","pauatahanui stream at elmwood bridge","gw-00014",9010034,"wellington","gwrc","lowland","rural","pauatahanui stream",-41.11427573,174.91877486,"25-Jun-2020","Rural",36.5,"4","4&1","Lowland"
"Porirua Stream at Glenside Overhead Cables","porirua stream at glenside overhead cable","gw-00015",9011723,"wellington","gwrc","lowland","urban","porirua stream",-41.19158653,174.82792762,"25-Jun-2020","Urban",78,"4","4","Lowland"
"Porirua Stream at Milk Depot","porirua stream at wall park","gw-00016",9010816,"wellington","gwrc","lowland","urban","porirua stream",-41.14936353,174.83958812,"25-Jun-2020","Urban",23,"4","4","Lowland"
"Ruamahanga River at Gladstone Bridge","ruamahanga river at gladstone bridge","gw-00033",9009060,"wellington","gwrc","lowland","rural","ruamahanga river",-41.07237221,175.62913522,"25-Jun-2020","Rural",60,"6","7","Lowland"
"Ruamahanga River at McLays","ruamahanga river at mclays","gw-00031",9000758,"wellington","gwrc","upland","forest","ruamahanga river",-40.74966737,175.58256015,"25-Jun-2020","Forest",438.5,"4","4&1","Upland"
"Ruamahanga River at Pukio","ruamahanga river at pukio","gw-00034",9013512,"wellington","gwrc","lowland","rural","ruamahanga river",-41.24812292,175.36108795,"25-Jun-2020","Rural",11,"7","7","Lowland"
"Ruamahanga River at Te Ore Ore","ruamahanga river at te ore ore","gw-00032",9006280,"wellington","gwrc","lowland","rural","ruamahanga river",-40.95283816,175.68011378,"25-Jun-2020","Rural",108.11000061,"5","5","Lowland"
"Tauanui River at Whakatomotomo Rd","tauanui river at whakatomotomo rd","gw-00052",9016703,"wellington","gwrc","upland","forest","ruamahanga river",-41.39831365,175.28058743,"25-Jun-2020","Forest",365,"3","3&1","Upland"
"Taueru River at Castlehill","taueru river at castlehill","gw-00036",9001096,"wellington","gwrc","upland","rural","ruamahanga river",-40.75449412,175.98867994,"25-Jun-2020","Rural",268,"3","3","Upland"
"Taueru River at Gladstone","taueru river at gladstone","gw-00037",9009016,"wellington","gwrc","lowland","rural","ruamahanga river",-41.06304782,175.66761699,"25-Jun-2020","Rural",93,"6","6&1","Lowland"
"Tauherenikau River at Websters","tauherenikau river at websters","gw-00055",9011002,"wellington","gwrc","lowland","forest","ruamahanga river",-41.16791526,175.34926521,"25-Jun-2020","Forest",12.5,"4","1&4","Lowland"
"Totara Stream at Stronvar","totara stream at stronvar","gw-00044",9010385,"wellington","gwrc","upland","forest","kaiwhata river",-41.10919103,175.9538148,"25-Jun-2020","Forest",237,"3","3","Upland"
"Waikanae River at Greenaway Rd","waikanae river at greenaway rd","gw-00010",9003856,"wellington","gwrc","lowland","rural","waikanae river",-40.87694978,175.03207168,"25-Jun-2020","Rural",21,"5","1","Lowland"
"Waikanae River at Mangaone Walkway","waikanae river at mangaone walkway","gw-00009",9003697,"wellington","gwrc","upland","forest","waikanae river",-40.86856519,175.13565202,"25-Jun-2020","Forest",281.5,"3","3","Upland"
"Waingawa River at South Rd","waingawa river at south rd","gw-00041",9006741,"wellington","gwrc","lowland","forest","ruamahanga river",-40.97549224,175.62329773,"25-Jun-2020","Forest",110,"5","2","Lowland"
"Wainuiomata River at Manuka Track","wainuiomata river at manuka track","gw-00028",9013597,"wellington","gwrc","upland","forest","wainuiomata river",-41.25677265,175.00892684,"25-Jun-2020","Forest",332,"3","4&1","Upland"
"Waiohine River at Bicknells","waiohine river at bicknells","gw-00048",9009625,"wellington","gwrc","lowland","rural","ruamahanga river",-41.09110551,175.5076284,"25-Jun-2020","Rural",44,"5","6","Lowland"
"Waiohine River at Gorge","waiohine river at gorge","gw-00047",9007799,"wellington","gwrc","lowland","forest","ruamahanga river",-41.01636817,175.40011859,"25-Jun-2020","Forest",478,"4","2","Upland"
"Waiorongomai River at Forest Park","waiorongomai river at forest park","gw-00056",9013660,"wellington","gwrc","lowland","forest","ruamahanga river",-41.25643747,175.14382621,"25-Jun-2020","Forest",139.25,"3","4&1","Lowland"
"Waipoua River at Colombo Rd Bridge","waipoua river at colombo rd bridge","gw-00040",9006301,"wellington","gwrc","lowland","rural","ruamahanga river",-40.95415228,175.6735615,"25-Jun-2020","Rural",109,"5","5","Lowland"
"Waitohu Stream at Forest Park","waitohu stream at forest park","gw-00003",9001207,"wellington","gwrc","upland","forest","waitohu stream",-40.77638,175.22297448,"25-Jun-2020","Forest",246,"4","4","Upland"
"Waitohu Stream at Norfolk Crescent","waitohu stream at norfolk crescent","gw-00004",9000356,"wellington","gwrc","lowland","rural","waitohu stream",-40.73663304,175.12625035,"25-Jun-2020","Rural",14,"4","4","Lowland"
"Waiwhetu Stream at Whites Line East","waiwhetu stream at whites line east","gw-00264",9012664,"wellington","gwrc","lowland","urban","unstated",-41.22479224,174.92057144,"25-Jun-2020","Urban",9,"4","2&4","Lowland"
"Whakatikei River at Riverstone","whakatikei river at riverstone","gw-00026",9010025,"wellington","gwrc","lowland","forest","hutt river",-41.11230111,175.05161711,"25-Jun-2020","Forest",98,"5","5","Lowland"
"Whangaehu River at 250m from Confluence","whangaehu river at 250m from confluence","gw-00039",9007085,"wellington","gwrc","lowland","rural","ruamahanga river",-40.98628944,175.68901633,"25-Jun-2020","Rural",92,"5","5","Lowland"
"Whareama River at Gauge","whareama river at gauge","gw-00042",9006652,"wellington","gwrc","lowland","rural","whareama river",-40.95994723,176.04296485,"25-Jun-2020","Rural",18,"5","5","Lowland"
"Whareroa Stream at QE Park","whareroa stream at qe park","gw-00012",9005972,"wellington","gwrc","lowland","rural","whareroa stream",-40.95469066,174.97211384,"25-Jun-2020","Rural",13,"4","4&3","Lowland"
"Whareroa Stream at Waterfall Rd","whareroa stream at waterfall rd","gw-00011",9005880,"wellington","gwrc","lowland","rural","whareroa stream",-40.9530733,174.99699193,"25-Jun-2020","Rural",123.5,"1","1","Lowland"
"Wainuiomata River Dnstr of White Bridge","wainuiomata river dnstr of white bridge","gw-00029",9016506,"wellington","gwrc","lowland","forest","wainuiomata river",-41.39450591,174.88175858,"25-Jun-2020","Forest",197,"5","5","Upland"
"Aropaoanui River at Aropaoanui","39","hbrc-00024",8019520,"hawkes bay","hbrc","lowland","rural","waikari",-39.270118425078,176.978862008366,"25-Jun-2020","Rural",55,"5","5","Lowland"
"Awanui Stream at Flume","48","hbrc-00090",8026385,"hawkes bay","hbrc","lowland","rural","karamu",-39.6908403197993,176.798436491851,"25-Jun-2020","Rural",9.75,"5","1&5&2","Lowland"
"Esk River at Berry Road","176","hbrc-00022",8018541,"hawkes bay","hbrc","upland","rural","esk river",-39.2294717695501,176.796762547934,"25-Jun-2020","Rural",304.5,"4","2&4","Upland"
"Esk River at Waipunga Bridge","182","hbrc-00002",8021730,"hawkes bay","hbrc","lowland","rural","esk river",-39.3853701500731,176.821159325303,"25-Jun-2020","Rural",247,"5","5","Upland"
"Hangaroa River at Doneraille Park","279","hbrc-00032",8003680,"hawkes bay","hbrc","lowland","rural","wairoa river",-38.7334297866137,177.584339842185,"25-Jun-2020","Rural",439,"5","6","Upland"
"Herehere Stream at Te Aute Road","310","hbrc-00067",8026084,"hawkes bay","hbrc","lowland","rural","karamu",-39.6722056442898,176.866223188135,"25-Jun-2020","Rural",11,"3","3","Lowland"
"Karewarewa Stream at Paki Paki","400","hbrc-00014",8026382,"hawkes bay","hbrc","lowland","rural","karamu",-39.6939276374835,176.790917066045,"25-Jun-2020","Rural",9,"5","5","Lowland"
"Kopuawhara Stream at Railway Bridge","441","hbrc-00029",8013534,"hawkes bay","hbrc","lowland","forest","nuhaka",-39.0143637897516,177.858250356098,"25-Jun-2020","Forest",156,"3","4","Upland"
"Mahiaruhe Stream at Tutira Outlet S.H.2","496","lawa-101795",8018203,"hawkes bay","hbrc","upland","rural","waikari",-39.2102695299836,176.885033971225,"25-Jun-2020","Rural",160.369995117,"4","3","Upland"
"Makaretu Stream at State Highway 50","528","hbrc-00008",8031515,"hawkes bay","hbrc","upland","rural","tukituki river",-40.0154307099668,176.323099476001,"25-Jun-2020","Rural",261,"4","4","Upland"
"Makaroro River at Burnt Bridge","533","lawa-100228",8028042,"hawkes bay","hbrc","Unstated",NA,"tukituki river",-39.8187642407385,176.304052000106,"25-Jun-2020","Forest",376.2,"4","4&1","Upland"
"Mangakuri River at Kairakau","546","hbrc-00053",8030950,"hawkes bay","hbrc","lowland","rural","southern coast",-39.9648866181699,176.906039535541,"25-Jun-2020","Rural",16,"5","5","Lowland"
"Mangaone River at Rissington","569","hbrc-00015",8022581,"hawkes bay","hbrc","lowland","rural","tutaekuri river",-39.4403508155857,176.719099931679,"25-Jun-2020","Rural",78,"5","5","Lowland"
"Mangaonuku Stream at Waipawa Tikokino Rd","589","hbrc-00020",8029835,"hawkes bay","hbrc","upland","rural","tukituki river",-39.9070765709212,176.524815704774,"25-Jun-2020","Rural",155.5,"5","5","Upland"
"Mangaorapa Stream at Mangaorapa Road","623","hbrc-00011",8034410,"hawkes bay","hbrc","lowland","rural","porangahau river",-40.2945013145145,176.555849557043,"25-Jun-2020","Rural",113.5,"5","5","Lowland"
"Mangapoike River at Suspension Bridge","636","hbrc-00083",8008131,"hawkes bay","hbrc","lowland","rural","wairoa river",-38.890101839131,177.522145171798,"25-Jun-2020","Rural",139,"6","6","Lowland"
"Mangatarata Stream at Mangatarata Road","667","hbrc-00018",8031291,"hawkes bay","hbrc","lowland","rural","tukituki river",-39.9960672563847,176.626866274438,"25-Jun-2020","Rural",127,"5","5","Lowland"
"Mangatutu Stream at Mangatutu Stn Br","684","hbrc-00079",8022284,"hawkes bay","hbrc","upland","rural","tutaekuri river",-39.4264106145226,176.5537373821,"25-Jun-2020","Rural",239,"5","5","Upland"
"Maraekakaho Stream at Maraekakaho","698","hbrc-00075",8025585,"hawkes bay","hbrc","lowland","rural","ngaruroro",-39.6496366016263,176.62240766159,"25-Jun-2020","Rural",126.666666666667,"5","5&2&1","Lowland"
"Maraetotara River at Te Awanga","714","hbrc-00004",8025568,"hawkes bay","hbrc","lowland","rural","southern coast",-39.6392669750758,176.988103325095,"25-Jun-2020","Rural",11,"4","4","Lowland"
"Maraetotara River at Waimarama Road","715","hbrc-00012",8027138,"hawkes bay","hbrc","lowland","rural","southern coast",-39.7326748786465,176.953001337223,"25-Jun-2020","Rural",193,"3","4","Upland"
"Mohaka River at Raupunga","749","nrwqn-00017",8014919,"hawkes bay","hbrc","lowland","forest","mohaka river",-39.0729794036262,177.129264555505,"25-Jun-2020","Forest",183,"7","7","Upland"
"Mohaka River D/S Taharua","753","hbrc-00070",8014053,"hawkes bay","hbrc","upland","forest","mohaka river",-39.0822605808052,176.307462859409,"25-Jun-2020","Forest",686.333333333333,"6","6&1","Upland"
"Mohaka River U/S Taharua","754","hbrc-00062",8013661,"hawkes bay","hbrc","upland","forest","mohaka river",-39.0792486294686,176.286569044759,"25-Jun-2020","Forest",657,"5","5","Upland"
"Mokomokonui Stream U/S Waipunga","757","hbrc-00026",8013017,"hawkes bay","hbrc","upland","forest","mohaka river",-39.0480180881699,176.589039609105,"25-Jun-2020","Forest",582,"5","6","Upland"
"Ngaruroro River at Fernhill","799","hbrc-00038",8024783,"hawkes bay","hbrc","lowland","rural","ngaruroro",-39.586733980624,176.760319600821,"25-Jun-2020","Rural",32.5,"6","6","Lowland"
"Ngaruroro River at Whanawhana","815","hbrc-00021",8024159,"hawkes bay","hbrc","upland","forest","ngaruroro",-39.5583644415179,176.398366595202,"25-Jun-2020","Forest",200,"6","6","Upland"
"Ohara Stream at Big Hill Road","837","lawa-101796",8024799,"hawkes bay","hbrc","upland","rural","ngaruroro",-39.6005171199359,176.431048947954,"25-Jun-2020","Rural",268,"5","4","Upland"
"Ohiwia Stream at Broughtons Br.","841","lawa-101797",8024662,"hawkes bay","hbrc","lowland","rural","ngaruroro",-39.5800699783238,176.739906349665,"25-Jun-2020","Rural",82.5,"4","1&4","Lowland"
"Papanui Stream at Middle Road","915","hbrc-00085",8029023,"hawkes bay","hbrc","lowland","rural","tukituki river",-39.8567144209582,176.715224992162,"25-Jun-2020","Rural",84,"5","5","Lowland"
"Poporangi Stream at Ohara Stn.","991","lawa-101798",8024566,"hawkes bay","hbrc","upland","rural","ngaruroro",-39.581232711129,176.442901303924,"25-Jun-2020","Rural",345,"5","5","Upland"
"Porangahau River at SH52 Opposite Quarry","998","hbrc-00006",8034437,"hawkes bay","hbrc","lowland","rural","porangahau river",-40.2966808318916,176.580728024137,"25-Jun-2020","Rural",192.333333333333,"6","6&1","Upland"
"Porangahau Stream at Oruawhara Road","1003","hbrc-00042",8031553,"hawkes bay","hbrc","upland","rural","tukituki river",-40.0240694774502,176.371057907225,"25-Jun-2020","Rural",213,"4","4","Upland"
"Poukawa Stream at Stock Road","1044","hbrc-00010",8026454,"hawkes bay","hbrc","lowland","rural","karamu",-39.6976791045894,176.793889558877,"25-Jun-2020","Rural",16,"4","4","Lowland"
"Puhokio Stream at Te Apiti Rd","1051","hbrc-00041",8028639,"hawkes bay","hbrc","lowland","rural","southern coast",-39.8258516149217,176.981118772238,"25-Jun-2020","Rural",17,"4","4","Lowland"
"Raupare Stream at Ormond Road","1082","hbrc-00124",8024854,"hawkes bay","hbrc","lowland","rural","karamu",-39.5992731868887,176.841167509747,"25-Jun-2020","Rural",10,"3","3","Lowland"
"Ripia River U/S Mohaka","1096","hbrc-00048",8017772,"hawkes bay","hbrc","upland","forest","mohaka river",-39.2003691458644,176.516656434419,"25-Jun-2020","Forest",420,"5","5","Upland"
"Ruakituri River at Sports Ground","1126","hbrc-00031",8005683,"hawkes bay","hbrc","lowland","rural","wairoa river",-38.8157173556828,177.483150951425,"25-Jun-2020","Rural",98,"5","5","Lowland"
"Sandy Creek U/S Lake Tutira Outlet","1146","hbrc-00023",8018169,"hawkes bay","hbrc","upland","rural","waikari",-39.2104610453585,176.889495188583,"25-Jun-2020","Rural",166,"4","4","Upland"
"Taharua Stream at Wairango Rd","1194","hbrc-00056",8007550,"hawkes bay","hbrc","upland","rural","mohaka river",-38.9152131728977,176.275344993932,"25-Jun-2020","Rural",740.5,"3","3&4","Upland"
"Taharua Stream at Wrights Twin Culvert","1195","hbrc-00055",8008510,"hawkes bay","hbrc","upland","rural","mohaka river",-38.9478651577823,176.285126278311,"25-Jun-2020","Rural",739,"4","4","Upland"
"Taipo Stream at Church Road","1201","hbrc-00063",8023742,"hawkes bay","hbrc","lowland","urban","ahuriri catchment",-39.5137518366636,176.849584877401,"25-Jun-2020","Urban",80,"2","1&2","Lowland"
"Taurekaitai Stream at Wallingford","1237","hbrc-00036",8033699,"hawkes bay","hbrc","lowland","rural","porangahau river",-40.2066302691437,176.591121331764,"25-Jun-2020","Rural",40,"6","6","Lowland"
"Te Ngarue Stream D/S Kotomangengi","1274","lawa-101799",8020643,"hawkes bay","hbrc","lowland","rural","waikari",-39.3256738486538,176.907252937595,"25-Jun-2020","Rural",55,"4","4","Lowland"
"Tukipo River at State Highway 50","1349","hbrc-00009",8030706,"hawkes bay","hbrc","upland","rural","tukituki river",-39.9658908494997,176.334202987735,"25-Jun-2020","Rural",236.285714285714,"4","1&4","Upland"
"Tukituki River at Ashcott Bridge S.H. 50","1373","hbrc-00039",8030251,"hawkes bay","hbrc","upland","rural","tukituki river",-39.9352709930361,176.350761235175,"25-Jun-2020","Rural",253,"4","4","Upland"
"Tukituki River at Black Bridge","1374","hbrc-00007",8025058,"hawkes bay","hbrc","lowland","rural","tukituki river",-39.6045571724992,176.93197123346,"25-Jun-2020","Rural",30,"7","7&1","Lowland"
"Tukituki River at Red Bridge","1382","hbrc-00043",8026822,"hawkes bay","hbrc","lowland","rural","tukituki river",-39.715466431443,176.927895556592,"25-Jun-2020","Rural",38,"7","7","Lowland"
"Tukituki River at Tamumu Br.","1397","hbrc-00088",8030794,"hawkes bay","hbrc","lowland","rural","tukituki river",-39.96233140457,176.682308002222,"25-Jun-2020","Rural",115,"7","2&7","Lowland"
"Tukituki River at Waipukurau","1404","hbrc-00087",8031182,"hawkes bay","hbrc","lowland","rural","tukituki river",-39.9887542567825,176.558350228826,"25-Jun-2020","Rural",134,"6","6","Lowland"
"Tutaekuri River at Brookfields Bridge","1424","hbrc-00005",8024544,"hawkes bay","hbrc","lowland","rural","tutaekuri river",-39.5685281752153,176.881040366043,"25-Jun-2020","Rural",17,"6","6","Lowland"
"Tutaekuri River at Lawrence Hut","1429","hbrc-00017",8021245,"hawkes bay","hbrc","upland","forest","tutaekuri river",-39.3709401714606,176.439000182698,"25-Jun-2020","Forest",471,"5","4","Upland"
"Tutaekuri River U/S Mangaone","1441","hbrc-00077",8023221,"hawkes bay","hbrc","lowland","rural","tutaekuri river",-39.4849038674626,176.699848189115,"25-Jun-2020","Rural",178,"6","6","Upland"
"Tutaekuri Waimate Stm at Chesterhope","1447","hbrc-00044",8024777,"hawkes bay","hbrc","lowland","rural","ngaruroro",-39.597090974145,176.863012198487,"25-Jun-2020","Rural",14,"4","6","Lowland"
"Waiarua at S.H.5","1489","hbrc-00028",8008804,"hawkes bay","hbrc","upland","forest","mohaka river",-38.9444047789597,176.50803371711,"25-Jun-2020","Forest",709,"4","4","Upland"
"Waiau River at Otoi","1500","hbrc-00081",8009552,"hawkes bay","hbrc","lowland","rural","wairoa river",-38.9479137664473,177.061617624702,"25-Jun-2020","Forest",141,"6","6","Lowland"
"Waihua River at Waihua Valley Road","1513","lawa-101800",8014548,"hawkes bay","hbrc","lowland","rural","waihua",-39.0417925222396,177.233594502433,"25-Jun-2020","Rural",157,"5","5","Upland"
"Waikari River at Glenbrook Road","1525","hbrc-00046",8016769,"hawkes bay","hbrc","lowland","rural","waikari",-39.1429812150641,177.020791663577,"25-Jun-2020","Rural",55,"5","5","Lowland"
"Waikoau River at Waikoau Road","1536","lawa-101801",8018317,"hawkes bay","hbrc","lowland","rural","waikari",-39.2144361776261,176.863905782219,"25-Jun-2020","Rural",140,"4","4","Lowland"
"Waingongoro Stream at Waimarama Road","1552","hbrc-00040",8028268,"hawkes bay","hbrc","lowland","rural","southern coast",-39.8010566444762,176.979143558393,"25-Jun-2020","Rural",48,"4","4","Lowland"
"Waipawa River at RDS/SH2","1588","hbrc-00139",8030480,"hawkes bay","hbrc","lowland","rural","tukituki river",-39.9450170802127,176.57363779145,"25-Jun-2020","Rural",177,"2","2","Upland"
"Waipawa River at State Highway 50","1590","hbrc-00019",8028989,"hawkes bay","hbrc","upland","rural","tukituki river",-39.8622509067051,176.44559232092,"25-Jun-2020","Rural",215,"5","5","Upland"
"Wairoa River at Railway Br.","1642","hbrc-00033",8012155,"hawkes bay","hbrc","lowland","rural","wairoa river",-39.0014225076835,177.395032215183,"25-Jun-2020","Rural",9.66666666666667,"8","8","Lowland"
"Waitio Stream at Ohiti Road","1654","hbrc-00059",8024883,"hawkes bay","hbrc","lowland","rural","ngaruroro",-39.5994463713472,176.711405670966,"25-Jun-2020","Rural",77.6666666666667,"3","3&4","Lowland"
"Ngaruroro River D/S Hawkes Bay Dairies","1924","hbrc-00061",8024853,"hawkes bay","hbrc","lowland","rural","ngaruroro",-39.5998513021959,176.577115285971,"25-Jun-2020","Forest",102,"6","6","Lowland"
"Clive River U/S Whakatu Rail Bridge","1925","hbrc-00003",8025012,"hawkes bay","hbrc","lowland","rural","karamu",-39.5990526056829,176.877875548744,"25-Jun-2020","Rural",10,"5","5","Lowland"
"Taharua Stream at Henrys Bridge","1932","hbrc-00073",8010530,"hawkes bay","hbrc","upland","rural","mohaka river",-39.0006405543383,176.280758762417,"25-Jun-2020","Rural",699,"5","5","Upland"
"Taharua Stream at Red Hut Mohaka Confl","1948","hbrc-00069",8013662,"hawkes bay","hbrc","upland","rural","mohaka river",-39.0741266946073,176.302240755344,"25-Jun-2020","Rural",707.333333333333,"5","5&1","Upland"
"Kahahakuri Stream U/S Tukituki Confl","2003","lawa-100648",8030837,"hawkes bay","hbrc","upland","rural","tukituki river",-39.9767936624507,176.505357946485,"25-Jun-2020","Rural",185.5,"1","1","Upland"
"Mohaka River D/S Waipunga River","5273","hbrc-00072",8015108,"hawkes bay","hbrc","upland","forest","mohaka river",-39.1000450920574,176.702160190694,"25-Jun-2020","Forest",516,"7","7","Upland"
"Mohaka River D/S Ripia River","5274","hbrc-00071",8017939,"hawkes bay","hbrc","upland","forest","mohaka river",-39.2072916203254,176.516996009466,"25-Jun-2020","Forest",405,"6","1&6","Upland"
"Whanganui at Wades Landing","whanganui at wades landing","hrc-00061",7009502,"horizons","hrc","lowland","rural","whanganui",-39.11164,175.06128,"25-Jun-2020","Rural",204.666666666667,"7","6&1&7","Upland"
"Whanganui at Te Maire","whanganui at te maire","hrc-00062",7006225,"horizons","hrc","upland","forest","whanganui",-38.94251,175.18891,"25-Jun-2020","Rural",217.5,"7","1&7","Upland"
"Whanganui at Pipiriki","whanganui at pipiriki","hrc-00060",7018645,"horizons","hrc","lowland","forest","whanganui",-39.47961,175.04452,"25-Jun-2020","Rural",71,"7","7","Lowland"
"Whanganui at Cherry Grove","whanganui at cherry grove","hrc-00063",7005268,"horizons","hrc","upland","forest","whanganui",-38.89163,175.25534,"25-Jun-2020","Rural",293,"6","1&6","Upland"
"Waikawa at North Manakau Road","waikawa at north manakau road","hrc-00056",7048450,"horizons","hrc","lowland","forest","waikawa",-40.7077399999999,175.23359,"25-Jun-2020","Forest",66,"4","4","Lowland"
"Waikawa at Huritini","waikawa stream at huritini","hrc-00057",7048050,"horizons","hrc","lowland","rural","waikawa",-40.68652,175.16542,"25-Jun-2020","Rural",16.5,"5","1&5","Lowland"
"Turitea at No1 Dairy","turitea at no1 dairy","hrc-00353",7040071,"horizons","hrc","lowland","rural","manawatu",-40.38548,175.60685,"25-Jun-2020","Rural",38,"4","3","Lowland"
"Turakina at ONeills Bridge","turakina at oneills bridge","hrc-00055",7032196,"horizons","hrc","lowland","rural","turakina",-40.02572,175.23333,"25-Jun-2020","Rural",50,"5","6","Lowland"
"Tokomaru River at Horseshoe bend","tokomaru river at horseshoe bend","hrc-00054",7042760,"horizons","hrc","lowland","forest","manawatu",-40.48729,175.52598,"25-Jun-2020","Forest",82,"4","4","Lowland"
"Tokiahuru at Karioi Domain Road","tokiahuru at karioi","hrc-00352",7018762,"horizons","hrc","Unstated",NA,"whangaehu",-39.4761599999999,175.50356,"25-Jun-2020","Forest",622,"4","4","Upland"
"Tiraumea at Ngaturi","tiraumea at ngaturi","hrc-00050",7042471,"horizons","hrc","lowland","rural","manawatu",-40.4671099999999,175.92279,"25-Jun-2020","Rural",100,"6","6","Lowland"
"Tamaki at Tamaki Reserve","tamaki at tamaki reserve","hrc-00049",7034557,"horizons","hrc","upland","forest","manawatu",-40.12272,176.03354,"25-Jun-2020","Forest",404.666666666667,"3","3&1","Upland"
"Tamaki at Stephensons","tamaki at stephensons","hrc-00048",7037329,"horizons","hrc","upland","rural","manawatu",-40.24535,176.06491,"25-Jun-2020","Rural",168,"4","4","Upland"
"Raparapawai at Jackson Rd","raparapawai at jackson rd","hrc-00047",7038868,"horizons","hrc","lowland","rural","manawatu",-40.32287,175.99543,"25-Jun-2020","Rural",141.5,"4","1&4","Lowland"
"Rangitikei at Pukeokahu","rangitikei at pukeokahu","hrc-00046",7023107,"horizons","hrc","upland","forest","rangitikei",-39.62765,176.04425,"25-Jun-2020","Rural",557.5,"5","2&5","Upland"
"Rangitikei at Onepuhi","rangitikei at onepuhi","hrc-00044",7033375,"horizons","hrc","lowland","rural","rangitikei",-40.0795699999999,175.46384,"25-Jun-2020","Rural",93.75,"7","1&7","Lowland"
"Rangitikei at McKelvies","rangitikei at mckelvies","hrc-00043",7037579,"horizons","hrc","lowland","rural","rangitikei",-40.29556,175.27557,"25-Jun-2020","Rural",17,"7","7","Lowland"
"Rangitikei at Mangaweka","rangitikei at mangaweka","hrc-00045",7027408,"horizons","hrc","upland","rural","rangitikei",-39.8094199999999,175.80811,"25-Jun-2020","Rural",380,"7","1&7&3","Upland"
"Porewa at Onepuhi Road","porewa at onepuhi","hrc-00042",7033068,"horizons","hrc","lowland","rural","rangitikei",-40.0770899999999,175.45319,"25-Jun-2020","Forest",372.5,"4","4&1","Upland"
"Pohangina at Piripiri","pohangina at piripiri","hrc-00041",7033068,"horizons","hrc","upland","forest","manawatu",-40.05216,175.94009,"25-Jun-2020","Forest",372.5,"4","4&1","Upland"
"Pohangina at Mais Reach","pohangina at mais reach","hrc-00040",7036595,"horizons","hrc","lowland","rural","manawatu",-40.22457,175.783,"25-Jun-2020","Rural",96,"5","5","Lowland"
"Patiki Stream at Kawiu Road","patiki stream at kawiu road","hrc-00039",7045975,"horizons","hrc","lowland","rural","lake horowhenua",-40.60803,175.27923,"25-Jun-2020","Rural",20.4650001526,"2","3&2","Lowland"
"Owahanga at Branscombe Bridge","owahanga at branscombe bridge","hrc-00038",7047138,"horizons","hrc","lowland","rural","owahanga",-40.6307899999999,176.30245,"25-Jun-2020","Rural",122,"6","1&5","Lowland"
"Oruakeretaki at S.H.2 Napier","oruakeretaki at s.h.2 napier","hrc-00037",7037487,"horizons","hrc","upland","rural","manawatu",-40.2534199999999,176.03234,"25-Jun-2020","Rural",166,"4","4","Upland"
"Oroua at U/S Feilding STP","oroua at u/s feilding stp","hrc-00079",7037436,"horizons","hrc","lowland","rural","manawatu",-40.26253,175.54461,"25-Jun-2020","Rural",48,"6","1&6&5","Lowland"
"Oroua at d/s Feilding STP","oroua at d/s feilding stp","lawa-101949",7037436,"horizons","hrc","lowland","rural","manawatu",-40.2634951799999,175.5411179,"25-Jun-2020","Rural",48,"6","1&6&5","Lowland"
"Oroua at Awahuri Bridge","oroua at awahuri bridge","hrc-00034",7037684,"horizons","hrc","lowland","rural","manawatu",-40.27565,175.52158,"25-Jun-2020","Rural",38,"6","6","Lowland"
"Oroua at Apiti","oroua at apiti gorge bridge","hrc-00036",7030815,"horizons","hrc","upland","forest","manawatu",-39.93807,175.9258,"25-Jun-2020","Forest",518.333333333333,"4","4&1","Upland"
"Oroua at Almadale Slackline","oroua at almadale slackline","hrc-00035",7035276,"horizons","hrc","lowland","rural","manawatu",-40.1734099999999,175.6599,"25-Jun-2020","Rural",153.666666666667,"5","5&1","Upland"
"Ongarue at Taringamotu","ongarue at taringamotu","hrc-00033",7004725,"horizons","hrc","upland","rural","whanganui",-38.8622299999999,175.23823,"25-Jun-2020","Rural",204,"6","3&6","Upland"
"Ohau at Haines Property","ohau at haines property","hrc-00031",7047460,"horizons","hrc","lowland","rural","ohau",-40.6642899999999,175.19784,"25-Jun-2020","Rural",18,"5","5","Lowland"
"Ohau at Gladstone Reserve","ohau at gladstone reserve","hrc-00030",7047475,"horizons","hrc","lowland","forest","ohau",-40.66335,175.3374,"25-Jun-2020","Forest",95,"5","5","Lowland"
"Mangawhero at u/s Ohakune STP","mangawhero at u/s ohakune stp","hrc-00064",7016830,"horizons","hrc","upland","rural","whangaehu",-39.40901,175.38394,"25-Jun-2020","Rural",558,"4","1&4","Upland"
"Mangawhero at Raupiu Road","mangawhero at raupiu road","hrc-00027",7024561,"horizons","hrc","lowland","rural","whangaehu",-39.70028,175.33113,"25-Jun-2020","Rural",277,"5","5","Upland"
