"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Catchment","Lat","Long","accessDate","Landcover","Altitude","Order","StreamOrder","AltitudeCl"
"SQ00491","aylmers stream aylmers valley road","lawa-100459",56360,"canterbury","ecan","lowland","rural","6740210",-43.8223493264632,172.969015556292,"25-Jun-2020","Rural",130,"2","1","Lowland"
"SQ00683","hurunui river sh1","nrwqn-00059",23957,"canterbury","ecan","lowland","rural","6510000",-42.9004129138632,173.100256482659,"25-Jun-2020","Rural",215,"6","7","Upland"
"SQ00684","balguerie stream stoney bay road","lawa-100460",55996,"canterbury","ecan","upland","forest","6740220",-43.8129022576767,172.983075433958,"25-Jun-2020","Rural",139,"1","2","Lowland"
"SQ00685","grehan stream rue grehan","lawa-100461",55459,"canterbury","ecan","lowland","forest","6740230",-43.8055503418219,172.992558133267,"25-Jun-2020","Rural",146,"2","3","Lowland"
"SQ10005","omarama stream sh8","ecan-00117",16886,"canterbury","ecan","upland","forest","7115100",-44.4898317092287,169.957668950886,"25-Jun-2020","Forest",424,"5","5","Upland"
"SQ10063","hakataramea river wrights crossing road","lawa-100462",20130,"canterbury","ecan","upland","rural","7111400",-44.6605218824706,170.601755692981,"25-Jun-2020","Rural",278,"5","6","Upland"
"SQ26221","mckinnons stream wallaces bridge","ecan-00065",62805,"canterbury","ecan","lowland","urban","6930000",-44.1521484301623,171.480380494462,"25-Jun-2020","Rural",18,"1","2","Lowland"
"SQ26368","forks stream u/s sh8","ecan-00128",7097,"canterbury","ecan","upland","rural","7118400",-44.000725375594,170.411869590627,"25-Jun-2020","Forest",781,"4","2","Upland"
"SQ26369","irishman creek u/s sh8","ecan-00129",8583,"canterbury","ecan","upland","rural","7118110",-44.0873506144388,170.348796015335,"25-Jun-2020","Forest",642,"5","5","Upland"
"SQ30011","leader river u/s sh1","ecan-00130",17313,"canterbury","ecan","lowland","rural","6460400",-42.6875872916473,173.302487731526,"25-Jun-2020","Rural",50,"2","4","Lowland"
"SQ30103","pahau river sh7","ecan-00133",20614,"canterbury","ecan","upland","rural","6510700",-42.797563944614,172.828955215532,"25-Jun-2020","Rural",176,"1","1","Upland"
"SQ30162","waipara river u/s teviotdale bridge","ecan-00070",32346,"canterbury","ecan","lowland","rural","6590000",-43.1278646888299,172.778902375745,"25-Jun-2020","Rural",97,"6","6","Lowland"
"SQ30175","ashley river 50m u/s sh1","ecan-00071",37679,"canterbury","ecan","lowland","rural","6620000",-43.2768152586731,172.688643197524,"25-Jun-2020","Rural",10,"1","1","Lowland"
"SQ30184","ashley river u/s ashley gorge rd","ecan-00134",36021,"canterbury","ecan","upland","forest","6620000",-43.2279572476556,172.228581147845,"25-Jun-2020","Forest",245,"6","6","Upland"
"SQ30222","waikuku stream d/s sh1","ecan-00072",38063,"canterbury","ecan","lowland","rural","6620300",-43.2896237670408,172.685238044038,"25-Jun-2020","Rural",7,"3","3","Lowland"
"SQ30305","ka putahi/kaputone creek crn belfast and blakes road","lawa-102235",43286,"canterbury","ecan","lowland","rural","6640130",-43.4521937116552,172.639706390701,"25-Jun-2020","Urban",8,"2","1","Lowland"
"SQ30369","cam river u/s bramleys road","ecan-00080",39770,"canterbury","ecan","lowland","rural","6640420",-43.3433888423596,172.636995813286,"25-Jun-2020","Rural",8,"5","4","Lowland"
"SQ30390","south brook u/s marsh rd","ecan-00148",39145,"canterbury","ecan","lowland","urban","6640420",-43.3250996233005,172.602311594076,"25-Jun-2020","Rural",17,"3","3","Lowland"
"SQ30400","cust river u/s skewbridge road","ecan-00081",40638,"canterbury","ecan","lowland","rural","6640440",-43.3713567159681,172.628944258392,"25-Jun-2020","Rural",7,"5","1","Lowland"
"SQ30406","cust river tippings rd","lawa-100471",38483,"canterbury","ecan","lowland","rural","6640440",-43.3028479066796,172.355769078127,"25-Jun-2020","Rural",135,"5","4","Lowland"
"SQ32603","opara stream okains bay road","lawa-100465",52751,"canterbury","ecan","lowland","rural","6700000",-43.7257694453332,173.001770898176,"25-Jun-2020","Rural",160,"4","4","Upland"
"SQ32943","kaiapoi river u/s harpers road","lawa-100475",42654,"canterbury","ecan","lowland","rural","6640400",-43.4244280315712,172.56521827859,"25-Jun-2020","Rural",18,"1","1","Lowland"
"SQ33270","kowhai river 100m u/s sh1","ecan-00102",9676,"canterbury","ecan","lowland","rural","6320000",-42.4154852651802,173.631868766433,"25-Jun-2020","Forest",2,"4","4","Lowland"
"SQ33274","lyell creek at mill road","ecan-00176",8756,"canterbury","ecan","lowland","rural","6300000",-42.3765111944835,173.678720369756,"25-Jun-2020","Rural",10,"2","2","Lowland"
"SQ33417","french farm stream french farm valley road","lawa-100466",54549,"canterbury","ecan","lowland","rural","6740800",-43.7778094464382,172.898721602215,"25-Jun-2020","Rural",33,"1","3","Lowland"
"SQ30691","pigeon bay stream innes road","lawa-100464",52170,"canterbury","ecan","lowland","rural","6690000",-43.7112028998677,172.899337545717,"25-Jun-2020","Rural",59,"3","3","Lowland"
"SQ30782","kaituna stream off kaituna valley road","ecan-00084",53639,"canterbury","ecan","lowland","rural","6770500",-43.7564555430136,172.682471130228,"25-Jun-2020","Rural",16,"4","4","Lowland"
"SQ30916","selwyn river u/s coes ford bridge","ecan-00086",51729,"canterbury","ecan","lowland","rural","6800000",-43.6961298123559,172.412879789812,"25-Jun-2020","Rural",5,"5","5","Lowland"
"SQ30928","selwyn river u/s whitecliffs rd","ecan-00088",43804,"canterbury","ecan","upland","rural","6800000",-43.4613290495938,171.892979434991,"25-Jun-2020","Rural",299,"5","5","Upland"
"SQ30975","hanmer road drain lake road","ecan-00090",53338,"canterbury","ecan","lowland","rural","6831700",-43.7517993594538,172.37179043252,"25-Jun-2020","Rural",16.5900001526,"1","3","Lowland"
"SQ30976","boggy creek u/s lake road","ecan-00091",54187,"canterbury","ecan","lowland","rural","6831900",-43.7655479551051,172.357850515526,"25-Jun-2020","Rural",7,"1","2","Lowland"
"SQ10206","spring creek u/s sh8","ecan-00122",13530,"canterbury","ecan","upland","rural","7113720",-44.3387106103236,170.022382740223,"25-Jun-2020","Forest",505,"3","1","Upland"
"SQ10272","twizel river sh8 bridge","ecan-00005",11847,"canterbury","ecan","upland","forest","7117100",-44.2584743150791,170.110539265833,"25-Jun-2020","Forest",456,"5","5","Upland"
"SQ10275","mary burn d/s sh8","ecan-00123",10147,"canterbury","ecan","upland","rural","7118110",-44.1748838871789,170.323268662045,"25-Jun-2020","Forest",517,"4","4","Upland"
"SQ10301","otematata river sh83","ecan-00124",19343,"canterbury","ecan","upland","rural","7110000",-44.6045386487108,170.202876326489,"25-Jun-2020","Forest",267,"2","6","Upland"
"SQ20104","ashburton river at sh1","ecan-00014",58824,"canterbury","ecan","lowland","urban","6880000",-43.9095209565713,171.738744417191,"25-Jun-2020","Urban",93,"2","6","Lowland"
"SQ20207","south opuha river clayton road","lawa-100473",60661,"canterbury","ecan","upland","rural","6960930",-43.9934268296413,170.846788917307,"25-Jun-2020","Rural",404,"4","1","Upland"
"SQ20232","opihi river at fairlie - sh79","ecan-00031",62485,"canterbury","ecan","upland","rural","6960000",-44.0966091934989,170.834816706889,"25-Jun-2020","Rural",294,"5","5","Upland"
"SQ20243","opihi river sh1","ecan-00033",64793,"canterbury","ecan","lowland","rural","6960000",-44.26306623174,171.26966722126,"25-Jun-2020","Rural",9,"7","1","Lowland"
"SQ20250","temuka river sh1","ecan-10033",64653,"canterbury","ecan","lowland","rural","6960200",-44.2537135132052,171.275748094616,"25-Jun-2020","Rural",9,"3","2","Lowland"
"SQ20325","waihi river te awa road","lawa-100474",64024,"canterbury","ecan","lowland","rural","6960250",-44.2113228445277,171.267251851222,"25-Jun-2020","Rural",29,"5","4","Lowland"
"SQ20375","opuha river skipton bridge","nrwqn-00008",62111,"canterbury","ecan","upland","rural","6960900",-44.0805796231422,170.978838558471,"25-Jun-2020","Rural",233,"6","6","Upland"
"SQ20541","petries drain canal road","ecan-00182",63922,"canterbury","ecan","lowland","rural","6950000",-44.2081917534209,171.379688390064,"25-Jun-2020","Rural",19,"1","2","Lowland"
"SQ20549","rhodes stream rolleston road","lawa-100477",63922,"canterbury","ecan","lowland","rural","6950200",-44.2073104671496,171.384279914981,"25-Jun-2020","Rural",19,"2","2","Lowland"
"SQ21045","ohapi creek guild rd","ecan-00178",63878,"canterbury","ecan","lowland","forest","6950100",-44.2152131930692,171.32631762896,"25-Jun-2020","Rural",19,"3","3","Lowland"
"SQ21046","ohapi creek south branch guild rd","ecan-00179",64205,"canterbury","ecan","lowland","forest","6950100",-44.2159607438904,171.325095232981,"25-Jun-2020","Rural",19,"3","3","Lowland"
"SQ21047","ohapi creek upstream orari river confluence","ecan-00052",64439,"canterbury","ecan","lowland","rural","6950000",-44.2399269167372,171.386471284131,"25-Jun-2020","Rural",5,"4","4","Lowland"
"SQ21049","orakipaoa creek milford lagoon rd","ecan-00053",64794,"canterbury","ecan","lowland","rural","6960100",-44.2639841523325,171.336934555297,"25-Jun-2020","Rural",4,"3","4","Lowland"
"SQ21160","waikakahi stream cock & hen road","ecan-00054",23169,"canterbury","ecan","lowland","rural","7110100",-44.871471120161,170.965024215105,"25-Jun-2020","Rural",65,"4","4","Lowland"
"SQ21254","waikakahi stream te maiharoa road","ecan-00183",23955,"canterbury","ecan","lowland","rural","7110000",-44.9163014487447,171.09499556633,"25-Jun-2020","Rural",22,"2","1","Lowland"
"SQ21255","waikakahi stream old ferry road","lawa-100476",23485,"canterbury","ecan","lowland","rural","7110100",-44.8904881714994,171.034245077109,"25-Jun-2020","Rural",48,"2","2","Lowland"
"SQ21289","whitneys creek carrolls rd","ecan-00055",23742,"canterbury","ecan","lowland","rural","7110150",-44.8990727578079,171.122406750752,"25-Jun-2020","Rural",26,"1","4","Lowland"
"SQ21292","buchanans creek upstream confluence waihao river","ecan-00057",68955,"canterbury","ecan","lowland","rural","7090110",-44.7753082562782,171.152927657569,"25-Jun-2020","Rural",3,"3","5","Lowland"
"SQ21309","coopers creek sh72","ecan-00062",61028,"canterbury","ecan","upland","forest","6950300",-44.0155449931473,171.277695291966,"25-Jun-2020","Rural",176,"1","4","Upland"
"SQ23005","te ngawai river te ngawai road bridge","ecan-00040",64565,"canterbury","ecan","lowland","rural","6960500",-44.2452220515561,171.116120305487,"25-Jun-2020","Rural",80,"2","5","Lowland"
"SQ26171","station stream clayton rd","lawa-100463",60249,"canterbury","ecan","upland","rural","6960940",-43.9714963468258,170.862409756107,"25-Jun-2020","Rural",394,"4","5","Upland"
"SQ35172","kahutara river at dairy farm rd","ecan-00160",9520,"canterbury","ecan","lowland","rural","6340000",-42.4081575233949,173.541717802496,"25-Jun-2020","Forest",180,"5","5","Upland"
"SQ35180","birdlings brook lochheads rd","lawa-100467",55096,"canterbury","ecan","lowland","rural","6832310",-43.7899220222372,172.31236785229,"25-Jun-2020","Rural",13,"4","4","Lowland"
"SQ35874","gentleman smith stream at hakatere-heron road","ecan-00170",46874,"canterbury","ecan","upland","rural","6881200",-43.5374144020876,171.184322593976,"25-Jun-2020","Rural",649,"3","4","Upland"
"SQ33899","okarahia stream u/s sh1","ecan-00154",13190,"canterbury","ecan","lowland","forest","6400000",-42.5420066479243,173.450541729351,"25-Jun-2020","Rural",135,"2","1","Lowland"
"SQ33962","waipara river at laidmore rd","ecan-00104",29881,"canterbury","ecan","upland","rural","6590000",-43.0594437966749,172.589733664695,"25-Jun-2020","Rural",214,"6","1","Upland"
"SQ34191","taranaki creek u/s preeces rd","ecan-00106",38534,"canterbury","ecan","lowland","rural","6620200",-43.3048006696495,172.688770481981,"25-Jun-2020","Rural",6,"3","3","Lowland"
"SQ34412","warren creek u/s rorrisons road","ecan-00107",9200,"canterbury","ecan","lowland","rural","6300000",-42.3919663301672,173.672956353846,"25-Jun-2020","Rural",6,"2","3","Lowland"
"SQ34624","purau stream purau port levey road","lawa-100481",49907,"canterbury","ecan","lowland","rural","6670800",-43.6443020613177,172.751974044837,"25-Jun-2020","Rural",19,"3","2","Lowland"
"SQ36032","grey river mt grey road","lawa-100472",33958,"canterbury","ecan","upland","rural","6620510",-43.1711061223119,172.488621843632,"25-Jun-2020","Forest",234,"3","4","Upland"
"Aparima River at Thornbury","aparima river at thornbury","es-00072",15057386,"southland","es","lowland","rural","aparima river",-46.2859273277536,168.082923403251,"25-Jun-2020","Rural",16,"6","6","Lowland"
"Oreti River at Wallacetown","oreti river at wallacetown","es-00112",15058642,"southland","es","lowland","rural","oreti river",-46.3263007993515,168.266192874427,"25-Jun-2020","Rural",7,"6","7","Lowland"
"Otautau Stream at Otautau","otautau stream at otautau","es-00113",15052483,"southland","es","lowland","rural","aparima river",-46.14187450743,167.990825174332,"25-Jun-2020","Rural",56.75,"5","1&5","Lowland"
"Waiau River at Sunnyside","waiau river at sunnyside","es-00121",15038276,"southland","es","lowland","forest","waiau river",-45.7986974283497,167.640024852344,"25-Jun-2020","Forest",202,"7","7","Upland"
"Waimea Stream at Mandeville","waimea stream at mandeville","es-00130",15044764,"southland","es","lowland","rural","mataura river",-45.9872387968892,168.801093080172,"25-Jun-2020","Rural",103,"5","5","Lowland"
"Waimeamea River at Young Road","waimeamea river at young road","es-00131",15057136,"southland","es","lowland","forest","waimeamea river",-46.2589619839688,167.740062416313,"25-Jun-2020","Forest",34,"4","1&4","Lowland"
"Waituna Creek at Marshall Road","waituna creek at marshall road","es-00135",15061706,"southland","es","lowland","rural","waituna creek",-46.5202487334586,168.542712519181,"25-Jun-2020","Rural",9.66666666666667,"4","4&1","Lowland"
"Aparima River at Dunrobin","aparima river at dunrobin","es-00004",15034889,"southland","es","upland","forest","aparima river",-45.737409990996,168.1203806593,"25-Jun-2020","Forest",311.5,"5","1&5","Upland"
"Irthing Stream at Ellis Road","irthing stream at ellis road","es-00013",15031719,"southland","es","upland","rural","oreti river",-45.6796047663668,168.425875807601,"25-Jun-2020","Rural",218,"6","6","Upland"
"Mataura River at Gore","mataura river at gore","es-00037",15049205,"southland","es","lowland","urban","mataura river",-46.1002193469584,168.949448755793,"25-Jun-2020","Rural",74,"7","7","Lowland"
"Mataura River at Parawa","mataura river at parawa","es-00024",15025929,"southland","es","upland","rural","mataura river",-45.5594017593903,168.561467430689,"25-Jun-2020","Rural",429.333333333333,"5","5&1","Upland"
"Orauea River at Orawia Pukemaori Road","orauea river at orawia pukemaori road","es-00061",15050335,"southland","es","lowland","rural","waiau river",-46.0772372324477,167.791628968043,"25-Jun-2020","Rural",57,"5","5","Lowland"
"Oreti River at Three Kings","oreti river at three kings","es-00009",15021776,"southland","es","upland","rural","oreti river",-45.4471272879787,168.136247769802,"25-Jun-2020","Forest",486,"5","5","Upland"
"Otapiri Stream at Otapiri Gorge","otapiri stream at otapiri gorge","es-00046",15045776,"southland","es","lowland","rural","oreti river",-46.0005077984258,168.45767333948,"25-Jun-2020","Rural",137,"5","5","Lowland"
"Bog Burn d/s Hundred Line Road","bog burn d/s hundred line road","es-00048",15048787,"southland","es","lowland","rural","oreti river",-46.0623949587389,168.234734679969,"25-Jun-2020","Rural",85,"4","4","Lowland"
"Cascade Stream at Pourakino Valley Road","cascade stream at pourakino valley road","es-00006",15056487,"southland","es","lowland","forest","aparima river",-46.249498924569,167.935858078261,"25-Jun-2020","Forest",34,"4","4","Lowland"
"Cromel Stream at Selbie Road","cromel stream at selbie road","es-00012",15027427,"southland","es","upland","forest","oreti river",-45.5813773655988,168.37384442081,"25-Jun-2020","Forest",323,"4","4","Upland"
"Dunsdale Stream at Dunsdale Reserve","dunsdale stream at dunsdale reserve","es-00016",15051163,"southland","es","lowland","forest","oreti river",-46.1347057505432,168.601870071154,"25-Jun-2020","Forest",161,"4","1&4","Upland"
"Hamilton Burn at Affleck Road","hamilton burn at affleck road","es-00164",15036486,"southland","es","upland","rural","aparima river",-45.7848090419463,168.191258548416,"25-Jun-2020","Rural",244,"5","5","Upland"
"Hedgehope Stream 20m u/s Makarewa Confl","hedgehope stream 20m u/s makarewa confl","es-00165",15056334,"southland","es","lowland","rural","oreti river",-46.2667698347913,168.453503410746,"25-Jun-2020","Rural",29,"5","6","Lowland"
"Lill Burn at Lill Burn-Monowai Road","lill burn at lill burn-monowai road","es-00166",15047441,"southland","es","lowland","forest","waiau river",-46.0024211861941,167.669296552426,"25-Jun-2020","Forest",121.5,"5","5","Lowland"
"Longridge Stream at Sandstone","longridge stream at sandstone","es-00065",15040065,"southland","es","upland","rural","mataura river",-45.8863808434473,168.60145273655,"25-Jun-2020","Rural",158,"4","4","Upland"
"Makarewa River at Lora Gorge Road","makarewa river at lora gorge road","es-00047",15048673,"southland","es","lowland","rural","oreti river",-46.0666514266213,168.482654787264,"25-Jun-2020","Rural",82,"4","5","Lowland"
"Makarewa River at Wallacetown","makarewa river at wallacetown","es-00015",15058243,"southland","es","lowland","rural","oreti river",-46.3297954257162,168.299116272918,"25-Jun-2020","Rural",10.5,"6","1&7","Lowland"
"Mararoa River at Weir Road","mararoa river at weir road","es-00002",15029370,"southland","es","upland","rural","waiau river",-45.6061614579925,167.702255644554,"25-Jun-2020","Rural",227,"6","6","Upland"
"Mataura River 200m d/s Mataura Bridge","mataura river 200m d/s mataura bridge","es-00022",15053378,"southland","es","lowland","rural","mataura river",-46.1985696291369,168.863521606528,"25-Jun-2020","Rural",54,"7","7","Lowland"
"Mataura River at Mataura Island Bridge","mataura river at mataura island bridge","es-00021",15059279,"southland","es","lowland","rural","mataura river",-46.3890685346813,168.777560827914,"25-Jun-2020","Rural",18,"7","7","Lowland"
"Mimihau Stream Tributary at Venlaw Forest","mimihau stream tributary at venlaw forest","es-00029",15056983,"southland","es","upland","forest","mataura river",-46.3096253091344,169.082228480021,"25-Jun-2020","Forest",351,"2","3","Upland"
"Mimihau Stream at Wyndham","mimihau stream at wyndham","es-00044",15057605,"southland","es","lowland","rural","mataura river",-46.3211744547906,168.860121400877,"25-Jun-2020","Rural",32,"5","6","Lowland"
"Mokoreta River at Wyndham River Road","mokoreta river at wyndham river road","es-00028",15058499,"southland","es","lowland","rural","mataura river",-46.3585169685426,168.843464801531,"25-Jun-2020","Rural",44,"5","5&1","Lowland"
"Mokotua Stream at Awarua","mokotua stream at awarua","es-00054",15062054,"southland","es","lowland","rural","mokotua stream",-46.5421399463717,168.433873252685,"25-Jun-2020","Forest",9,"3","2&3&1","Lowland"
"Oreti River at Lumsden Bridge","oreti river at lumsden bridge","es-00011",15033324,"southland","es","upland","rural","oreti river",-45.7162088027125,168.427766948936,"25-Jun-2020","Rural",213,"6","7","Upland"
"Otamita Stream at Mandeville","otamita stream at mandeville","es-00030",15045155,"southland","es","lowland","rural","mataura river",-45.9980415193623,168.824180709994,"25-Jun-2020","Rural",93.5,"5","5&2","Lowland"
"Otautau Stream at Otautau-Tuatapere Road","otautau stream at otautau-tuatapere road","es-00008",15051985,"southland","es","lowland","rural","aparima river",-46.1266337620799,167.977089360567,"25-Jun-2020","Rural",68,"5","5","Lowland"
"Otautau Stream at Waikouro","otautau stream at waikouro","es-00053",15050929,"southland","es","lowland","rural","aparima river",-46.0991876074267,167.962184806747,"25-Jun-2020","Rural",56,"4","4","Lowland"
"Otepuni Creek at Nith Street","otepuni creek at nith street","es-00019",15060150,"southland","es","lowland","urban","waihopai stream",-46.414114105061,168.350410301998,"25-Jun-2020","Urban",9,"3","2","Lowland"
"Oteramika Stream at Seaward Downs","oteramika stream at seaward downs","es-00036",15058925,"southland","es","lowland","rural","mataura river",-46.3828106047144,168.761227184044,"25-Jun-2020","Rural",29,"4","4","Lowland"
"Sandstone Stream at Kingston Crossing Rd","sandstone stream at kingston crossing rd","es-00068",15042780,"southland","es","lowland","rural","mataura river",-45.9392403133049,168.729456510051,"25-Jun-2020","Rural",140,"3","3","Lowland"
"Tokanui River at Fortrose Otara Road","tokanui river at fortrose otara road","es-00064",15062815,"southland","es","lowland","rural","tokanui river",-46.6214459867044,168.879668108632,"25-Jun-2020","Rural",19,"4","4","Lowland"
"Upukerora River at Te Anau Milford Road","upukerora river at te anau milford road","es-00043",15020897,"southland","es","upland","forest","waiau river",-45.4101606598051,167.74121317168,"25-Jun-2020","Forest",226.5,"5","1&4","Upland"
"Waiau River at Tuatapere","waiau river at tuatapere","es-00001",15052505,"southland","es","lowland","rural","waiau river",-46.1307733359097,167.685996922745,"25-Jun-2020","Forest",22,"7","7","Lowland"
"Waihopai River u/s Queens Drive","waihopai river u/s queens drive","es-00018",15059564,"southland","es","lowland","rural","waihopai stream",-46.3847497460943,168.366722870716,"25-Jun-2020","Rural",9,"5","2","Lowland"
"Waikaia River at Waikaia","waikaia river at waikaia","es-00042",15032882,"southland","es","upland","rural","mataura river",-45.7226284184622,168.841892089722,"25-Jun-2020","Forest",173,"6","6","Upland"
"Waikaia River at Waipounamu Bridge Road","waikaia river at waipounamu bridge road","es-00025",15038774,"southland","es","lowland","rural","mataura river",-45.8519215328535,168.792988864516,"25-Jun-2020","Rural",126,"6","6","Lowland"
"Waikaia River u/s Piano Flat","waikaia river u/s piano flat","es-00026",15024871,"southland","es","upland","rural","mataura river",-45.5496419462252,169.02887492495,"25-Jun-2020","Forest",432,"5","5","Upland"
"Waikaka Stream at Gore","waikaka stream at gore","es-00027",15049464,"southland","es","lowland","rural","mataura river",-46.1074572965357,168.954301132957,"25-Jun-2020","Rural",124,"6","6","Lowland"
"Waikawa River at Progress Valley","waikawa river at progress valley","es-00034",15062197,"southland","es","lowland","rural","waikawa river",-46.5742168489349,169.146731113072,"25-Jun-2020","Rural",16,"5","5&2","Lowland"
"Waikiwi Stream at North Road","waikiwi stream at north road","es-00017",15058921,"southland","es","lowland","rural","oreti river",-46.3629448040163,168.34671453597,"25-Jun-2020","Rural",9.75,"5","4&5&1","Lowland"
"Waikopikopiko Stream at Haldane CurioBay","waikopikopiko stream at haldane curiobay","es-00033",15062800,"southland","es","lowland","forest","waikopikopiko stream",-46.629711242192,169.023215881862,"25-Jun-2020","Forest",18,"4","4","Lowland"
"Waimatuku Stream at Lorneville Riverton Hwy","waimatuku stream at lorneville riverton hwy","es-00035",15057733,"southland","es","lowland","rural","waimatuku stream",-46.2995424429551,168.172389275987,"25-Jun-2020","Rural",19,"5","5","Lowland"
"Wairaki River at Blackmount Road","wairaki river at blackmount road","es-00167",15044418,"southland","es","lowland","rural","waiau river",-45.9348877203632,167.699734330932,"25-Jun-2020","Rural",100.5,"5","5&7","Lowland"
"Whitestone River d/s Manapouri-Hillside","whitestone river d/s manapouri-hillside","es-00062",15026001,"southland","es","upland","rural","waiau river",-45.530665015226,167.754617897032,"25-Jun-2020","Rural",240,"5","5","Upland"
"Winton Stream at Lochiel","winton stream at lochiel","es-00014",15054215,"southland","es","lowland","rural","oreti river",-46.1994833846124,168.303033200888,"25-Jun-2020","Rural",34,"4","4","Lowland"
"Aparima River at Otautau","aparima river at otautau","es-00040",15051903,"southland","es","lowland","rural","aparima river",-46.1327011904303,168.000036034437,"25-Jun-2020","Rural",59.8571428571429,"6","6&1","Lowland"
"Eglington River at McKay Creek Confluence","eglington river at mckay creek confluence","lawa-100168",15009956,"southland","es","upland","forest","waiau river",-45.0653652249383,167.988279108182,"25-Jun-2020","Forest",293,"5","5","Upland"
"Hamilton Burn at Goodall Road","hamilton burn at goodall road","lawa-100169",15033481,"southland","es","upland","rural","aparima river",-45.7088177046552,168.153428817322,"25-Jun-2020","Rural",298,"5","1","Upland"
"Hedgehope Stream at Block Road","hedgehope stream at block road","lawa-100170",15054283,"southland","es","lowland","rural","oreti river",-46.2119634599362,168.54804591368,"25-Jun-2020","Rural",38,"5","5","Lowland"
"Hillpoint Stream at Waikana Road","hillpoint stream at waikana road","lawa-100171",15043939,"southland","es","upland","rural","aparima river",-45.9436272870707,168.164546088562,"25-Jun-2020","Rural",272.25,"3","3&1","Upland"
"Home Creek at Manapouri","home creek at manapouri","lawa-100172",15028148,"southland","es","upland","rural","waiau river",-45.564242968548,167.632711996944,"25-Jun-2020","Rural",200,"4","4","Upland"
"Lill Burn at Hindley Road","lill burn at hindley road","lawa-100173",15047255,"southland","es","lowland","forest","waiau river",-45.993468858518,167.540672716654,"25-Jun-2020","Forest",181,"5","5","Upland"
"Makarewa River at King Road","makarewa river at king road","lawa-100174",15050267,"southland","es","lowland","rural","oreti river",-46.1043476928819,168.490362704306,"25-Jun-2020","Rural",103,"4","5","Lowland"
"Makarewa River at Winton - Hedgehope Hwy","makarewa river at winton - hedgehope hwy","lawa-100175",15054308,"southland","es","lowland","rural","oreti river",-46.2145928335753,168.498521815345,"25-Jun-2020","Rural",38.5,"6","6","Lowland"
"Makarewa River u/s Hedgehope Confluence","makarewa river u/s hedgehope confluence","lawa-100176",15056020,"southland","es","lowland","rural","oreti river",-46.2635985511734,168.452753835421,"25-Jun-2020","Rural",27,"6","7","Lowland"
"Mararoa River at Kiwiburn","mararoa river at kiwiburn","lawa-100177",15017572,"southland","es","upland","rural","waiau river",-45.3489059670365,168.126061469392,"25-Jun-2020","Forest",555.5,"5","5","Upland"
"Mataura River at Garston","mataura river at garston","es-00038",15021648,"southland","es","upland","rural","mataura river",-45.4628138280563,168.683824136677,"25-Jun-2020","Forest",314,"5","5","Upland"
"Mataura River at Keowns Road Bridge","mataura river at keowns road bridge","lawa-100178",15036568,"southland","es","upland","rural","mataura river",-45.8021511676256,168.652525194834,"25-Jun-2020","Rural",179,"6","6","Upland"
"Mataura River at Pyramid Bridge","mataura river at pyramid bridge","lawa-100179",15041362,"southland","es","lowland","rural","mataura river",-45.9116949796107,168.813921776658,"25-Jun-2020","Rural",170,"7","7","Upland"
"McKay Creek at Milford Road","mckay creek at milford road","lawa-100181",15009933,"southland","es","upland","forest","waiau river",-45.0646826409582,167.993432530832,"25-Jun-2020","Forest",520.5,"3","3&2","Upland"
"Mokoreta River at Egremont Road","mokoreta river at egremont road","lawa-100184",15058365,"southland","es","lowland","rural","mataura river",-46.3627528533851,169.151713966961,"25-Jun-2020","Rural",147,"2","2","Lowland"
"North Etal Stream u/s Dunrobin Valley Rd","north etal stream u/s dunrobin valley rd","lawa-100185",15035470,"southland","es","upland","rural","aparima river",-45.748722048527,168.030314615309,"25-Jun-2020","Rural",520,"3","1","Upland"
"Oreti River at Benmore","oreti river at benmore","lawa-100186",15043359,"southland","es","lowland","rural","oreti river",-45.9519463769244,168.325608749176,"25-Jun-2020","Rural",108.333333333333,"6","7&1","Lowland"
"Oreti River at McKellars Flat","oreti river at mckellars flat","lawa-100187",15016481,"southland","es","upland","rural","oreti river",-45.3279825647954,168.208334145017,"25-Jun-2020","Rural",595,"1","2","Upland"
"Otapiri Stream at Anderson Road","otapiri stream at anderson road","lawa-100190",15051875,"southland","es","lowland","rural","oreti river",-46.1465755474191,168.487025039856,"25-Jun-2020","Rural",47.5,"5","5","Lowland"
"Pig Creek at Borland Lodge","pig creek at borland lodge","lawa-100191",15037518,"southland","es","upland","forest","waiau river",-45.7752235593415,167.533244518702,"25-Jun-2020","Forest",224.2,"4","4&1","Upland"
"Pourakino River at Ermedale Road","pourakino river at ermedale road","es-00007",15056201,"southland","es","lowland","forest","aparima river",-46.2405659840732,167.958736314117,"25-Jun-2020","Forest",27,"4","4","Lowland"
"Pourakino River at Jubilee Hill Road","pourakino river at jubilee hill road","lawa-100192",15054650,"southland","es","lowland","forest","aparima river",-46.1956255878588,167.919887695107,"25-Jun-2020","Forest",76,"4","4","Lowland"
"Rowallan Burn East at Rowallan Road","rowallan burn east at rowallan road","lawa-100193",15053145,"southland","es","lowland","forest","waiau river",-46.1388521795938,167.519570683699,"25-Jun-2020","Forest",30.5,"4","4","Lowland"
"Silver Stream at Lora Gorge Road","silver stream at lora gorge road","lawa-100194",15048404,"southland","es","lowland","rural","oreti river",-46.0651225249199,168.477917630687,"25-Jun-2020","Rural",121,"2","2","Lowland"
