"CouncilSiteID","Date","Value","Measurement","Censored","CenType","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","AltitudeCl"
"mgh000950","12-Jan-05","1.2","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Feb-05","1.97","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Mar-05","0.64","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Apr-05","1.14","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-May-05","0.57","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Jun-05","1.39","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Jul-05","0.45","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Aug-05","1.47","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Sep-05","1.36","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Oct-05","0.16","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Nov-05","1.44","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Dec-05","0.52","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Jan-06","2.12","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Feb-06","0.3","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Mar-06","0.93","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Apr-06","1.6","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-May-06","0.66","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Jun-06","0.27","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Jul-06","0.11","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Aug-06","0.11","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Sep-06","0.85","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Oct-06","1.86","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Nov-06","0.07","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Dec-06","1.73","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Jan-07","1.5","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Feb-07","1.39","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Mar-07","0.15","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Apr-07","1.77","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-May-07","1.78","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Jun-07","0.37","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Jul-07","1.1","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Aug-07","0.15","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Sep-07","0.55","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Oct-07","0.41","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","15-Nov-07","0.74","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Dec-07","0.72","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Jan-08","0.48","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Feb-08","0.69","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Mar-08","0.63","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Apr-08","1.66","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-May-08","1.71","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Jun-08","1.09","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Jul-08","0.51","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Aug-08","0.08","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Sep-08","0.29","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Oct-08","0.06","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Nov-08","1.37","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Dec-08","0.33","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Jan-09","1.44","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Feb-09","0.08","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Mar-09","1.24","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Apr-09","0.22","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-May-09","0.42","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Jun-09","1.32","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Jul-09","0.16","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Aug-09","1.75","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Sep-09","1.72","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Oct-09","0.95","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Nov-09","1.42","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Dec-09","1.05","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Jan-10","1.11","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Feb-10","0.91","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Mar-10","0.83","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Apr-10","1.27","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-May-10","1.39","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Jun-10","0.32","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Jul-10","1.62","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Aug-10","0.61","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Sep-10","0.19","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Oct-10","0.51","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Nov-10","4.04","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Dec-10","1.62","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Jan-11","1.62","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Feb-11","0.65","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Mar-11","0.62","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Apr-11","1.25","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-May-11","0.11","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Jun-11","0.09","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Jul-11","0.13","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Aug-11","1.16","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Sep-11","0.29","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Oct-11","0.45","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Nov-11","1.05","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Dec-11","0.61","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Jan-12","0.54","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Feb-12","1.38","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Mar-12","1","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Apr-12","2.18","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-May-12","1.43","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Jun-12","1.17","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Jul-12","2.01","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Aug-12","0.16","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Sep-12","0.35","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Oct-12","0.12","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Nov-12","0.42","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Dec-12","2.13","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Jan-13","2","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Feb-13","2.34","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Mar-13","2.56","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Apr-13","2.38","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-May-13","1.03","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Jun-13","1.6","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Jul-13","0.15","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-Aug-13","0.25","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Sep-13","1.4","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Oct-13","0.27","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Nov-13","1.77","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Dec-13","0.86","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Jan-14","0.76","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Feb-14","2.06","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Mar-14","2","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Apr-14","1.83","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","14-May-14","0.65","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","11-Jun-14","0.27","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","09-Jul-14","1.35","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","13-Aug-14","0.1","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Sep-14","1.88","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","08-Oct-14","0.82","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","12-Nov-14","0.61","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
"mgh000950","10-Dec-14","0.71","BDISC",FALSE,"FALSE","mangaehu river at raupuha rd bridge","trc-00001",6009244,"taranaki","trc","lowland","Rural",-39.388696695389,174.46659514071,"23-Jun-2020","Rural",169,"Upland"
