"CouncilSiteID","Date","Value","Measurement"
"aparima river at thornbury","29-Jan-08","101","MCI"
"aparima river at thornbury","29-Jan-08","17","TaxaRichness"
"aparima river at thornbury","29-Jan-08","52.94","PercentageEPTTaxa"
"aparima river at thornbury","29-Jan-13","101","MCI"
"aparima river at thornbury","29-Jan-13","16","TaxaRichness"
"aparima river at thornbury","29-Jan-13","43.75","PercentageEPTTaxa"
"aparima river at thornbury","29-Jan-15","23","TaxaRichness"
"aparima river at thornbury","29-Jan-15","53.83","PercentageEPTTaxa"
"aparima river at thornbury","29-Jan-15","90","MCI"
"bog burn d/s hundred line road","05-Feb-15","20","TaxaRichness"
"bog burn d/s hundred line road","05-Feb-15","59.72","PercentageEPTTaxa"
"bog burn d/s hundred line road","05-Feb-15","98","MCI"
"bog burn d/s hundred line road","07-Feb-12","103","MCI"
"bog burn d/s hundred line road","07-Feb-12","23","TaxaRichness"
"bog burn d/s hundred line road","07-Feb-12","43.48","PercentageEPTTaxa"
"bog burn d/s hundred line road","09-Apr-18","25","TaxaRichness"
"bog burn d/s hundred line road","09-Apr-18","32","PercentageEPTTaxa"
"bog burn d/s hundred line road","09-Apr-18","90","MCI"
"bog burn d/s hundred line road","17-Feb-16","29","TaxaRichness"
"bog burn d/s hundred line road","17-Feb-16","41","PercentageEPTTaxa"
"bog burn d/s hundred line road","17-Feb-16","97","MCI"
"bog burn d/s hundred line road","18-Feb-13","24","TaxaRichness"
"bog burn d/s hundred line road","18-Feb-13","45.83","PercentageEPTTaxa"
"bog burn d/s hundred line road","18-Feb-13","93","MCI"
"bog burn d/s hundred line road","19-Feb-14","29","TaxaRichness"
"bog burn d/s hundred line road","19-Feb-14","37.93","PercentageEPTTaxa"
"bog burn d/s hundred line road","19-Feb-14","99","MCI"
"bog burn d/s hundred line road","28-Feb-17","26","TaxaRichness"
"bog burn d/s hundred line road","28-Feb-17","38","PercentageEPTTaxa"
"bog burn d/s hundred line road","28-Feb-17","96","MCI"
"cascade stream at pourakino valley road","04-Feb-10","128","MCI"
"cascade stream at pourakino valley road","04-Feb-10","25","TaxaRichness"
"cascade stream at pourakino valley road","04-Feb-10","72","PercentageEPTTaxa"
"cascade stream at pourakino valley road","08-Mar-17","118","MCI"
"cascade stream at pourakino valley road","08-Mar-17","22","TaxaRichness"
"cascade stream at pourakino valley road","08-Mar-17","59","PercentageEPTTaxa"
"cascade stream at pourakino valley road","09-Feb-16","120","MCI"
"cascade stream at pourakino valley road","09-Feb-16","23","TaxaRichness"
"cascade stream at pourakino valley road","09-Feb-16","57","PercentageEPTTaxa"
"cascade stream at pourakino valley road","10-Jan-12","120","MCI"
"cascade stream at pourakino valley road","10-Jan-12","23","TaxaRichness"
"cascade stream at pourakino valley road","10-Jan-12","56.52","PercentageEPTTaxa"
"cascade stream at pourakino valley road","11-Mar-15","121","MCI"
"cascade stream at pourakino valley road","11-Mar-15","23","TaxaRichness"
"cascade stream at pourakino valley road","11-Mar-15","72.66","PercentageEPTTaxa"
