"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQAltitude","AltitudeCl","Altitude"
"wellington","gwrc","Kaiwharawhara Stream at Ngaio Gorge","kaiwharawhara stream at ngaio gorge","gw-00019",9013489,-41.25798289,174.77940709,"lowland","Upland",244
"wellington","gwrc","Mangaroa River at Te Marua","mangaroa river at te marua","gw-00024",9009586,-41.09432204,175.1280911,"lowland","Upland",164
"wellington","gwrc","Pakuratahi River 50m Below Farm Creek","pakuratahi river 50m below farm creek","gw-00023",9008887,-41.0652202,175.19714172,"lowland","Upland",297.5
"wellington","gwrc","Wainuiomata River Dnstr of White Bridge","wainuiomata river dnstr of white bridge","gw-00029",9016506,-41.39450591,174.88175858,"lowland","Upland",197
