"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQAltitude","AltitudeCl","Altitude"
"northland","nrc","102258","opouteke at suspension bridge","nrc-00008",1017632,-35.69565634,173.86768807,"lowland","Upland",182
"northland","nrc","103304","waipoua at sh12","nrc-00007",1016579,-35.65250409,173.57039274,"lowland","Upland",185.5
"northland","nrc","109020","utakura at horeke road","nrc-00027",1008814,-35.3399122,173.62625659,"lowland","Upland",163
"northland","niwa","Waipapa at Forest Ranger (NRWQN) (WH1)","WH1","nrwqn-00024",1007395,-35.273380279541,173.688095092773,"lowland","Upland",215
