"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQLanduse","Landcover"
"bay of plenty","boprc","DP784306","kopurererua at sh2","ebop-00006",4001195,-37.6975746328178,176.151257931251,"Urban","Rural"
"bay of plenty","boprc","FC231176","rangitaiki at sh5","ebop-00104",4028186,-38.8743772139806,176.369370465762,"Forest","Rural"
"bay of plenty","boprc","FD445529","otamatea at wairere rd","ebop-00102",4027210,-38.7519290511337,176.388310645361,"Forest","Rural"
"bay of plenty","boprc","JM102399","tarawera at awakaponga","ebop-00050",4005289,-37.9414091255637,176.766690971962,"Rural","Forest"
"bay of plenty","boprc","LI953392","tauranga at ranger station","ebop-00103",4020728,-38.2908003479183,177.110507683301,"Rural","Forest"
"bay of plenty","boprc","LK082095","whakatane at ruatoki","ebop-00041",4013567,-38.1410629954322,177.002809818585,"Forest","Rural"
"bay of plenty","niwa","Tarawera at Awakaponga (NRWQN) (RO2)","RO2","ebop-00050",4006225,-37.9389953613281,176.767044067383,"Forest","Rural"
