"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQAltitude","AltitudeCl","Altitude"
"marlborough","mdc","Duncan Stream at Outlet","duncan stream at outlet","mdc-00007",11011381,-41.28193721,173.90219322,"lowland","Upland",257
"marlborough","mdc","Pelorus River at Fishermans Flat","te hoiere/pelorus river at fishermans flat","mdc-00020",11012030,-41.30073927,173.71156417,"lowland","Upland",498
"marlborough","mdc","Pelorus River at Kahikatea Flat","te hoiere/pelorus river at kahikatea flat","mdc-00021",11011819,-41.30153522,173.56840131,"lowland","Upland",377
