"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQLanduse","Landcover"
"southland","niwa","DN9","Waiau at Tuatapere (NRWQN) (DN9)","es-00001",15052505,-46.1302833557129,167.685806274414,"Rural","Forest"
"southland","es","Mararoa River at The Key","mararoa river at the key","es-00045",15026532,-45.541514151631,167.888330498612,"Rural","Forest"
"southland","es","Mataura River at Gore","mataura river at gore","es-00037",15049205,-46.1002193469584,168.949448755793,"Urban","Rural"
"southland","es","Mokotua Stream at Awarua","mokotua stream at awarua","es-00054",15062054,-46.5421399463717,168.433873252685,"Rural","Forest"
"southland","es","Oreti River at Three Kings","oreti river at three kings","es-00009",15021776,-45.4471272879787,168.136247769802,"Rural","Forest"
"southland","es","Waiau River at Tuatapere","waiau river at tuatapere","es-00001",15052505,-46.1307733359097,167.685996922745,"Rural","Forest"
"southland","es","Waikaia River at Waikaia","waikaia river at waikaia","es-00042",15032882,-45.7226284184622,168.841892089722,"Rural","Forest"
"southland","es","Waikaia River u/s Piano Flat","waikaia river u/s piano flat","es-00026",15024871,-45.5496419462252,169.02887492495,"Rural","Forest"
