"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQLanduse","Landcover"
"auckland","ac","43856","papakura ltb","arc-00021",2007536,-37.0281570217399,174.92321720323,"Urban","Rural"
"auckland","ac","45313","kumeu @ weza","arc-00003",2004945,-36.7761949059392,174.560030905611,"Urban","Rural"
"auckland","ac","74401","onetangi @ waiheke rd","arc-00039",2005178,-36.7916799996744,175.087370000038,"Rural","Forest"
"auckland","ac","74701","cascades @ whakanewha","arc-00040",2005391,-36.5785202997045,174.6576180003,"Rural","Forest"
"auckland","ac","7904","opanuku stream","arc-00013",2005960,-36.894914600398,174.594663650363,"Rural","Forest"
"auckland","ac","8205","otara ck kennel hill","arc-00016",2006642,-36.9557021247356,174.890620893947,"Urban","Rural"
"auckland","ac","8516","wairoa river","arc-00090",2007481,-37.0133499998664,175.053189999806,"Forest","Rural"
