"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQLanduse","Landcover"
"nelson","ncc","Brook at Manuka St","brook at manuka st","ncc-00010",10011130,-41.27825433,173.28918088,"Urban","Forest"
"nelson","ncc","Lud at 4.7km","lud at 4.7km","ncc-00030",10010316,-41.25036732,173.3815591,"Rural","Forest"
"nelson","ncc","Lud at SH6","lud at sh6","ncc-00029",10009772,-41.21740564,173.39549217,"Rural","Forest"
"nelson","ncc","Maitai at Riverside","maitai at riverside","ncc-00013",10010859,-41.27159588,173.28985592,"Urban","Forest"
"nelson","ncc","Poorman at Barnicoat Walkway","poorman at barnicoat walkway","ncc-00005",10011985,-41.32811127,173.26330279,"Forest","Urban"
"nelson","ncc","Wakapuaka at Maori Pa Rd","wakapuaka at maori pa rd","ncc-00025",10008716,-41.18987457,173.41924727,"Rural","Forest"
"nelson","ncc","Whangamoa at Kokorua Bridge","whangamoa at kokorua bridge","ncc-00034",10007268,-41.12889597,173.5411636,"Rural","Forest"
