"Region","Agency","CouncilSiteID","SiteID","LawaSiteID","NZReach","Lat","Long","SWQAltitude","AltitudeCl","Altitude"
"nelson","ncc","Collins at SH6","collins at sh6","ncc-00038",10008409,-41.15972008,173.53368155,"lowland","Upland",213
"nelson","ncc","Lud at SH6","lud at sh6","ncc-00029",10009772,-41.21740564,173.39549217,"lowland","Upland",196.5
"nelson","ncc","Poorman at Barnicoat Walkway","poorman at barnicoat walkway","ncc-00005",10011985,-41.32811127,173.26330279,"upland","Lowland",138
"nelson","ncc","Teal at 1.9km","teal at 1.9km","ncc-00032",10010073,-41.24010444,173.40098724,"lowland","Upland",169
"nelson","ncc","Whangamoa at Hippolite Rd","whangamoa at hippolite rd","ncc-00036",10008836,-41.18887274,173.48406216,"lowland","Upland",213.666666666667
