"Site","Var","StartDate","EndDate","nMeas","nMeas5","MinVal","MaxVal"
"6303","NH4N","1995-08-04","2020-02-10","234","47","0.005","0.211"
"6303","CHLA","1995-08-04","2020-02-10","154","25","3e-04","45"
"6303","ECOLI","2004-08-20","2020-01-07","76","22","1","58"
"6303","pH","1995-08-04","2020-02-10","456","70","0.08","8.9"
"6303","Secchi","1995-08-04","2019-12-10","113","22","0.8","5.9"
"6303","TN","2007-08-21","2020-02-10","125","47","0.29","1.1"
"6303","TP","1995-08-04","2020-02-10","233","47","0.004","0.31"
"7605","NH4N","1995-08-03","2020-03-11","347","57","0","1.3"
"7605","CHLA","1995-08-03","2020-03-11","211","26","2e-04","0.2"
"7605","ECOLI","2004-08-13","2020-03-11","78","24","1","106"
"7605","pH","1995-08-03","2020-03-11","3366","842","6.25","10.01"
"7605","Secchi","1995-08-01","2019-09-26","129","20","0.305","8.8"
"7605","TN","2007-08-22","2020-03-11","177","55","0.13","0.78"
"7605","TP","1995-08-03","2020-03-11","344","57","0.004","0.18"
"45001","NH4N","1995-08-04","2020-03-17","286","44","0.004","1.17"
"45001","CHLA","1995-08-04","2020-03-17","206","22","6e-04","42.3"
"45001","ECOLI","2004-08-20","2020-03-17","74","20","1","10"
"45001","pH","1995-08-04","2020-03-17","1349","214","6.04","9.8"
"45001","Secchi","1995-08-04","2019-12-10","115","19","1","8.4"
"45001","TN","2007-08-21","2020-03-17","123","45","0.03","1.56"
"45001","TP","1995-08-04","2020-03-17","286","44","0.004","0.8"
"44616","NH4N","1995-08-04","2020-03-03","241","44","0.003","0.44"
"44616","CHLA","1995-08-04","2020-03-03","160","22","6e-04","0.2"
"44616","ECOLI","2004-08-20","2020-01-23","73","19","1","280"
"44616","pH","1995-08-04","2020-03-03","708","99","5.63","8.26"
"44616","Secchi","1995-11-21","2019-12-10","115","19","0.3","4"
"44616","TN","2007-08-21","2020-03-03","120","44","0.08","0.84"
"44616","TP","1995-08-04","2020-03-03","246","44","0.005","0.51"
