"LawaSiteID","Measurement","median","MAD","count","minPerYear","nYear","nQuart","nMonth","censoredCount","CenType","Frequency","censoredPropn","censMedian","EcoliDetect","EcoliDetectAtAll","meas","Exclude","Source"
"LAWA-101235","Ammoniacal nitrogen",1.3,0,1,0,1,1,1,0,"0","quarterly",0,"1.3",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101235","Chloride",26,0,1,0,1,1,1,0,"0","quarterly",0,"26",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101235","Electrical conductivity/salinity",754,0,1,0,1,1,1,0,"0","quarterly",0,"754",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101236","Ammoniacal nitrogen",1.03,0.0800000000000001,4,0,3,3,4,0,"0","quarterly",0,"1.03",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101236","Chloride",26,1,4,0,3,3,4,0,"0","quarterly",0,"26",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101236","E.coli",0.8,0,1,0,1,1,1,1,"<","quarterly",1,"<1.6","2","2","ECOLI",FALSE,"Gisborne"
"LAWA-101236","Electrical conductivity/salinity",763.5,17,4,0,3,3,4,0,"0","quarterly",0,"763.5",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101236","Nitrate nitrogen",0.002,0.001,2,0,2,1,2,1,"0","quarterly",0.5,"0.002",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101241","Ammoniacal nitrogen",8.8,1,9,1,5,4,7,0,"0","quarterly",0,"8.8",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101241","Chloride",500,70,9,1,5,4,7,0,"0","quarterly",0,"500",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101241","E.coli",0.8,0,7,0,4,4,7,6,"<","quarterly",0.857142857142857,"<1.6","2","1","ECOLI",FALSE,"Gisborne"
"LAWA-101241","Electrical conductivity/salinity",2591,233,9,1,5,4,7,0,"0","quarterly",0,"2591",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101241","Nitrate nitrogen",0.00625,0.00275,6,0,4,4,6,3,"0","quarterly",0.5,"0.00625",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101242","Ammoniacal nitrogen",3.9,0.1,14,2,5,4,10,0,"0","quarterly",0,"3.9",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101242","Chloride",130,5,16,2,5,4,10,0,"0","quarterly",0,"130",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101242","E.coli",0.8,0,11,0,4,4,9,11,"<","bimonthly",1,"<1.6","2","2","ECOLI",FALSE,"Gisborne"
"LAWA-101242","Electrical conductivity/salinity",1335.5,13.5,16,2,5,4,10,0,"0","quarterly",0,"1335.5",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101242","Nitrate nitrogen",0.00265,0.00065,12,0,3,4,8,6,"<","bimonthly",0.5,"<0.0053",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101243","Ammoniacal nitrogen",1.15,0.05,10,1,5,4,7,0,"0","quarterly",0,"1.15",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101243","Chloride",43.75,4,10,1,5,4,7,0,"0","quarterly",0,"43.75",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101243","E.coli",0.8,0,7,0,4,4,5,6,"<","quarterly",0.857142857142857,"<1.6","2","1","ECOLI",FALSE,"Gisborne"
"LAWA-101243","Electrical conductivity/salinity",1058.5,47.5,10,1,5,4,7,0,"0","quarterly",0,"1058.5",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101243","Nitrate nitrogen",0.002,0.001,7,0,4,4,5,4,"<","quarterly",0.571428571428571,"<0.004",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101244","Ammoniacal nitrogen",0.12,0.01,5,0,3,3,4,0,"0","quarterly",0,"0.12",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101244","Chloride",65,15,5,0,3,3,4,0,"0","quarterly",0,"65",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101244","E.coli",0.8,0,5,0,3,3,4,5,"<","quarterly",1,"<1.6","2","2","ECOLI",FALSE,"Gisborne"
"LAWA-101244","Electrical conductivity/salinity",1079,45,5,0,3,3,4,0,"0","quarterly",0,"1079",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101244","Nitrate nitrogen",0.0046,0.0036,5,0,3,3,4,2,"0","quarterly",0.4,"0.0046",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101245","Ammoniacal nitrogen",0.0575,0.0025,2,0,2,2,2,0,"0","quarterly",0,"0.0575",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101245","Chloride",52,5,2,0,2,2,2,0,"0","quarterly",0,"52",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101245","E.coli",0.8,0,2,0,2,2,2,2,"<","quarterly",1,"<1.6","2","2","ECOLI",FALSE,"Gisborne"
"LAWA-101245","Electrical conductivity/salinity",680.5,49.5,2,0,2,2,2,0,"0","quarterly",0,"680.5",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101245","Nitrate nitrogen",0.004,0.001,2,0,2,2,2,0,"0","quarterly",0,"0.004",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101246","Ammoniacal nitrogen",0.25,0.03,6,0,3,4,5,0,"0","quarterly",0,"0.25",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101246","Chloride",48,2.5,6,0,3,4,5,0,"0","quarterly",0,"48",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101246","E.coli",0.8,0,6,0,3,4,5,6,"<","quarterly",1,"<1.6","2","2","ECOLI",FALSE,"Gisborne"
"LAWA-101246","Electrical conductivity/salinity",731.5,33,6,0,3,4,5,0,"0","quarterly",0,"731.5",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101246","Nitrate nitrogen",0.00315,0.0015,6,0,3,4,5,2,"0","quarterly",0.333333333333333,"0.00315",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101247","E.coli",0,0,1,0,1,1,1,0,"0","quarterly",0,"0","2","2","ECOLI",FALSE,"Gisborne"
"LAWA-101248","Ammoniacal nitrogen",1.95,0.05,10,1,5,4,9,0,"0","quarterly",0,"1.95",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101248","Chloride",150,15,10,1,5,4,9,0,"0","quarterly",0,"150",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101248","E.coli",0.8,0,10,1,5,4,9,9,"<","quarterly",0.9,"<1.6","2","1","ECOLI",FALSE,"Gisborne"
"LAWA-101248","Electrical conductivity/salinity",1386,133,10,1,5,4,9,0,"0","quarterly",0,"1386",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101248","Nitrate nitrogen",0.00515,0.0018,10,1,5,4,9,2,"0","quarterly",0.2,"0.00515",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101250","Ammoniacal nitrogen",0.005,0.0025,9,1,5,4,6,5,"<","quarterly",0.555555555555556,"<0.01",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101250","Chloride",43,1,9,1,5,4,6,0,"0","quarterly",0,"43",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101250","E.coli",0.8,0,7,0,4,4,5,7,"<","quarterly",1,"<1.6","2","2","ECOLI",FALSE,"Gisborne"
"LAWA-101250","Electrical conductivity/salinity",843,47,9,1,5,4,6,0,"0","quarterly",0,"843",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101250","Nitrate nitrogen",3.1,1.3,7,0,4,4,5,0,"0","quarterly",0,"3.1",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101251","Ammoniacal nitrogen",0.0025,0,1,0,1,1,1,1,"<","quarterly",1,"<0.005",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101251","Chloride",43,0,1,0,1,1,1,0,"0","quarterly",0,"43",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101251","Electrical conductivity/salinity",730,0,1,0,1,1,1,0,"0","quarterly",0,"730",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101257","Ammoniacal nitrogen",1.3,0,3,0,1,3,3,0,"0","quarterly",0,"1.3",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101257","Chloride",43,1,3,0,1,3,3,0,"0","quarterly",0,"43",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101257","E.coli",0.8,0,3,0,1,3,3,2,"<","quarterly",0.666666666666667,"<1.6","2","1","ECOLI",FALSE,"Gisborne"
"LAWA-101257","Electrical conductivity/salinity",836,10,3,0,1,3,3,0,"0","quarterly",0,"836",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101257","Nitrate nitrogen",0.00595,0.00095,2,0,1,2,2,0,"0","quarterly",0,"0.00595",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101259","Ammoniacal nitrogen",0.25,0.01,10,1,5,4,8,0,"0","quarterly",0,"0.25",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101259","Chloride",25,0.65,10,1,5,4,8,0,"0","quarterly",0,"25",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101259","E.coli",0.8,0,10,1,5,4,8,9,"<","quarterly",0.9,"<1.6","2","1","ECOLI",FALSE,"Gisborne"
"LAWA-101259","Electrical conductivity/salinity",571,8,10,1,5,4,8,0,"0","quarterly",0,"571",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101259","Nitrate nitrogen",0.0031,0.0015,10,1,5,4,8,3,"0","quarterly",0.3,"0.0031",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101260","Ammoniacal nitrogen",0.905,0.095,2,0,1,2,2,0,"0","quarterly",0,"0.905",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101260","Chloride",56.5,0.5,2,0,1,2,2,0,"0","quarterly",0,"56.5",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101260","Electrical conductivity/salinity",1030,0,2,0,1,2,2,0,"0","quarterly",0,"1030",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101261","Ammoniacal nitrogen",0.0215,0.013,10,0,4,4,7,1,"0","bimonthly",0.1,"0.0215",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101261","Chloride",52,3,9,0,4,4,7,0,"0","bimonthly",0,"52",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101261","E.coli",1.6,0.8,10,0,4,4,7,4,"0","bimonthly",0.4,"1.6","1","1","ECOLI",FALSE,"Gisborne"
"LAWA-101261","Electrical conductivity/salinity",792.5,39.5,10,0,4,4,7,0,"0","bimonthly",0,"792.5",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101261","Nitrate nitrogen",0.00395,0.00245,10,0,4,4,7,2,"0","bimonthly",0.2,"0.00395",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101262","Ammoniacal nitrogen",0.005,0,1,0,1,1,1,1,"<","quarterly",1,"<0.01",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101262","Chloride",3.5,0,1,0,1,1,1,1,"<","quarterly",1,"<7",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101262","Electrical conductivity/salinity",111,0,1,0,1,1,1,0,"0","quarterly",0,"111",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101263","Ammoniacal nitrogen",0.25,0.2408,15,0,4,4,8,1,"0","quarterly",0.0666666666666667,"0.25",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101263","Chloride",82.5,17,12,0,4,4,7,0,"0","quarterly",0,"82.5",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101263","E.coli",0.8,0,15,0,4,4,8,11,"<","quarterly",0.733333333333333,"<1.6","2","1","ECOLI",FALSE,"Gisborne"
"LAWA-101263","Electrical conductivity/salinity",1170.5,88.5,14,0,4,4,8,0,"0","quarterly",0,"1170.5",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101263","Nitrate nitrogen",0.05,0.044,15,0,4,4,8,1,"0","quarterly",0.0666666666666667,"0.05",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101264","Ammoniacal nitrogen",0.0825,0.00600000000000001,10,1,5,4,8,0,"0","quarterly",0,"0.0825",NA,NA,"NH4",FALSE,"Gisborne"
"LAWA-101264","Chloride",10.85,1.05,10,1,5,4,8,0,"0","quarterly",0,"10.85",NA,NA,"Cl",FALSE,"Gisborne"
"LAWA-101264","E.coli",0.8,0,10,1,5,4,8,9,"<","quarterly",0.9,"<1.6","2","1","ECOLI",FALSE,"Gisborne"
"LAWA-101264","Electrical conductivity/salinity",565,9.5,10,1,5,4,8,0,"0","quarterly",0,"565",NA,NA,"NaCl",FALSE,"Gisborne"
"LAWA-101264","Nitrate nitrogen",0.8995,0.42,10,1,5,4,8,0,"0","quarterly",0,"0.8995",NA,NA,"NO3",FALSE,"Gisborne"
"LAWA-101266","Ammoniacal nitrogen",0.005,0,9,1,5,3,4,2,"0","quarterly",0.222222222222222,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101266","Chloride",5.9,0.2,9,1,5,3,4,0,"0","quarterly",0,"5.9",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101266","Dissolved reactive phosphorus",0.023,0.002,9,1,5,3,4,0,"0","quarterly",0,"0.023",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101266","E.coli",1,0,5,0,3,3,4,3,"<","quarterly",0.6,"<2","2","1","ECOLI",FALSE,"West Coast"
"LAWA-101266","Electrical conductivity/salinity",64.3,3.4,10,2,5,3,4,0,"0","quarterly",0,"64.3",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101266","Nitrate nitrogen",1.52,0.21,9,1,5,3,4,0,"0","quarterly",0,"1.52",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101267","Ammoniacal nitrogen",0.005,0,9,1,5,3,5,2,"0","quarterly",0.222222222222222,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101267","Chloride",7.7,0.9,9,1,5,3,5,0,"0","quarterly",0,"7.7",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101267","Dissolved reactive phosphorus",0.0036,8e-04,9,1,5,3,5,1,"0","quarterly",0.111111111111111,"0.0036",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101267","E.coli",1,0,5,0,3,3,4,2,"0","quarterly",0.4,"1","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101267","Electrical conductivity/salinity",103.5,7.5,10,2,5,3,5,0,"0","quarterly",0,"103.5",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101267","Nitrate nitrogen",2.7,0.76,9,1,5,3,5,0,"0","quarterly",0,"2.7",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101268","Ammoniacal nitrogen",0.006,0.0035,10,2,5,3,6,2,"0","quarterly",0.2,"0.006",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101268","Chloride",3.1,0.3,10,2,5,3,6,0,"0","quarterly",0,"3.1",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101268","Dissolved reactive phosphorus",0.001,0,10,2,5,3,6,2,"0","quarterly",0.2,"0.001",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101268","E.coli",1.5,0.5,6,0,4,3,5,2,"0","quarterly",0.333333333333333,"1.5","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101268","Electrical conductivity/salinity",60.8,4.9,10,2,5,3,6,0,"0","quarterly",0,"60.8",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101268","Nitrate nitrogen",0.37,0.095,10,2,5,3,6,0,"0","quarterly",0,"0.37",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101269","Ammoniacal nitrogen",0.005,0,9,1,5,3,4,1,"0","quarterly",0.111111111111111,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101269","Chloride",5.7,1,9,1,5,3,4,0,"0","quarterly",0,"5.7",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101269","Dissolved reactive phosphorus",0.0024,5e-04,9,1,5,3,4,2,"0","quarterly",0.222222222222222,"0.0024",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101269","E.coli",1.5,0.5,6,0,3,3,4,2,"0","quarterly",0.333333333333333,"1.5","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101269","Electrical conductivity/salinity",90.5,5,10,2,5,3,4,0,"0","quarterly",0,"90.5",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101269","Nitrate nitrogen",2.55,0.76,10,2,5,3,4,0,"0","quarterly",0,"2.55",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101270","Ammoniacal nitrogen",0.005,0,9,1,5,3,5,2,"0","quarterly",0.222222222222222,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101270","Chloride",4.8,0.0999999999999996,9,1,5,3,5,0,"0","quarterly",0,"4.8",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101270","Dissolved reactive phosphorus",0.0013,8e-04,9,1,5,3,5,4,"0","quarterly",0.444444444444444,"0.0013",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101270","E.coli",1.5,0.5,4,0,3,3,3,1,"0","quarterly",0.25,"1.5","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101270","Electrical conductivity/salinity",113.5,4.4,10,2,5,3,5,0,"0","quarterly",0,"113.5",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101270","Nitrate nitrogen",8.05,0.5,10,2,5,3,5,0,"0","quarterly",0,"8.05",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101271","Ammoniacal nitrogen",0.005,0,10,2,5,3,5,1,"0","quarterly",0.1,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101271","Chloride",6.95,0.65,10,2,5,3,5,0,"0","quarterly",0,"6.95",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101271","Dissolved reactive phosphorus",0.0013,8e-04,10,2,5,3,5,3,"0","quarterly",0.3,"0.0013",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101271","E.coli",1,0,5,0,4,2,3,2,"0","quarterly",0.4,"1","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101271","Electrical conductivity/salinity",110,6.55,10,2,5,3,5,0,"0","quarterly",0,"110",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101271","Nitrate nitrogen",5.6,1,11,2,5,3,5,0,"0","quarterly",0,"5.6",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101272","Ammoniacal nitrogen",0.005,0,9,1,5,3,6,1,"0","quarterly",0.111111111111111,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101272","Chloride",8.1,1.1,9,1,5,3,6,0,"0","quarterly",0,"8.1",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101272","Dissolved reactive phosphorus",0.0158,0.002,9,1,5,3,6,0,"0","quarterly",0,"0.0158",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101272","E.coli",1,0,5,0,3,3,4,3,"<","quarterly",0.6,"<2","2","1","ECOLI",FALSE,"West Coast"
"LAWA-101272","Electrical conductivity/salinity",114.2,6.95,10,2,5,3,6,0,"0","quarterly",0,"114.2",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101272","Nitrate nitrogen",5.6,0.35,10,2,5,3,6,0,"0","quarterly",0,"5.6",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101273","Ammoniacal nitrogen",0.005,0,10,2,5,2,4,1,"0","quarterly",0.1,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101273","Chloride",28,2.5,10,2,5,2,4,0,"0","quarterly",0,"28",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101273","Dissolved reactive phosphorus",0.00325,6e-04,10,2,5,2,4,1,"0","quarterly",0.1,"0.00325",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101273","E.coli",2,0,7,0,4,2,3,1,"0","quarterly",0.142857142857143,"2","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101273","Electrical conductivity/salinity",189.25,5.40000000000001,10,2,5,2,4,0,"0","quarterly",0,"189.25",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101273","Nitrate nitrogen",4.6,0.5,9,1,5,2,4,0,"0","quarterly",0,"4.6",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101274","Ammoniacal nitrogen",0.1595,0.0225,10,2,5,2,4,1,"0","quarterly",0.1,"0.1595",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101274","Chloride",19.45,5.25,10,2,5,2,4,0,"0","quarterly",0,"19.45",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101274","Dissolved reactive phosphorus",0.00445,0.00255,10,2,5,2,4,1,"0","quarterly",0.1,"0.00445",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101274","E.coli",2,0,7,0,4,2,3,2,"0","quarterly",0.285714285714286,"2","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101274","Electrical conductivity/salinity",133.45,29.4,10,2,5,2,4,0,"0","quarterly",0,"133.45",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101274","Nitrate nitrogen",0.0029,0.002,10,2,5,2,4,2,"0","quarterly",0.2,"0.0029",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101275","Ammoniacal nitrogen",0.128,0.0925,10,2,5,2,4,1,"0","quarterly",0.1,"0.128",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101275","Chloride",44,5.5,10,2,5,2,4,0,"0","quarterly",0,"44",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101275","Dissolved reactive phosphorus",0.01215,0.0036,10,2,5,2,4,0,"0","quarterly",0,"0.01215",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101275","E.coli",2,0,7,0,4,2,3,2,"0","quarterly",0.285714285714286,"2","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101275","Electrical conductivity/salinity",354.5,46,10,2,5,2,4,0,"0","quarterly",0,"354.5",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101275","Nitrate nitrogen",8.95,1.65,10,2,5,2,4,0,"0","quarterly",0,"8.95",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101276","Ammoniacal nitrogen",0.005,0,10,2,5,2,4,2,"0","quarterly",0.2,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101276","Chloride",14.45,1.65,10,2,5,2,4,0,"0","quarterly",0,"14.45",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101276","Dissolved reactive phosphorus",0.0014,4e-04,10,2,5,2,4,2,"0","quarterly",0.2,"0.0014",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101276","E.coli",2,0,7,0,4,2,3,2,"0","quarterly",0.285714285714286,"2","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101276","Electrical conductivity/salinity",139,6.5,10,2,5,2,4,0,"0","quarterly",0,"139",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101276","Nitrate nitrogen",6.65,1.5,10,2,5,2,4,0,"0","quarterly",0,"6.65",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101277","Ammoniacal nitrogen",0.005,0,10,2,5,3,4,1,"0","quarterly",0.1,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101277","Chloride",2.3,0.2,10,2,5,3,4,0,"0","quarterly",0,"2.3",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101277","Dissolved reactive phosphorus",0.0029,0.00065,10,2,5,3,4,1,"0","quarterly",0.1,"0.0029",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101277","E.coli",1,0.25,4,0,4,2,3,3,"<","quarterly",0.75,"<2","2","1","ECOLI",FALSE,"West Coast"
"LAWA-101277","Electrical conductivity/salinity",78,4.5,10,2,5,3,4,0,"0","quarterly",0,"78",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101277","Nitrate nitrogen",1.06,0.075,10,2,5,3,4,0,"0","quarterly",0,"1.06",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101278","Ammoniacal nitrogen",0.043,0.0405,9,1,5,3,5,1,"0","quarterly",0.111111111111111,"0.043",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101278","Chloride",9.4,0.9,9,1,5,3,5,0,"0","quarterly",0,"9.4",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101278","Dissolved reactive phosphorus",0.001,5e-04,9,1,5,3,5,3,"0","quarterly",0.333333333333333,"0.001",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101278","E.coli",1,0.5,7,0,4,3,5,3,"0","quarterly",0.428571428571429,"1","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101278","Electrical conductivity/salinity",119.6,12.75,10,2,5,3,5,0,"0","quarterly",0,"119.6",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101278","Nitrate nitrogen",3.065,2.385,10,2,5,3,5,0,"0","quarterly",0,"3.065",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101279","Ammoniacal nitrogen",0.005,0,10,1,5,4,6,2,"0","quarterly",0.2,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101279","Chloride",8.5,1.6,10,1,5,4,6,0,"0","quarterly",0,"8.5",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101279","Dissolved reactive phosphorus",0.00125,0.00075,10,1,5,4,6,4,"0","quarterly",0.4,"0.00125",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101279","E.coli",1,0,6,0,3,4,5,4,"<","quarterly",0.666666666666667,"<2","2","1","ECOLI",FALSE,"West Coast"
"LAWA-101279","Electrical conductivity/salinity",105.15,3,10,1,5,4,6,0,"0","quarterly",0,"105.15",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101279","Nitrate nitrogen",4.75,0.65,10,1,5,4,6,0,"0","quarterly",0,"4.75",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101280","Ammoniacal nitrogen",0.005,0.002,9,1,5,3,5,3,"0","quarterly",0.333333333333333,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101280","Chloride",4,0.8,9,1,5,3,5,0,"0","quarterly",0,"4",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101280","Dissolved reactive phosphorus",0.001,1e-04,9,1,5,3,5,3,"0","quarterly",0.333333333333333,"0.001",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101280","E.coli",2,0,5,0,3,3,4,0,"0","quarterly",0,"2","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101280","Electrical conductivity/salinity",57.9,4,10,2,5,3,5,0,"0","quarterly",0,"57.9",NA,NA,"NaCl",FALSE,"West Coast"
"LAWA-101280","Nitrate nitrogen",0.68,0.44,10,2,5,3,5,0,"0","quarterly",0,"0.68",NA,NA,"NO3",FALSE,"West Coast"
"LAWA-101281","Ammoniacal nitrogen",0.005,0,9,1,5,3,5,1,"0","quarterly",0.111111111111111,"0.005",NA,NA,"NH4",FALSE,"West Coast"
"LAWA-101281","Chloride",4.5,0.0999999999999996,9,1,5,3,5,0,"0","quarterly",0,"4.5",NA,NA,"Cl",FALSE,"West Coast"
"LAWA-101281","Dissolved reactive phosphorus",0.0121,9e-04,9,1,5,3,5,0,"0","quarterly",0,"0.0121",NA,NA,"DRP",FALSE,"West Coast"
"LAWA-101281","E.coli",1,0,4,0,3,3,3,2,"0","quarterly",0.5,"1","1","1","ECOLI",FALSE,"West Coast"
"LAWA-101281","Electrical conductivity/salinity",81.05,1,10,2,5,3,5,0,"0","quarterly",0,"81.05",NA,NA,"NaCl",FALSE,"West Coast"
