"CouncilSiteID","Date","Value","Method","Measurement","Censored","centype"
"lake dunstan at dead mans point","16-Jun-09",0.09,"","TN",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Jun-09",2,"","CHLA",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-09",4,"","ECOLI",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Jun-09",7.6,"","pH",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Jun-14",0.004,"","TP",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-14",0.01,"","NH4N",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-14",0.11,"","TN",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-14",3,"","CHLA",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-14",3,"","ECOLI",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Jun-14",7.6,"","pH",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Jun-15",0.004,"","TP",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-15",0.005,"","NH4N",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-15",0.05,"","TN",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Jun-15",1.6,"","ECOLI",TRUE,"Left"
"lake dunstan at dead mans point","16-Jun-15",1.7,"","CHLA",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Jun-15",7.9,"","pH",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Oct-07",0.006,"","TP",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Oct-07",0.01,"","NH4N",TRUE,"Left"
"lake dunstan at dead mans point","16-Oct-07",0.08,"","TN",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Oct-07",1,"","ECOLI",TRUE,"Left"
"lake dunstan at dead mans point","16-Oct-07",1.9,"","CHLA",TRUE,"Left"
"lake dunstan at dead mans point","16-Oct-07",7.9,"","pH",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Oct-12",0.004,"","TP",TRUE,"Left"
"lake dunstan at dead mans point","16-Oct-12",0.01,"","NH4N",TRUE,"Left"
"lake dunstan at dead mans point","16-Oct-12",0.11,"","TN",TRUE,"Left"
"lake dunstan at dead mans point","16-Oct-12",2,"","ECOLI",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Oct-12",3,"","CHLA",TRUE,"Left"
"lake dunstan at dead mans point","16-Oct-12",7.8,"","pH",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Oct-18",6e-04,"","CHLA",FALSE,"FALSE"
"lake dunstan at dead mans point","16-Oct-18",0.004,"","TP",FALSE,"FALSE"
