"LAWAID","SiteName","Year","Parameter","Value","Band"
"trc-00010","WA3","2015to2019","Ammoniacal95",0.0577836994893238,NA
"trc-00011","Waiwhakaiho at Egmont Village","2015to2019","Ammoniacal95",0.0609763063253649,NA
"trc-00050","Whenuakura at Nicholson Rd","2015to2019","Ammoniacal95",0.0453455886171262,NA
"wcrc-00001","Deep Ck @ Arnold Vly Rd Br","2015to2019","Ammoniacal95",0.0972762998106761,NA
"wcrc-00002","Molloy Ck @ Rail Line","2015to2019","Ammoniacal95",0.00378655462184874,NA
"wcrc-00003","Nelson Ck @ Swimming Hole Reserve","2015to2019","Ammoniacal95",0.00472323470554603,NA
"wcrc-00004","Ford Ck @ Blackball-Taylorville Rd","2015to2019","Ammoniacal95",0.033179829835301,NA
"wcrc-00005","Burkes Ck @ SH69","2015to2019","Ammoniacal95",0.0176890429598912,NA
"wcrc-00006","Mawheraiti Rv @ SH7 Maimai","2015to2019","Ammoniacal95",0.0328684333323161,NA
"wcrc-00007","Sawyers Ck @ Dixon Pk","2015to2019","Ammoniacal95",0.0118765488319721,NA
"wcrc-00008","Sawyers Ck @ Bush Fringe","2015to2019","Ammoniacal95",0.00446845010669972,NA
"wcrc-00009","Seven Mile Ck @ Dunollie 400m u/s Ox Pd","2015to2019","Ammoniacal95",NA,NA
"wcrc-00010","Seven Mile Ck @ 300m d/s Raleigh Ck","2015to2019","Ammoniacal95",NA,NA
"wcrc-00011","Seven Mile Ck @ u/s Tillers Mine Ck","2015to2019","Ammoniacal95",NA,NA
"wcrc-00012","Seven Mile Ck @ SH6 Rapahoe","2015to2019","Ammoniacal95",NA,NA
"wcrc-00013","Duck Ck @ Kokatahi-Kowhitirangi Rd Br","2015to2019","Ammoniacal95",0.0379012305908125,NA
"wcrc-00014","Harris Ck @ Mulvaney Rd","2015to2019","Ammoniacal95",0.460618123914302,NA
"wcrc-00015","Murray Ck @ Ford Rd S","2015to2019","Ammoniacal95",0.102076632575621,NA
"wcrc-00016","Bradshaws Ck @ Bradshaw Rd","2015to2019","Ammoniacal95",0.0377688491222118,NA
"wcrc-00018","Orowaiti Rv @ Excelsior Rd","2015to2019","Ammoniacal95",0.0318496684333154,NA
"wcrc-00019","Orowaiti Rv @ Keoghans Rd","2015to2019","Ammoniacal95",0.0136925643715922,NA
"wcrc-00020","Ellis Ck @ 50m d/s Ferry Rd Br","2015to2019","Ammoniacal95",NA,NA
"wcrc-00021","Berry Ck @ N Brch Wanganui Flat Rd","2015to2019","Ammoniacal95",NA,NA
"wcrc-00022","La Fontaine Stm @ Airstrip Fishing Access","2015to2019","Ammoniacal95",NA,NA
"wcrc-00023","La Fontaine Stm @ Herepo Fishing Access","2015to2019","Ammoniacal95",NA,NA
"wcrc-00024","Okutua Ck @ New Rd Br-Okarito Forest","2015to2019","Ammoniacal95",NA,NA
"wcrc-00025","Unnamed Ck @ Adamson Rd Whataroa","2015to2019","Ammoniacal95",NA,NA
"wcrc-00026","Vickers Ck @ Whataroa N Base","2015to2019","Ammoniacal95",NA,NA
"wcrc-00027","Baker Ck @ Baker Ck Rd","2015to2019","Ammoniacal95",0.00755572604454089,NA
"wcrc-00028","Baker Ck @ Oparara Rd","2015to2019","Ammoniacal95",0.091614380581635,NA
"wcrc-00029","Page Stm @ Chasm Ck Walkway","2015to2019","Ammoniacal95",NA,NA
"wcrc-00030","Blackwater Ck @ Farm 846","2015to2019","Ammoniacal95",0.258180558537737,NA
"wcrc-00031","Arnold Rv @ Blairs Rd No. 2 Br","2015to2019","Ammoniacal95",0.00524073995562527,NA
"wcrc-00032","Arnold Rv @ Kotuku Fishing Access","2015to2019","Ammoniacal95",0.0169189350140195,NA
"wcrc-00033","Crooked Rv @ Rotomanu-Bell Hill Rd","2015to2019","Ammoniacal95",0.00401531634522009,NA
"wcrc-00036","Hohonu Rv @ Mitchells-Kumara Rd Br","2015to2019","Ammoniacal95",0.0031896511763587,NA
"wcrc-00037","Orangipuku Rv @ Mouth","2015to2019","Ammoniacal95",0.0100803639275727,NA
"wcrc-00038","Poerua Rv @ Station Rd end","2015to2019","Ammoniacal95",0.0102645485005584,NA
"wcrc-00039","Crooked Rv @ Te Kinga","2015to2019","Ammoniacal95",0.00938244807626829,NA
"wcrc-00040","Hohonu Rv @ Mouth","2015to2019","Ammoniacal95",0.00465338519348671,NA
"arc-00001","44603","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00003","45313","2015to2019","Ammoniacal95_Band",NA,"B"
"arc-00004","7830","2015to2019","Ammoniacal95_Band",NA,"B"
"arc-00005","6811","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00006","6804","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00008","6604","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00009","43829","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00010","8110","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00013","7904","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00014","8219","2015to2019","Ammoniacal95_Band",NA,"C"
"arc-00015","8214","2015to2019","Ammoniacal95_Band",NA,"B"
"arc-00016","8205","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00018","8217","2015to2019","Ammoniacal95_Band",NA,"B"
"arc-00019","8215","2015to2019","Ammoniacal95_Band",NA,"C"
"arc-00021","43856","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00022","43807","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00024","7506","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00026","7104","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00027","7206","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00028","43601","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00029","438100","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00030","8568","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00031","45373","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00033","45505","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00034","8249","2015to2019","Ammoniacal95_Band",NA,"B"
"arc-00035","45415","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00036","8019","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00038","7171","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00039","74401","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00040","74701","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00074","7811","2015to2019","Ammoniacal95_Band",NA,"B"
"arc-00082","AK2","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00090","8516","2015to2019","Ammoniacal95_Band",NA,"A"
"arc-00133","7502","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00001","AVON05","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00002","AVON06","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00003","AVON07","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00004","AVON12","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00005","AVON08","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00006","AVON09","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00007","AVON04","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00008","AVON10","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00009","AVON03","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00010","AVON11","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00011","AVON13","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00012","AVON01","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00013","AVON02","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00014","HEATH08","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00015","HEATH09","2015to2019","Ammoniacal95_Band",NA,"C"
"ccc-00016","HEATH10","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00017","HEATH14","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00018","HEATH06","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00019","HEATH16","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00020","HEATH05","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00021","HEATH07","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00022","HEATH04","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00023","HEATH03","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00024","HEATH12","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00026","HEATH02","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00027","HEATH01","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00028","STYX01","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00029","STYX02","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00030","STYX03","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00031","STYX04","2015to2019","Ammoniacal95_Band",NA,"C"
"ccc-00032","STYX05","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00033","STYX06","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00034","STYX07","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00035","STYX08","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00036","HALS03","2015to2019","Ammoniacal95_Band",NA,"B"
"ccc-00037","HALS05","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00038","HALS04","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00039","OTUKAI01","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00040","OTUKAI02","2015to2019","Ammoniacal95_Band",NA,"A"
"ccc-00041","OUT01","2015to2019","Ammoniacal95_Band",NA,"C"
"ccc-00042","OTUKAI03","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00001","BQ966369","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00002","RN123610","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00003","FN834668","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00005","DO406909","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00006","DP784306","2015to2019","Ammoniacal95_Band",NA,"B"
"ebop-00009","CO543022","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00010","EL174017","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00012","FL230406","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00013","DO047598","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00014","OK300616","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00016","GN922883","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00017","GN849464","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00019","EK598179","2015to2019","Ammoniacal95_Band",NA,"B"
"ebop-00021","JK491452","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00022","SO991920","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00023","EP623312","2015to2019","Ammoniacal95_Band",NA,"B"
"ebop-00024","IK555889","2015to2019","Ammoniacal95_Band",NA,NA
"ebop-00025","IL818464","2015to2019","Ammoniacal95_Band",NA,"B"
"ebop-00026","BQ711622","2015to2019","Ammoniacal95_Band",NA,NA
"ebop-00027","BQ708712","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00028","BR809582","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00030","BS961133","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00031","LK149881","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00032","DO712717","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00033","DO686858","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00035","CP466747","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00036","CO938527","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00037","DP281304","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00038","HN674689","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00039","EO451883","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00040","BQ739463","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00041","LK082095","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00042","KL998150","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00044","NK608503","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00045","GS4","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00047","GM781934","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00048","IG265664","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00050","JM102399","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00051","GJ662805","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00052","BQ723939","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00053","IG691428","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00057","FO620177","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00062","MK307635","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00070","JL350292","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00101","RO629568","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00102","FD445529","2015to2019","Ammoniacal95_Band",NA,"A"
"ebop-00103","LI953392","2015to2019","Ammoniacal95_Band",NA,NA
"ebop-00104","FC231176","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00001","SQ10012","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00002","SQ10037","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00003","SQ10057","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00007","SQ10804","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00008","SQ10814","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00010","SQ10818","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00014","SQ20104","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00016","SQ20106","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00018","SQ20107","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00020","SQ20112","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00025","SQ20176","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00026","SQ20177","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00027","SQ20195","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00028","SQ20199","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00034","SQ20252","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00036","SQ20318","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00038","SQ20332","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00040","SQ20350","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00042","SQ20401","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00045","SQ20509","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00046","SQ20545","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00047","SQ20575","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00049","SQ20577","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00050","SQ20725","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00052","SQ21047","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00053","SQ21049","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00054","SQ21160","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00055","SQ21289","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00057","SQ21292","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00058","SQ21296","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00059","SQ21298","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00061","SQ21299","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00062","SQ21309","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00065","SQ26221","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00069","SQ26633","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00070","SQ30162","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00071","SQ30175","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00072","SQ30222","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00079","SQ30332","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00080","SQ30369","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00081","SQ30400","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00082","SQ30426","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00083","SQ30445","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00084","SQ30782","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00085","SQ30878","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00086","SQ30916","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00088","SQ30928","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00091","SQ30976","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00092","SQ30977","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00093","SQ30992","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00094","SQ31018","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00095","SQ31020","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00097","SQ32872","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00100","SQ33055","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00101","SQ33056","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00102","SQ33270","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00103","SQ33273","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00104","SQ33962","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00106","SQ34191","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00107","SQ34412","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00109","SQ34538","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00110","SQ34540","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00111","SQ34557","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00112","SQ34580","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00113","SQ34646","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00114","SQ34704","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00115","SQ34705","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00116","SQ34706","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00117","SQ10005","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00118","SQ10160","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00119","SQ10167","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00121","SQ10174","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00122","SQ10206","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00123","SQ10275","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00124","SQ10301","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00127","SQ22030","2015to2019","Ammoniacal95_Band",NA,"C"
"ecan-00128","SQ26368","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00129","SQ26369","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00130","SQ30011","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00134","SQ30184","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00135","SQ34626","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00136","SQ34711","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00137","SQ34865","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00138","SQ34866","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00139","SQ34869","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00140","SQ34884","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00141","SQ34903","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00145","SQ26931","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00146","SQ26932","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00148","SQ30390","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00149","SQ30707","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00151","SQ30945","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00152","SQ32732","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00153","SQ33148","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00154","SQ33899","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00155","SQ34569","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00156","SQ35156","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00157","SQ35157","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00160","SQ35172","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00161","SQ35173","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00162","SQ35174","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00163","SQ35234","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00164","SQ35235","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00168","SQ35080","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00169","SQ35873","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00170","SQ35874","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00171","SQ35875","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00172","SQ34417","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00173","SQ34418","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00174","SQ35872","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00175","SQ30215","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00176","SQ33274","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00177","SQ21044","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00178","SQ21045","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00179","SQ21046","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00180","SQ20450","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00181","SQ20175","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00182","SQ20541","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00183","SQ21254","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00184","SQ20785","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00185","SQ35119","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00186","SQ35792","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00187","SQ35876","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00188","SQ35871","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00189","SQ34905","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00190","SQ35236","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00191","SQ35545","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00192","SQ35818","2015to2019","Ammoniacal95_Band",NA,NA
"ecan-00193","SQ35798","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00194","SQ26242","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00195","SQ35800","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-00240","CH1","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-00262","TK2","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-10005","HEATH11","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-10026","SQ20203","2015to2019","Ammoniacal95_Band",NA,"B"
"ecan-10028","CH4","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-10029","SQ20606","2015to2019","Ammoniacal95_Band",NA,"A"
"ecan-10086","SQ33476","2015to2019","Ammoniacal95_Band",NA,NA
"es-00001","DN9","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00002","Mararoa River at Weir Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00003","Mararoa River at South Mavora Lake","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00004","Aparima River at Dunrobin","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00006","Cascade Stream at Pourakino Valley Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00008","Otautau Stream at Otautau-Tuatapere Road","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00009","Oreti River at Three Kings","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00010","DN8","2015to2019","Ammoniacal95_Band",NA,NA
"es-00011","DN7","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00012","Cromel Stream at Selbie Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00013","Irthing Stream at Ellis Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00014","Winton Stream at Lochiel","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00015","Makarewa River at Wallacetown","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00016","Dunsdale Stream at Dunsdale Reserve","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00017","Waikiwi Stream at North Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00018","Waihopai River u/s Queens Drive","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00019","Otepuni Creek at Nith Street","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00021","Mataura River at Mataura Island Bridge","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00022","Mataura River 200m d/s Mataura Bridge","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00024","DN6","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00025","Waikaia River at Waipounamu Bridge Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00026","Waikaia River u/s Piano Flat","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00027","Waikaka Stream at Gore","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00028","Mokoreta River at Wyndham River Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00029","Mimihau Stream Tributary at Venlaw Forest","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00030","Otamita Stream at Mandeville","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00033","Waikopikopiko Stream at Haldane CurioBay","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00034","Waikawa River at Progress Valley","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00035","Waimatuku Stream at Lorneville Riverton Hwy","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00036","Oteramika Stream at Seaward Downs","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00037","Mataura River at Gore","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00042","Waikaia River at Waikaia","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00043","Upukerora River at Te Anau Milford Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00044","Mimihau Stream at Wyndham","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00045","Mararoa River at The Key","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00046","Otapiri Stream at Otapiri Gorge","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00047","Makarewa River at Lora Gorge Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00048","Bog Burn d/s Hundred Line Road","2015to2019","Ammoniacal95_Band",NA,"A"
"es-00049","Tussock Creek at Cooper Road","2015to2019","Ammoniacal95_Band",NA,"B"
"es-00051","Pourakino River at Traill Road","2015to2019","Ammoniacal95_Band",NA,"A"
