"Site","Bore","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"LAWA-100779","E45/0010","Chloride","2016-03-09","2016-03-09","1","25","25"
"LAWA-100779","E45/0010","Dissolved reactive phosphorus","2016-03-09","2016-03-09","1","0.006","0.006"
"LAWA-100779","E45/0010","E.coli",NA,NA,"0","Inf","-Inf"
"LAWA-100779","E45/0010","Electrical conductivity/salinity","2016-03-09","2016-03-09","1","328","328"
"LAWA-100779","E45/0010","Nitrate nitrogen","2016-03-09","2016-03-09","2","4.9","4.9"
"LAWA-100779","E45/0010","Nitrogen - Other","2016-03-09","2016-03-09","3","0.001","5.1"
"LAWA-100779","E45/0010","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100757","E45/0011","Ammoniacal nitrogen","2015-03-19","2019-06-19","18","0.005","0.005"
"LAWA-100757","E45/0011","Chloride","2015-03-19","2019-06-19","18","27","41"
"LAWA-100757","E45/0011","Dissolved reactive phosphorus","2015-03-19","2019-06-19","18","0.008","0.016"
"LAWA-100757","E45/0011","E.coli","2015-03-19","2019-06-19","18","0.5","1"
"LAWA-100757","E45/0011","Electrical conductivity/salinity","2015-03-19","2019-06-19","18","302","404"
"LAWA-100757","E45/0011","Nitrate nitrogen","2015-03-19","2019-06-19","36","8.6","16.6"
"LAWA-100757","E45/0011","Nitrogen - Other","2015-03-19","2019-06-19","48","0.001","16.8"
"LAWA-100757","E45/0011","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100758","E45/0012","Ammoniacal nitrogen","2015-03-19","2019-06-19","18","0.005","0.005"
"LAWA-100758","E45/0012","Chloride","2015-03-19","2019-06-19","18","21","23"
"LAWA-100758","E45/0012","Dissolved reactive phosphorus","2015-03-19","2019-06-19","18","0.032","0.05"
"LAWA-100758","E45/0012","E.coli","2015-03-19","2019-06-19","18","0.5","1"
"LAWA-100758","E45/0012","Electrical conductivity/salinity","2015-03-19","2019-06-19","18","253","264"
"LAWA-100758","E45/0012","Nitrate nitrogen","2015-03-19","2019-06-19","36","2.6","6.3"
"LAWA-100758","E45/0012","Nitrogen - Other","2015-03-19","2019-06-19","48","0.001","6.4"
"LAWA-100758","E45/0012","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100780","E45/0034","Ammoniacal nitrogen","2015-03-20","2019-06-19","17","0.005","0.005"
"LAWA-100780","E45/0034","Chloride","2015-03-20","2019-06-19","17","12.2","13.7"
"LAWA-100780","E45/0034","Dissolved reactive phosphorus","2015-03-20","2019-06-19","17","0.017","0.029"
"LAWA-100780","E45/0034","E.coli","2015-03-20","2019-06-19","17","0.5","2"
"LAWA-100780","E45/0034","Electrical conductivity/salinity","2015-03-20","2019-06-19","17","209","219"
"LAWA-100780","E45/0034","Nitrate nitrogen","2015-03-20","2019-06-19","34","0.001","0.004"
"LAWA-100780","E45/0034","Nitrogen - Other","2015-03-20","2019-06-19","51","0.001","0.055"
"LAWA-100780","E45/0034","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100766","E45/0055","Ammoniacal nitrogen","2015-03-18","2018-09-19","14","0.005","0.005"
"LAWA-100766","E45/0055","Chloride","2015-03-18","2018-09-19","14","19.2","30"
"LAWA-100766","E45/0055","Dissolved reactive phosphorus","2015-03-18","2018-09-19","14","0.002","0.01"
"LAWA-100766","E45/0055","E.coli","2015-03-18","2018-09-19","14","0.5","0.5"
"LAWA-100766","E45/0055","Electrical conductivity/salinity","2015-03-18","2018-09-19","14","242","281"
"LAWA-100766","E45/0055","Nitrate nitrogen","2015-03-18","2018-09-19","28","5.6","10.7"
"LAWA-100766","E45/0055","Nitrogen - Other","2015-03-18","2018-09-19","36","0.001","10.8"
"LAWA-100766","E45/0055","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100785","E45/0768","Ammoniacal nitrogen","2015-03-19","2019-06-19","18","0.005","0.014"
"LAWA-100785","E45/0768","Chloride","2015-03-19","2019-06-19","18","29","41"
"LAWA-100785","E45/0768","Dissolved reactive phosphorus","2015-03-19","2019-06-19","18","0.002","0.011"
"LAWA-100785","E45/0768","E.coli","2015-03-19","2019-06-19","18","0.5","5"
"LAWA-100785","E45/0768","Electrical conductivity/salinity","2015-03-19","2019-06-19","18","302","391"
"LAWA-100785","E45/0768","Nitrate nitrogen","2015-03-19","2019-06-19","36","8","16.6"
"LAWA-100785","E45/0768","Nitrogen - Other","2015-03-19","2019-06-19","48","0.001","16.6"
"LAWA-100785","E45/0768","Water Level",NA,NA,"0","Inf","-Inf"
"LAWA-100767","E46/0092","Ammoniacal nitrogen","2015-06-09","2019-06-19","13","0.005","0.023"
"LAWA-100767","E46/0092","Chloride","2015-06-09","2019-06-19","13","26","32"
"LAWA-100767","E46/0092","Dissolved reactive phosphorus","2015-06-09","2019-06-19","13","0.023","0.038"
"LAWA-100767","E46/0092","E.coli","2015-06-09","2019-06-19","13","0.5","96"
"LAWA-100767","E46/0092","Electrical conductivity/salinity","2015-06-09","2019-06-19","13","497","615"
