"Site","Bore","Var","StartDate","EndDate","nMeas","MinVal","MaxVal"
"LAWA-102078","BU24/0002","Ammoniacal nitrogen","2015-09-04","2019-09-03","5","0.005","0.017"
"LAWA-102078","BU24/0002","Chloride","2015-03-04","2019-12-16","22","1.9","4.1"
"LAWA-102078","BU24/0002","Dissolved reactive phosphorus","2015-09-04","2019-09-03","5","0.0137","0.0159"
"LAWA-102078","BU24/0002","E.coli","2015-03-04","2019-12-16","22","0.5","150"
"LAWA-102078","BU24/0002","Electrical conductivity/salinity","2015-03-04","2019-12-16","22","72","98"
"LAWA-102078","BU24/0002","Nitrate nitrogen","2015-03-04","2019-12-16","22","2.6","5.6"
"LAWA-102078","BU24/0002","Nitrogen - Other","2018-06-05","2019-03-20","3","0.001","0.16"
"LAWA-102044","BV24/0023","Ammoniacal nitrogen","2015-09-10","2019-09-11","6","0.005","0.005"
"LAWA-102044","BV24/0023","Chloride","2015-03-04","2019-12-17","22","5.3","8.2"
"LAWA-102044","BV24/0023","Dissolved reactive phosphorus","2015-09-10","2019-09-11","6","0.0076","0.015"
"LAWA-102044","BV24/0023","E.coli","2015-03-04","2019-12-17","22","0.5","2"
"LAWA-102044","BV24/0023","Electrical conductivity/salinity","2015-03-04","2019-12-17","22","134","193"
"LAWA-102044","BV24/0023","Nitrate nitrogen","2015-03-04","2019-12-17","29","0.8","7.6"
"LAWA-102044","BV24/0023","Nitrogen - Other","2018-06-08","2019-03-13","3","0.001","0.05"
"LAWA-102045","BV24/0024","Ammoniacal nitrogen","2015-09-10","2019-09-12","5","0.005","0.005"
"LAWA-102045","BV24/0024","Chloride","2015-03-04","2019-09-12","11","1.9","2.5"
"LAWA-102045","BV24/0024","Dissolved reactive phosphorus","2015-09-10","2019-09-12","5","0.0088","0.0105"
"LAWA-102045","BV24/0024","E.coli","2015-03-04","2019-09-12","11","0.5","0.5"
"LAWA-102045","BV24/0024","Electrical conductivity/salinity","2015-03-04","2019-09-12","11","108","114"
"LAWA-102045","BV24/0024","Nitrate nitrogen","2015-03-04","2019-09-12","11","0.15","0.24"
"LAWA-102045","BV24/0024","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102079","BV24/0028","Ammoniacal nitrogen","2016-09-08","2019-09-12","5","0.33","0.36"
"LAWA-102079","BV24/0028","Chloride","2016-06-23","2019-12-16","16","33","43"
"LAWA-102079","BV24/0028","Dissolved reactive phosphorus","2016-09-08","2019-09-12","5","0.22","0.33"
"LAWA-102079","BV24/0028","E.coli","2016-06-23","2019-12-16","16","0.5","1"
"LAWA-102079","BV24/0028","Electrical conductivity/salinity","2016-06-23","2019-12-16","16","540","618"
"LAWA-102079","BV24/0028","Nitrate nitrogen","2016-06-23","2019-12-16","16","0.001","0.73"
"LAWA-102079","BV24/0028","Nitrogen - Other","2018-06-08","2019-03-13","3","0.001","0.34"
"LAWA-102080","BV24/0069","Ammoniacal nitrogen","2017-09-26","2019-09-11","3","0.162","0.25"
"LAWA-102080","BV24/0069","Chloride","2016-12-15","2019-12-18","12","65","73"
"LAWA-102080","BV24/0069","Dissolved reactive phosphorus","2017-09-26","2019-09-11","3","0.68","0.78"
"LAWA-102080","BV24/0069","E.coli","2016-12-15","2019-12-18","12","0.5","1120"
"LAWA-102080","BV24/0069","Electrical conductivity/salinity","2016-12-15","2019-12-18","12","724","755"
"LAWA-102080","BV24/0069","Nitrate nitrogen","2016-12-15","2019-12-18","12","0.001","0.06"
"LAWA-102080","BV24/0069","Nitrogen - Other","2018-06-07","2019-03-13","3","0.001","0.46"
"LAWA-102047","BW24/0037","Ammoniacal nitrogen","2015-04-01","2019-10-04","10","0.005","0.016"
"LAWA-102047","BW24/0037","Chloride","2015-01-15","2019-10-04","24","50","88"
"LAWA-102047","BW24/0037","Dissolved reactive phosphorus","2015-10-23","2019-10-04","5","0.033","0.064"
"LAWA-102047","BW24/0037","E.coli","2015-01-15","2019-10-04","19","0.5","0.5"
"LAWA-102047","BW24/0037","Electrical conductivity/salinity","2015-01-15","2019-10-04","24","423","590"
"LAWA-102047","BW24/0037","Nitrate nitrogen","2015-01-15","2019-10-04","24","0.001","0.06"
"LAWA-102047","BW24/0037","Nitrogen - Other","2018-01-24","2018-07-17","2","0.001","0.05"
"LAWA-102462","BW24/0038","Ammoniacal nitrogen","2015-04-01","2019-10-04","10","0.005","0.058"
"LAWA-102462","BW24/0038","Chloride","2015-01-15","2019-10-04","16","6.6","10"
"LAWA-102462","BW24/0038","Dissolved reactive phosphorus","2015-10-23","2019-10-04","5","0.066","0.078"
"LAWA-102462","BW24/0038","E.coli","2015-01-15","2019-10-04","11","0.5","0.5"
"LAWA-102462","BW24/0038","Electrical conductivity/salinity","2015-01-15","2019-10-04","16","230","238"
"LAWA-102462","BW24/0038","Nitrate nitrogen","2015-01-15","2019-10-04","16","0.025","0.07"
"LAWA-102462","BW24/0038","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102463","BW24/0039","Ammoniacal nitrogen","2015-04-01","2019-10-04","10","0.005","0.05"
"LAWA-102463","BW24/0039","Chloride","2015-01-15","2019-10-04","16","4.9","9.3"
"LAWA-102463","BW24/0039","Dissolved reactive phosphorus","2015-10-23","2019-10-04","5","0.059","0.076"
"LAWA-102463","BW24/0039","E.coli","2015-01-15","2019-10-04","11","0.5","0.5"
"LAWA-102463","BW24/0039","Electrical conductivity/salinity","2015-01-15","2019-10-04","16","212","219"
"LAWA-102463","BW24/0039","Nitrate nitrogen","2015-01-15","2019-10-04","16","0.025","0.1"
"LAWA-102463","BW24/0039","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102464","BW24/0051","Ammoniacal nitrogen","2015-09-18","2019-09-10","9","0.005","0.032"
"LAWA-102464","BW24/0051","Chloride","2015-09-18","2019-09-10","9","50","55"
"LAWA-102464","BW24/0051","Dissolved reactive phosphorus","2015-09-18","2019-09-10","5","0.038","0.039"
"LAWA-102464","BW24/0051","E.coli","2015-09-18","2019-09-10","5","0.5","0.5"
"LAWA-102464","BW24/0051","Electrical conductivity/salinity","2015-09-18","2019-09-10","9","434","463"
"LAWA-102464","BW24/0051","Nitrate nitrogen","2015-09-18","2019-09-10","9","0.025","0.07"
"LAWA-102464","BW24/0051","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102465","BW24/0274","Ammoniacal nitrogen","2016-10-31","2019-12-11","4","0.005","0.005"
"LAWA-102465","BW24/0274","Chloride","2015-08-07","2019-12-11","5","5.7","6.2"
"LAWA-102465","BW24/0274","Dissolved reactive phosphorus","2016-10-31","2019-12-11","4","0.0091","0.023"
"LAWA-102465","BW24/0274","E.coli","2015-08-07","2019-12-11","6","0.5","0.5"
"LAWA-102465","BW24/0274","Electrical conductivity/salinity","2015-08-07","2019-12-11","6","133","1340"
"LAWA-102465","BW24/0274","Nitrate nitrogen","2015-08-07","2019-12-11","5","1","1.24"
"LAWA-102465","BW24/0274","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102081","BX21/0017","Ammoniacal nitrogen","2019-11-25","2019-11-25","1","0.005","0.005"
"LAWA-102081","BX21/0017","Chloride","2018-05-21","2019-11-25","6","12.2","15.4"
"LAWA-102081","BX21/0017","Dissolved reactive phosphorus","2018-05-21","2019-11-25","4","0.009","0.0125"
"LAWA-102081","BX21/0017","E.coli","2018-05-21","2019-11-25","6","0.5","0.5"
"LAWA-102081","BX21/0017","Electrical conductivity/salinity","2018-05-21","2019-11-25","6","244","276"
"LAWA-102081","BX21/0017","Nitrate nitrogen","2018-05-21","2019-11-25","6","12.2","16"
"LAWA-102081","BX21/0017","Nitrogen - Other","2018-05-21","2019-08-28","5","0.001","15.5"
"LAWA-102466","BX22/0041","Ammoniacal nitrogen","2019-11-25","2019-11-25","1","0.005","0.005"
"LAWA-102466","BX22/0041","Chloride","2019-11-25","2019-11-25","1","10","10"
"LAWA-102466","BX22/0041","Dissolved reactive phosphorus","2019-11-25","2019-11-25","1","0.0043","0.0043"
"LAWA-102466","BX22/0041","E.coli","2019-11-25","2019-11-25","1","0.5","0.5"
"LAWA-102466","BX22/0041","Electrical conductivity/salinity","2019-11-25","2019-11-25","1","194","194"
"LAWA-102466","BX22/0041","Nitrate nitrogen","2019-11-25","2019-11-25","1","4.8","4.8"
"LAWA-102466","BX22/0041","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102082","BX22/0044","Ammoniacal nitrogen","2018-11-12","2019-11-25","2","0.005","0.005"
"LAWA-102082","BX22/0044","Chloride","2018-05-21","2019-11-25","7","7","10"
"LAWA-102082","BX22/0044","Dissolved reactive phosphorus","2018-05-21","2019-11-25","5","0.007","0.0088"
"LAWA-102082","BX22/0044","E.coli","2018-05-21","2019-11-25","7","0.5","3"
"LAWA-102082","BX22/0044","Electrical conductivity/salinity","2018-05-21","2019-11-25","7","177","208"
"LAWA-102082","BX22/0044","Nitrate nitrogen","2018-05-21","2019-11-25","7","3.9","6.6"
"LAWA-102082","BX22/0044","Nitrogen - Other","2018-05-21","2019-08-28","6","0.001","6.6"
"LAWA-102467","BX23/0270","Ammoniacal nitrogen","2016-12-05","2019-10-31","5","0.005","0.005"
"LAWA-102467","BX23/0270","Chloride","2016-12-05","2019-10-31","5","1.7","6.3"
"LAWA-102467","BX23/0270","Dissolved reactive phosphorus","2016-12-05","2019-10-31","5","0.0018","0.0036"
"LAWA-102467","BX23/0270","E.coli","2016-12-05","2019-10-31","4","0.5","1"
"LAWA-102467","BX23/0270","Electrical conductivity/salinity","2016-12-05","2019-10-31","5","87","120"
"LAWA-102467","BX23/0270","Nitrate nitrogen","2016-12-05","2019-10-31","5","0.18","1.03"
"LAWA-102467","BX23/0270","Nitrogen - Other","2017-07-26","2017-07-26","1","0.001","0.001"
"LAWA-102468","BX23/0761","Ammoniacal nitrogen","2017-08-10","2019-11-20","2","0.005","0.005"
"LAWA-102468","BX23/0761","Chloride","2017-08-10","2019-11-20","2","1.2","1.8"
"LAWA-102468","BX23/0761","Dissolved reactive phosphorus","2017-08-10","2019-11-20","2","0.0018","0.0022"
"LAWA-102468","BX23/0761","E.coli","2019-11-20","2019-11-20","1","0.5","0.5"
"LAWA-102468","BX23/0761","Electrical conductivity/salinity","2017-08-10","2019-11-20","2","72","82"
"LAWA-102468","BX23/0761","Nitrate nitrogen","2017-08-10","2019-11-20","2","0.13","0.169"
"LAWA-102468","BX23/0761","Nitrogen - Other","2017-08-10","2017-08-10","1","0.001","0.001"
"LAWA-102469","BX23/0762","Ammoniacal nitrogen","2017-08-10","2019-11-20","2","0.005","0.011"
"LAWA-102469","BX23/0762","Chloride","2017-08-10","2019-11-20","2","1.4","1.7"
"LAWA-102469","BX23/0762","Dissolved reactive phosphorus","2017-08-10","2019-11-20","2","0.0012","0.0069"
"LAWA-102469","BX23/0762","E.coli","2019-11-20","2019-11-20","1","0.5","0.5"
"LAWA-102469","BX23/0762","Electrical conductivity/salinity","2017-08-10","2019-11-20","2","74","85"
"LAWA-102469","BX23/0762","Nitrate nitrogen","2017-08-10","2019-11-20","2","0.08","0.144"
"LAWA-102469","BX23/0762","Nitrogen - Other","2017-08-10","2017-08-10","1","0.001","0.001"
"LAWA-102470","BX23/0763","Ammoniacal nitrogen","2017-08-03","2019-11-20","2","0.005","0.005"
"LAWA-102470","BX23/0763","Chloride","2017-08-03","2019-11-20","2","0.8","0.8"
"LAWA-102470","BX23/0763","Dissolved reactive phosphorus","2017-08-03","2019-11-20","2","0.0084","0.0108"
"LAWA-102470","BX23/0763","E.coli","2019-11-20","2019-11-20","1","0.5","0.5"
"LAWA-102470","BX23/0763","Electrical conductivity/salinity","2017-08-03","2019-11-20","2","71","73"
"LAWA-102470","BX23/0763","Nitrate nitrogen","2017-08-03","2019-11-20","2","0.11","0.111"
"LAWA-102470","BX23/0763","Nitrogen - Other","2017-08-03","2017-08-03","1","0.001","0.001"
"LAWA-102471","BX23/0768","Ammoniacal nitrogen","2017-09-21","2019-10-29","2","0.14","0.25"
"LAWA-102471","BX23/0768","Chloride","2017-09-21","2019-10-29","2","5.4","9.4"
"LAWA-102471","BX23/0768","Dissolved reactive phosphorus","2017-09-21","2019-10-29","2","0.001","0.0022"
"LAWA-102471","BX23/0768","E.coli","2019-10-29","2019-10-29","1","0.5","0.5"
"LAWA-102471","BX23/0768","Electrical conductivity/salinity","2017-09-21","2019-10-29","2","97","143"
"LAWA-102471","BX23/0768","Nitrate nitrogen","2017-09-21","2019-10-29","2","0.32","1.5"
"LAWA-102471","BX23/0768","Nitrogen - Other","2017-09-21","2017-09-21","1","0.016","0.016"
"LAWA-102472","BX23/0769","Ammoniacal nitrogen","2017-09-21","2019-10-29","2","0.005","0.015"
"LAWA-102472","BX23/0769","Chloride","2017-09-21","2019-10-29","2","3","12.1"
"LAWA-102472","BX23/0769","Dissolved reactive phosphorus","2017-09-21","2019-10-29","2","0.0012","0.0018"
"LAWA-102472","BX23/0769","E.coli","2019-10-29","2019-10-29","1","0.5","0.5"
"LAWA-102472","BX23/0769","Electrical conductivity/salinity","2017-09-21","2019-10-29","2","106","171"
"LAWA-102472","BX23/0769","Nitrate nitrogen","2017-09-21","2019-10-29","2","0.73","2.6"
"LAWA-102472","BX23/0769","Nitrogen - Other","2017-09-21","2017-09-21","1","0.074","0.074"
"LAWA-102473","BX23/0770","Ammoniacal nitrogen","2018-05-14","2019-10-29","2","0.005","0.011"
"LAWA-102473","BX23/0770","Chloride","2018-05-14","2019-10-29","2","2.9","3"
"LAWA-102473","BX23/0770","Dissolved reactive phosphorus","2018-05-14","2019-10-29","2","0.0016","0.0071"
"LAWA-102473","BX23/0770","E.coli","2019-10-29","2019-10-29","1","0.5","0.5"
"LAWA-102473","BX23/0770","Electrical conductivity/salinity","2018-05-14","2019-10-29","2","102","125"
"LAWA-102473","BX23/0770","Nitrate nitrogen","2018-05-14","2019-10-29","2","0.55","0.63"
"LAWA-102473","BX23/0770","Nitrogen - Other","2018-05-14","2018-05-14","1","0.003","0.003"
"LAWA-102474","BX23/0771","Ammoniacal nitrogen","2017-10-03","2019-10-24","2","0.005","0.023"
"LAWA-102474","BX23/0771","Chloride","2017-10-03","2019-10-24","2","1.8","5.3"
"LAWA-102474","BX23/0771","Dissolved reactive phosphorus","2017-10-03","2019-10-24","2","0.0011","0.0021"
"LAWA-102474","BX23/0771","E.coli","2019-10-24","2019-10-24","1","0.5","0.5"
"LAWA-102474","BX23/0771","Electrical conductivity/salinity","2017-10-03","2019-10-24","2","86","104"
"LAWA-102474","BX23/0771","Nitrate nitrogen","2017-10-03","2019-10-24","2","0.12","0.56"
"LAWA-102474","BX23/0771","Nitrogen - Other","2017-10-03","2017-10-03","1","0.003","0.003"
"LAWA-102475","BX23/0772","Ammoniacal nitrogen","2017-10-06","2019-10-24","2","0.005","0.019"
"LAWA-102475","BX23/0772","Chloride","2017-10-06","2019-10-24","2","1.7","3.2"
"LAWA-102475","BX23/0772","Dissolved reactive phosphorus","2017-10-06","2019-10-24","2","0.0036","0.0057"
"LAWA-102475","BX23/0772","E.coli","2019-10-24","2019-10-24","1","0.5","0.5"
"LAWA-102475","BX23/0772","Electrical conductivity/salinity","2017-10-06","2019-10-24","2","102","115"
"LAWA-102475","BX23/0772","Nitrate nitrogen","2017-10-06","2019-10-24","2","0.07","0.48"
"LAWA-102475","BX23/0772","Nitrogen - Other","2017-10-06","2017-10-06","1","0.004","0.004"
"LAWA-102476","BX23/0773","Ammoniacal nitrogen","2017-10-03","2019-10-24","3","0.014","0.048"
"LAWA-102476","BX23/0773","Chloride","2017-10-03","2019-10-24","3","2.4","46"
"LAWA-102476","BX23/0773","Dissolved reactive phosphorus","2017-10-03","2019-10-24","3","0.0075","0.0098"
"LAWA-102476","BX23/0773","E.coli","2019-10-24","2019-10-24","2","0.5","0.5"
"LAWA-102476","BX23/0773","Electrical conductivity/salinity","2017-10-03","2019-10-24","3","105","115"
"LAWA-102476","BX23/0773","Nitrate nitrogen","2017-10-03","2019-10-24","3","0.025","1.88"
"LAWA-102476","BX23/0773","Nitrogen - Other","2017-10-03","2017-10-03","1","0.006","0.006"
"LAWA-102477","BX23/0854","Ammoniacal nitrogen","2019-12-09","2019-12-09","1","0.005","0.005"
"LAWA-102477","BX23/0854","Chloride","2019-12-09","2019-12-09","1","15.2","15.2"
"LAWA-102477","BX23/0854","Dissolved reactive phosphorus","2019-12-09","2019-12-09","1","0.0037","0.0037"
"LAWA-102477","BX23/0854","E.coli","2019-12-09","2019-12-09","1","0.5","0.5"
"LAWA-102477","BX23/0854","Electrical conductivity/salinity","2019-12-09","2019-12-09","1","212","212"
"LAWA-102477","BX23/0854","Nitrate nitrogen","2019-12-09","2019-12-09","1","8.8","8.8"
"LAWA-102477","BX23/0854","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102478","BX24/0347","Ammoniacal nitrogen","2015-09-24","2019-10-30","7","0.005","0.005"
"LAWA-102478","BX24/0347","Chloride","2015-09-24","2019-10-30","7","15.2","18.3"
"LAWA-102478","BX24/0347","Dissolved reactive phosphorus","2015-09-24","2019-10-30","7","0.0015","0.0155"
"LAWA-102478","BX24/0347","E.coli","2015-09-24","2019-10-30","6","0.5","0.5"
"LAWA-102478","BX24/0347","Electrical conductivity/salinity","2015-09-24","2019-10-30","7","341","355"
"LAWA-102478","BX24/0347","Nitrate nitrogen","2015-09-24","2019-10-30","7","4.4","4.9"
"LAWA-102478","BX24/0347","Nitrogen - Other","2017-04-20","2017-04-20","1","0.001","0.001"
"LAWA-102615","BY19/0026","Ammoniacal nitrogen","2015-11-16","2019-11-18","6","0.005","0.013"
"LAWA-102615","BY19/0026","Chloride","2015-02-03","2019-11-18","21","2.4","8.7"
"LAWA-102615","BY19/0026","Dissolved reactive phosphorus","2015-11-16","2019-11-18","6","0.0027","0.022"
"LAWA-102615","BY19/0026","E.coli","2015-02-03","2019-11-18","21","0.5","5"
"LAWA-102615","BY19/0026","Electrical conductivity/salinity","2015-02-03","2019-11-18","21","95","174"
"LAWA-102615","BY19/0026","Nitrate nitrogen","2015-02-03","2019-11-18","21","1.83","7.2"
"LAWA-102615","BY19/0026","Nitrogen - Other","2018-02-08","2019-02-26","4","0.001","0.05"
"LAWA-102083","BY20/0148","Ammoniacal nitrogen","2016-09-09","2019-09-09","5","0.005","0.005"
"LAWA-102083","BY20/0148","Chloride","2016-06-29","2019-12-06","21","8.3","25"
"LAWA-102083","BY20/0148","Dissolved reactive phosphorus","2016-09-09","2019-09-09","5","0.0016","0.0053"
"LAWA-102083","BY20/0148","E.coli","2016-06-29","2019-12-06","21","0.5","2"
"LAWA-102083","BY20/0148","Electrical conductivity/salinity","2016-06-29","2019-12-06","21","277","346"
"LAWA-102083","BY20/0148","Nitrate nitrogen","2016-06-29","2019-12-06","21","3.9","16.7"
"LAWA-102083","BY20/0148","Nitrogen - Other","2017-12-15","2019-03-07","6","0.001","0.15"
"LAWA-102616","BY21/0199","Ammoniacal nitrogen","2016-09-14","2019-09-10","4","0.005","0.173"
"LAWA-102616","BY21/0199","Chloride","2016-09-14","2019-09-10","4","18.9","21"
"LAWA-102616","BY21/0199","Dissolved reactive phosphorus","2016-09-14","2019-09-10","4","5e-04","0.0019"
"LAWA-102616","BY21/0199","E.coli","2016-09-14","2019-09-10","4","0.5","0.5"
"LAWA-102616","BY21/0199","Electrical conductivity/salinity","2016-09-14","2019-09-10","4","364","420"
"LAWA-102616","BY21/0199","Nitrate nitrogen","2016-09-14","2019-09-10","4","17.1","19.3"
"LAWA-102616","BY21/0199","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102084","BY21/0228","Ammoniacal nitrogen","2017-09-12","2019-09-10","3","0.005","0.005"
"LAWA-102084","BY21/0228","Chloride","2017-03-02","2019-12-05","11","16.6","32"
"LAWA-102084","BY21/0228","Dissolved reactive phosphorus","2017-09-12","2019-09-10","3","0.0014","0.0048"
"LAWA-102084","BY21/0228","E.coli","2017-03-02","2019-12-05","11","0.5","0.5"
"LAWA-102084","BY21/0228","Electrical conductivity/salinity","2017-03-02","2019-12-05","11","237","423"
"LAWA-102084","BY21/0228","Nitrate nitrogen","2017-03-02","2019-12-05","11","0.26","5.5"
"LAWA-102084","BY21/0228","Nitrogen - Other","2017-12-08","2019-03-06","4","0.005","0.12"
"LAWA-102479","BY22/0031","Ammoniacal nitrogen","2016-06-30","2019-09-05","8","0.005","0.006"
"LAWA-102479","BY22/0031","Chloride","2016-06-30","2019-12-16","11","7.8","16.4"
"LAWA-102479","BY22/0031","Dissolved reactive phosphorus","2016-09-02","2019-09-05","4","5e-04","0.003"
"LAWA-102479","BY22/0031","E.coli","2016-09-02","2019-12-16","7","0.5","0.5"
"LAWA-102479","BY22/0031","Electrical conductivity/salinity","2016-09-02","2019-12-16","7","240","323"
"LAWA-102479","BY22/0031","Nitrate nitrogen","2016-06-30","2019-12-16","11","5.1","9.4"
"LAWA-102479","BY22/0031","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102480","BY22/0045","Ammoniacal nitrogen","2016-11-08","2019-12-03","4","0.005","0.015"
"LAWA-102480","BY22/0045","Chloride","2016-11-08","2019-12-03","4","1.5","4.9"
"LAWA-102480","BY22/0045","Dissolved reactive phosphorus","2016-11-08","2019-12-03","4","5e-04","0.0024"
"LAWA-102480","BY22/0045","E.coli","2016-11-08","2019-12-03","4","0.5","0.5"
"LAWA-102480","BY22/0045","Electrical conductivity/salinity","2016-11-08","2019-12-03","4","87","125"
"LAWA-102480","BY22/0045","Nitrate nitrogen","2016-11-08","2019-12-03","4","0.48","1.64"
"LAWA-102480","BY22/0045","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102481","BY22/0067","Ammoniacal nitrogen","2019-11-26","2019-11-26","1","0.018","0.018"
"LAWA-102481","BY22/0067","Chloride","2019-08-27","2019-11-26","2","23","34"
"LAWA-102481","BY22/0067","Dissolved reactive phosphorus","2019-11-26","2019-11-26","1","0.0033","0.0033"
"LAWA-102481","BY22/0067","E.coli","2019-08-27","2019-11-26","2","0.5","0.5"
"LAWA-102481","BY22/0067","Electrical conductivity/salinity","2019-08-27","2019-11-26","2","334","398"
"LAWA-102481","BY22/0067","Nitrate nitrogen","2019-08-27","2019-11-26","2","14.4","15.7"
"LAWA-102481","BY22/0067","Nitrogen - Other",NA,NA,"0","Inf","-Inf"
"LAWA-102085","BZ15/5017","Ammoniacal nitrogen","2015-02-10","2019-11-07","20","0.005","0.005"
"LAWA-102085","BZ15/5017","Chloride","2015-02-10","2019-11-07","21","1.1","3.1"
"LAWA-102085","BZ15/5017","Dissolved reactive phosphorus","2015-02-10","2019-11-07","21","0.0016","0.0038"
"LAWA-102085","BZ15/5017","E.coli","2015-02-10","2019-11-07","21","0.5","0.5"
"LAWA-102085","BZ15/5017","Electrical conductivity/salinity","2015-02-10","2019-11-07","21","68","83"
"LAWA-102085","BZ15/5017","Nitrate nitrogen","2015-02-10","2019-11-07","21","0.98","1.71"
"LAWA-102085","BZ15/5017","Nitrogen - Other","2018-05-09","2019-02-12","3","0.001","0.05"
"LAWA-102086","BZ15/5018","Ammoniacal nitrogen","2015-02-10","2019-11-08","20","0.005","0.011"
"LAWA-102086","BZ15/5018","Chloride","2015-02-10","2019-11-08","21","0.8","1.7"
"LAWA-102086","BZ15/5018","Dissolved reactive phosphorus","2015-02-10","2019-11-08","21","0.0011","0.006"
"LAWA-102086","BZ15/5018","E.coli","2015-02-10","2019-11-08","21","0.5","0.5"
"LAWA-102086","BZ15/5018","Electrical conductivity/salinity","2015-02-10","2019-11-08","21","74","89"
"LAWA-102086","BZ15/5018","Nitrate nitrogen","2015-02-10","2019-11-08","21","0.22","0.62"
"LAWA-102086","BZ15/5018","Nitrogen - Other","2018-05-09","2019-02-12","3","0.001","0.05"
"LAWA-102087","BZ15/5019","Ammoniacal nitrogen","2015-02-10","2019-11-07","19","0.005","0.005"
"LAWA-102087","BZ15/5019","Chloride","2015-02-10","2019-11-07","20","0.25","1.5"
"LAWA-102087","BZ15/5019","Dissolved reactive phosphorus","2015-02-10","2019-11-07","20","5e-04","0.004"
"LAWA-102087","BZ15/5019","E.coli","2015-02-10","2019-11-07","18","0.5","0.5"
"LAWA-102087","BZ15/5019","Electrical conductivity/salinity","2015-02-10","2019-11-07","20","21","30"
"LAWA-102087","BZ15/5019","Nitrate nitrogen","2015-02-10","2019-11-07","20","0.01","0.09"
"LAWA-102087","BZ15/5019","Nitrogen - Other","2018-05-09","2019-02-12","3","0.001","0.05"
"LAWA-102051","BZ16/0072","Ammoniacal nitrogen","2015-02-11","2019-11-07","22","0.005","0.005"
"LAWA-102051","BZ16/0072","Chloride","2015-02-11","2019-11-07","23","0.6","2"
"LAWA-102051","BZ16/0072","Dissolved reactive phosphorus","2015-02-11","2019-11-07","22","0.002","0.0092"
"LAWA-102051","BZ16/0072","E.coli","2015-02-11","2019-11-07","21","0.5","1"
"LAWA-102051","BZ16/0072","Electrical conductivity/salinity","2015-02-11","2019-11-07","23","60","65"
"LAWA-102051","BZ16/0072","Nitrate nitrogen","2015-02-11","2019-11-07","23","0.3","0.39"
"LAWA-102051","BZ16/0072","Nitrogen - Other","2018-05-09","2019-02-22","3","0.001","0.05"
"ECAN-00297","BZ16/0073","Ammoniacal nitrogen","2015-02-11","2019-11-06","19","0.005","0.013"
"ECAN-00297","BZ16/0073","Chloride","2015-02-11","2019-11-06","20","1.8","3.3"
"ECAN-00297","BZ16/0073","Dissolved reactive phosphorus","2015-02-11","2019-11-06","20","0.024","0.041"
"ECAN-00297","BZ16/0073","E.coli","2015-02-11","2019-11-06","20","0.5","1"
"ECAN-00297","BZ16/0073","Electrical conductivity/salinity","2015-02-11","2019-11-06","20","188","258"
"ECAN-00297","BZ16/0073","Nitrate nitrogen","2015-02-11","2019-11-06","20","0.42","4.2"
"ECAN-00297","BZ16/0073","Nitrogen - Other","2018-02-12","2019-02-12","4","0.001","0.24"
"LAWA-102088","CA15/5005","Ammoniacal nitrogen","2015-02-17","2019-11-07","20","0.005","0.016"
"LAWA-102088","CA15/5005","Chloride","2015-02-17","2019-11-07","21","0.7","2.2"
"LAWA-102088","CA15/5005","Dissolved reactive phosphorus","2015-02-17","2019-11-07","20","0.004","0.011"
"LAWA-102088","CA15/5005","E.coli","2015-02-17","2019-11-07","20","0.5","10"
"LAWA-102088","CA15/5005","Electrical conductivity/salinity","2015-02-17","2019-11-07","21","49","62"
"LAWA-102088","CA15/5005","Nitrate nitrogen","2015-02-17","2019-11-07","21","0.4","1.71"
"LAWA-102088","CA15/5005","Nitrogen - Other","2018-05-08","2019-02-13","3","0.001","0.05"
"LAWA-102089","CA15/5006","Ammoniacal nitrogen","2015-02-10","2019-11-07","20","0.005","0.034"
"LAWA-102089","CA15/5006","Chloride","2015-02-10","2019-11-07","21","1.2","2.9"
"LAWA-102089","CA15/5006","Dissolved reactive phosphorus","2015-02-10","2019-11-07","21","0.002","0.0064"
"LAWA-102089","CA15/5006","E.coli","2015-02-10","2019-11-07","20","0.5","0.5"
"LAWA-102089","CA15/5006","Electrical conductivity/salinity","2015-02-10","2019-11-07","21","95","119"
"LAWA-102089","CA15/5006","Nitrate nitrogen","2015-02-10","2019-11-07","21","1.04","2.6"
"LAWA-102089","CA15/5006","Nitrogen - Other","2018-05-08","2019-02-12","3","0.001","0.05"
"LAWA-102090","CA15/5007","Ammoniacal nitrogen","2015-02-10","2019-11-07","19","0.005","0.01"
"LAWA-102090","CA15/5007","Chloride","2015-02-10","2019-11-07","20","0.9","4.2"
"LAWA-102090","CA15/5007","Dissolved reactive phosphorus","2015-02-10","2019-11-07","20","0.0017","0.0075"
"LAWA-102090","CA15/5007","E.coli","2015-02-10","2019-11-07","20","0.5","29"
