"LAWAID","SiteName","Year","Parameter","Value","Band"
"hbrc-00012","Maraetotara River at Waimarama Road","Overall","E_coli95",887.199999999998,NA
"hbrc-00014","Karewarewa Stream at Paki Paki","Overall","E_coli95",17300,NA
"hbrc-00015","Mangaone River at Rissington","Overall","E_coli95",3869.99999999999,NA
"hbrc-00017","Tutaekuri River at Lawrence Hut","Overall","E_coli95",73.9999999999998,NA
"hbrc-00018","Mangatarata Stream at Mangatarata Road","Overall","E_coli95",2349.99999999999,NA
"hbrc-00019","Waipawa River at State Highway 50","Overall","E_coli95",412.499999999999,NA
"hbrc-00020","Mangaonuku Stream at Waipawa Tikokino Rd","Overall","E_coli95",250,NA
"hbrc-00021","Ngaruroro River at Whanawhana","Overall","E_coli95",119,NA
"hbrc-00022","Esk River at Berry Road","Overall","E_coli95",609.999999999999,NA
"hbrc-00023","Sandy Creek U/S Lake Tutira Outlet","Overall","E_coli95",2770,NA
"hbrc-00024","Aropaoanui River at Aropaoanui","Overall","E_coli95",1675,NA
"hbrc-00026","Mokomokonui Stream U/S Waipunga","Overall","E_coli95",173,NA
"hbrc-00028","Waiarua at S.H.5","Overall","E_coli95",110,NA
"hbrc-00029","Kopuawhara Stream at Railway Bridge","Overall","E_coli95",780,NA
"hbrc-00031","Ruakituri River at Sports Ground","Overall","E_coli95",4839.99999999999,NA
"hbrc-00032","Hangaroa River at Doneraille Park","Overall","E_coli95",5199.99999999999,NA
"hbrc-00033","Wairoa River at Railway Br.","Overall","E_coli95",2080,NA
"hbrc-00036","Taurekaitai Stream at Wallingford","Overall","E_coli95",2320,NA
"hbrc-00038","Ngaruroro River at Fernhill","Overall","E_coli95",2554.99999999999,NA
"hbrc-00039","Tukituki River at Ashcott Bridge S.H. 50","Overall","E_coli95",138,NA
"hbrc-00040","Waingongoro Stream at Waimarama Road","Overall","E_coli95",2290,NA
"hbrc-00041","Puhokio Stream at Te Apiti Rd","Overall","E_coli95",2820,NA
"hbrc-00042","Porangahau Stream at Oruawhara Road","Overall","E_coli95",560,NA
"hbrc-00043","HV2","Overall","E_coli95",1203.3,NA
"hbrc-00044","Tutaekuri Waimate Stm at Chesterhope","Overall","E_coli95",1355,NA
"hbrc-00046","Waikari River at Glenbrook Road","Overall","E_coli95",850,NA
"hbrc-00048","Ripia River U/S Mohaka","Overall","E_coli95",330,NA
"hbrc-00053","Mangakuri River at Kairakau","Overall","E_coli95",2210,NA
"hbrc-00055","Taharua Stream at Wrights Twin Culvert","Overall","E_coli95",443.999999999995,NA
"hbrc-00056","Taharua Stream at Wairango Rd","Overall","E_coli95",3100,NA
"hbrc-00059","Waitio Stream at Ohiti Road","Overall","E_coli95",283.999999999999,NA
"hbrc-00061","Ngaruroro River D/S Hawkes Bay Dairies","Overall","E_coli95",931.999999999997,NA
"hbrc-00062","Mohaka River U/S Taharua","Overall","E_coli95",21.3,NA
"hbrc-00063","Taipo Stream at Church Road","Overall","E_coli95",7000,NA
"hbrc-00067","Herehere Stream at Te Aute Road","Overall","E_coli95",15000,NA
"hbrc-00069","Taharua Stream at Red Hut Mohaka Confl","Overall","E_coli95",1040,NA
"hbrc-00070","Mohaka River D/S Taharua","Overall","E_coli95",568,NA
"hbrc-00071","Mohaka River D/S Ripia River","Overall","E_coli95",458.999999999998,NA
"hbrc-00072","Mohaka River D/S Waipunga River","Overall","E_coli95",625.999999999999,NA
"hbrc-00073","Taharua Stream at Henrys Bridge","Overall","E_coli95",499.999999999998,NA
"hbrc-00075","Maraekakaho Stream at Maraekakaho","Overall","E_coli95",1945,NA
"hbrc-00077","Tutaekuri River U/S Mangaone","Overall","E_coli95",1104.99999999999,NA
"hbrc-00079","Mangatutu Stream at Mangatutu Stn Br","Overall","E_coli95",5200,NA
"hbrc-00081","Waiau River at Otoi","Overall","E_coli95",604.999999999999,NA
"hbrc-00083","Mangapoike River at Suspension Bridge","Overall","E_coli95",3145,NA
"hbrc-00085","Papanui Stream at Middle Road","Overall","E_coli95",1930,NA
"hbrc-00087","Tukituki River at Waipukurau","Overall","E_coli95",407.999999999998,NA
"hbrc-00088","Tukituki River at Tamumu Br.","Overall","E_coli95",615.999999999999,NA
"hbrc-00090","Awanui Stream at Flume","Overall","E_coli95",13169.9999999999,NA
"hbrc-00124","Raupare Stream at Ormond Road","Overall","E_coli95",1390,NA
"hbrc-00139","Waipawa River at RDS/SH2","Overall","E_coli95",230.5,NA
"hrc-00001","Arawhata Drain at Hokio Beach Road","Overall","E_coli95",14800,NA
"hrc-00002","Hautapu at US Rangitikei River Conf","Overall","E_coli95",1469.99999999998,NA
"hrc-00003","Hautapu at Alabasters","Overall","E_coli95",2100,NA
"hrc-00004","Hokio at Lake Horowhenua","Overall","E_coli95",455.999999999999,NA
"hrc-00005","Kahuterawa at Johnstons Rata","Overall","E_coli95",851,NA
"hrc-00006","Kumeti at Te Rehunga","Overall","E_coli95",1300,NA
"hrc-00007","Makotuku at Raetihi","Overall","E_coli95",1500,NA
"hrc-00008","Makakahi at Hamua","Overall","E_coli95",6729.99999999999,NA
"hrc-00009","Makotuku at SH49A","Overall","E_coli95",383.999999999999,NA
"hrc-00010","Makuri at Tuscan Hills","Overall","E_coli95",3870,NA
"hrc-00011","Manakau at S.H.1 Bridge","Overall","E_coli95",3860,NA
"hrc-00012","Manawatu at Whirokino","Overall","E_coli95",4500,NA
"hrc-00013","Manawatu at Opiki Br","Overall","E_coli95",4099.99999999999,NA
"hrc-00014","Manawatu at Ngawapurua Bridge","Overall","E_coli95",5609.99999999999,NA
"hrc-00015","Manawatu at Teachers College","Overall","E_coli95",10265,NA
"hrc-00016","Manawatu at Hopelands","Overall","E_coli95",1500,NA
"hrc-00017","Manawatu at Upper Gorge","Overall","E_coli95",12150,NA
"hrc-00018","Manawatu at Weber Road","Overall","E_coli95",4947.2,NA
"hrc-00019","Mangahao at Ballance","Overall","E_coli95",3055,NA
"hrc-00020","Mangapapa at Troup Rd","Overall","E_coli95",4400,NA
"hrc-00021","Mangatainoka at Putara","Overall","E_coli95",526.5,NA
"hrc-00022","Mangatainoka at Larsons Road","Overall","E_coli95",2180,NA
"hrc-00023","Mangatainoka at Pahiatua Town Bridge","Overall","E_coli95",6719.99999999998,NA
"hrc-00024","Mangatainoka at Brewery - S.H.2 Bridge","Overall","E_coli95",3380,NA
"hrc-00025","Mangatera at u/s Manawatu confluence","Overall","E_coli95",7900,NA
"hrc-00026","Mangatoro at Mangahei Road","Overall","E_coli95",7900,NA
"hrc-00027","Mangawhero at Raupiu Road","Overall","E_coli95",4515,NA
"hrc-00028","Mangawhero at Pakihi Rd Bridge","Overall","E_coli95",678.5,NA
"hrc-00029","Mangawhero at DOC Headquarters","Overall","E_coli95",125,NA
"hrc-00030","Ohau at Gladstone Reserve","Overall","E_coli95",573,NA
"hrc-00031","Ohau at Haines Property","Overall","E_coli95",827.999999999999,NA
"hrc-00032","Ohura at Tokorima","Overall","E_coli95",3100,NA
"hrc-00033","Ongarue at Taringamotu","Overall","E_coli95",3740,NA
"hrc-00034","Oroua at Awahuri Bridge","Overall","E_coli95",10670,NA
"hrc-00035","Oroua at Almadale Slackline","Overall","E_coli95",2300,NA
"hrc-00036","Oroua at Apiti","Overall","E_coli95",100,NA
"hrc-00037","Oruakeretaki at S.H.2 Napier","Overall","E_coli95",2700,NA
"hrc-00038","Owahanga at Branscombe Bridge","Overall","E_coli95",10205,NA
"hrc-00039","Patiki Stream at Kawiu Road","Overall","E_coli95",10670,NA
"hrc-00040","Pohangina at Mais Reach","Overall","E_coli95",6235,NA
"hrc-00041","Pohangina at Piripiri","Overall","E_coli95",734,NA
"hrc-00042","Porewa at Onepuhi Road","Overall","E_coli95",11800,NA
"hrc-00043","Rangitikei at McKelvies","Overall","E_coli95",8154.99999999999,NA
"hrc-00044","Rangitikei at Onepuhi","Overall","E_coli95",6950,NA
"hrc-00045","Rangitikei at Mangaweka","Overall","E_coli95",1490,NA
"hrc-00046","Rangitikei at Pukeokahu","Overall","E_coli95",630.999999999997,NA
"hrc-00047","Raparapawai at Jackson Rd","Overall","E_coli95",6900,NA
"hrc-00048","Tamaki at Stephensons","Overall","E_coli95",1605,NA
"hrc-00049","Tamaki at Tamaki Reserve","Overall","E_coli95",90.7499999999999,NA
"hrc-00050","Tiraumea at Ngaturi","Overall","E_coli95",4634.99999999999,NA
"hrc-00051","Tiraumea u/s Manawatu Confluence","Overall","E_coli95",3660,NA
"hrc-00053","Tokiahuru at Junction","Overall","E_coli95",367.999999999999,NA
"hrc-00054","Tokomaru River at Horseshoe bend","Overall","E_coli95",2975.99999999999,NA
"hrc-00055","Turakina at ONeills Bridge","Overall","E_coli95",2700,NA
"hrc-00056","Waikawa at North Manakau Road","Overall","E_coli95",476,NA
"hrc-00057","Waikawa at Huritini","Overall","E_coli95",2055,NA
"hrc-00058","Whangaehu at Kauangaroa","Overall","E_coli95",4870,NA
"hrc-00059","Whanganui at Te Rewa","Overall","E_coli95",1729.99999999999,NA
"hrc-00060","Whanganui at Pipiriki","Overall","E_coli95",2500,NA
"hrc-00061","Whanganui at Wades Landing","Overall","E_coli95",6099.99999999999,NA
"hrc-00062","TU1","Overall","E_coli95",2619.5075,NA
"hrc-00063","Whanganui at Cherry Grove","Overall","E_coli95",4800,NA
"hrc-00064","Mangawhero at u/s Ohakune STP","Overall","E_coli95",480,NA
"hrc-00065","Mangaehuehu at u/s Rangataua STP","Overall","E_coli95",360,NA
"hrc-00066","Makotuku at Above Sewage Plant","Overall","E_coli95",1400,NA
"hrc-00067","Pongaroa at u/s Pongaroa STP","Overall","E_coli95",6830,NA
"hrc-00068","Porewa at u/s Hunterville STP site A","Overall","E_coli95",10670,NA
"hrc-00069","Rangitikei at u/s Bulls STP","Overall","E_coli95",6200,NA
"hrc-00070","Rangitawa Stream at us Halcombe oxpond","Overall","E_coli95",20000,NA
"hrc-00071","Whangaehu at u/s Winstone Pulp","Overall","E_coli95",2,NA
"hrc-00072","Waitangi at u/s Waiouru STP","Overall","E_coli95",96,NA
"hrc-00073","Piakatutu at u/s Sanson STP","Overall","E_coli95",29350,NA
"hrc-00074","Mangaore at u/s Shannon STP","Overall","E_coli95",2080,NA
"hrc-00075","Mangatera at Dannevirke","Overall","E_coli95",3240,NA
"hrc-00076","Mangaatua at u/s Woodville STP","Overall","E_coli95",9429.99999999999,NA
"hrc-00077","Makakahi at u/s Eketahuna STP","Overall","E_coli95",2555,NA
"hrc-00078","Oroua at U/S AFFCO Feilding","Overall","E_coli95",5700,NA
"hrc-00079","Oroua at U/S Feilding STP","Overall","E_coli95",3719.99999999999,NA
"hrc-00080","Manawatu at u/s PNCC STP","Overall","E_coli95",10836.5,NA
"hrc-00081","Manawatu at us Fonterra Longburn","Overall","E_coli95",12000,NA
"hrc-00082","Manawatu at u/s PPCS Shannon","Overall","E_coli95",8099.99999999999,NA
"hrc-00083","Mangatainoka at u/s Pahiatua STP","Overall","E_coli95",4420,NA
"hrc-00085","Tutaenui Stream at u/s Marton STP","Overall","E_coli95",26650,NA
"hrc-00086","Mangarangiora Trib at us Norsewood STP","Overall","E_coli95",4094.99999999998,NA
"hrc-00087","Unnamed Trib of Waipu at us Ratana STP","Overall","E_coli95",56250,NA
"hrc-00088","Oroua Trib at U/S Kimbolton STP","Overall","E_coli95",9900,NA
"hrc-00089","Mowhanau Stream at Footbridge","Overall","E_coli95",10670,NA
"hrc-00090","Kai Iwi at Handley Road","Overall","E_coli95",4860,NA
"hrc-00343","Mangatainoka at Scarborough Konini Rd","Overall","E_coli95",2000,NA
"hrc-00344","Mangatainoka at u/s Tiraumea Confluence","Overall","E_coli95",2600,NA
"hrc-00345","Kahuterawa at Keebles Farm","Overall","E_coli95",7900,NA
"hrc-00346","Kiwitea at Kimbolton Rd","Overall","E_coli95",7900,NA
"hrc-00347","Koputaroa at Tavistock Rd","Overall","E_coli95",10670,NA
"hrc-00348","Makakahi at end Kaiparoro Road","Overall","E_coli95",NA,NA
"hrc-00351","Mangatewainui at Hardys","Overall","E_coli95",808.999999999999,NA
"hrc-00353","Turitea at No1 Dairy","Overall","E_coli95",10670,NA
"lawa-100218","HV4","Overall","E_coli95",44.4,NA
"lawa-100228","Makaroro River at Burnt Bridge","Overall","E_coli95",187.5,NA
"lawa-100247","Ngatahaka Stream at u/s Makakahi Confl","Overall","E_coli95",10531.5,NA
"lawa-100248","Oroua at Mangawhata","Overall","E_coli95",3900,NA
"lawa-100249","Whanganui at u/s Taumarunui STP","Overall","E_coli95",4195,NA
"lawa-100329","Motu River at Matawai Conservation Area","Overall","E_coli95",893.499999999999,NA
"lawa-100330","Motu River at Kotare Station Bridge","Overall","E_coli95",1670,NA
"lawa-100331","Motu River above Falls","Overall","E_coli95",7119.99999999998,NA
"lawa-100332","Matawai Stream at Tawai","Overall","E_coli95",5714.99999999998,NA
"lawa-100333","Waihirere Str at Domain","Overall","E_coli95",5780,NA
"lawa-100335","Waiomoko River at SH35 Bridge","Overall","E_coli95",4125,NA
"lawa-100336","Mangatutu Str at Sh35-Waipahuru Bridge","Overall","E_coli95",417,NA
"lawa-100348","Mata River at Pouturu Br","Overall","E_coli95",1020,NA
"lawa-100394","Enaki Stream D/S site for Riparian","Overall","E_coli95",4839.99999999999,NA
"lawa-100395","ML715056","Overall","E_coli95",1544.5,NA
"lawa-100475","SQ32943","Overall","E_coli95",1663.89999999999,NA
"lawa-100476","SQ21255","Overall","E_coli95",1960.7,NA
"lawa-100545","Hautapu at Papakai Road Bridge","Overall","E_coli95",2700,NA
"lawa-100557","Manganui o te Ao at Ruatiti Domain","Overall","E_coli95",1000,NA
"lawa-100648","Kahahakuri Stream U/S Tukituki Confl","Overall","E_coli95",460.999999999999,NA
"lawa-100668","110603","Overall","E_coli95",12033,NA
"lawa-101795","Mahiaruhe Stream at Tutira Outlet S.H.2","Overall","E_coli95",11550,NA
"lawa-101796","Ohara Stream at Big Hill Road","Overall","E_coli95",260,NA
"lawa-101797","Ohiwia Stream at Broughtons Br.","Overall","E_coli95",6234.99999999997,NA
"lawa-101798","Poporangi Stream at Ohara Stn.","Overall","E_coli95",758.999999999995,NA
"lawa-101799","Te Ngarue Stream D/S Kotomangengi","Overall","E_coli95",1150,NA
"lawa-101800","Waihua River at Waihua Valley Road","Overall","E_coli95",15000,NA
"lawa-101801","Waikoau River at Waikoau Road","Overall","E_coli95",427.999999999999,NA
"lawa-101919","Hautapu at d/s Taihape STP","Overall","E_coli95",9796.99999999999,NA
"lawa-101921","L Horowhenua Inflow at culv d/s Queen St","Overall","E_coli95",10670,NA
"lawa-101922","L Horowhenua Inflow at Hokio Sand Rd","Overall","E_coli95",27000,NA
"lawa-101923","L Horowhenua Inflow at Lindsay Road","Overall","E_coli95",8620,NA
"lawa-101925","Makakahi at d/s Eketahuna STP","Overall","E_coli95",9149.99999999999,NA
"lawa-101927","Makomako Road Drain at L Horowhenua","Overall","E_coli95",10670,NA
"lawa-101929","Makotuku at d/s Raetihi STP","Overall","E_coli95",1400,NA
"lawa-101931","Manawatu at d/s PNCC STP","Overall","E_coli95",8038.49999999999,NA
"lawa-101932","Manawatu at ds Fonterra Longburn","Overall","E_coli95",12100,NA
"lawa-101933","Mangaatua at d/s Woodville STP","Overall","E_coli95",8739.99999999996,NA
"lawa-101934","Mangaehuehu at d/s Rangataua STP","Overall","E_coli95",260,NA
"lawa-101936","Mangaore at d/s Shannon STP","Overall","E_coli95",2900,NA
"lawa-101937","Mangarangiora at d/s Ormondville STP","Overall","E_coli95",3569.99999999999,NA
"lawa-101938","Mangarangiora at u/s Ormondville STP","Overall","E_coli95",1485,NA
"lawa-101939","Mangarangiora trib at ds Norsewood STP","Overall","E_coli95",14445,NA
"lawa-101940","Mangatainoka at d/s DB Breweries","Overall","E_coli95",2560,NA
"lawa-101941","Mangatainoka at d/s Pahiatua STP","Overall","E_coli95",2840,NA
"lawa-101942","Mangatera at d/s Dannevirke STP","Overall","E_coli95",4755,NA
"lawa-101943","Mangatera at u/s T.D.C. Ox Ponds","Overall","E_coli95",4755,NA
"lawa-101944","Mangawhero at d/s Ohakune STP","Overall","E_coli95",420,NA
"lawa-101948","Oroua at d/s AFFCO Feilding","Overall","E_coli95",3500,NA
"lawa-101949","Oroua at d/s Feilding STP","Overall","E_coli95",5700,NA
"lawa-101950","Oroua tributary at d/s Kimbolton STP","Overall","E_coli95",12000,NA
"lawa-101951","Oruakeretaki at d/s PPCS Oringi STP","Overall","E_coli95",1940,NA
"lawa-101952","Piakatutu at d/s Sanson STP","Overall","E_coli95",19000,NA
"lawa-101953","Pongaroa at d/s Pongaroa STP","Overall","E_coli95",7730,NA
"lawa-101954","Porewa at d/s Hunterville STP site A","Overall","E_coli95",10670,NA
"lawa-101955","Queen Street Drain at L Horowhenua","Overall","E_coli95",10670,NA
"lawa-101956","Rangitawa Stream at ds Halcombe oxpond","Overall","E_coli95",61000,NA
"lawa-101957","Rangitikei at d/s Riverlands","Overall","E_coli95",6200,NA
"lawa-101958","Rangitikei at us Riverlands STP","Overall","E_coli95",9700,NA
"lawa-101959","Tutaenui Stream at d/s Marton STP","Overall","E_coli95",18000,NA
"lawa-101960","Unnamed Trib of Waipu at ds Ratana STP","Overall","E_coli95",22000,NA
"lawa-101962","Waitangi at d/s Waiouru STP","Overall","E_coli95",85,NA
"lawa-101963","Whangaehu at d/s Winstone Pulp","Overall","E_coli95",140,NA
"lawa-102196","Mawheraiti Rv @ Atarau Br","Overall","E_coli95",1324.99999999999,NA
"lawa-102225","SQ20497","Overall","E_coli95",49.85,NA
"lawa-102226","SQ20236","Overall","E_coli95",1923.7,NA
"lawa-102227","SQ34420","Overall","E_coli95",2353.6,NA
"lawa-102234","Awapuni Drain Site 6 U/S Of Rayonier at Fenceline","Overall","E_coli95",5500,NA
"lawa-102294","RW Borck @ 400m ds Queen St","Overall","E_coli95",2799.99999999999,NA
"lawa-102296","RW Motupiko @ 250m u-s Motueka Rv","Overall","E_coli95",248.999999999998,NA
"lawa-102297","RW Moutere @ Riverside","Overall","E_coli95",1530,NA
"lawa-102298","RW Neimann Ck @ 600m us Lansdowne Rd","Overall","E_coli95",4355,NA
"lawa-102299","RW Takaka @ Lindsays Br","Overall","E_coli95",229,NA
"lawa-102300","RW Mangles @ 5km u-s Buller","Overall","E_coli95",1442.99999999999,NA
"lawa-102301","RW Wairoa @ SH6","Overall","E_coli95",258,NA
"lawa-102302","RW Wai-iti @ 400m d-s Waimea W Rd","Overall","E_coli95",580,NA
"lawa-102381","SQ35962","Overall","E_coli95",18,NA
"lawa-102382","SQ20544","Overall","E_coli95",1300,NA
"mdc-00001","Are Are Creek at Kaituna Tuamarina Track","Overall","E_coli95",24943.9999999999,NA
"mdc-00002","Awatere River at River Mouth","Overall","E_coli95",747.999999999999,NA
"mdc-00003","Awatere River at Awapiri","Overall","E_coli95",437.999999999999,NA
"mdc-00004","Black Birch Stream at Awatere Intake","Overall","E_coli95",164.05,NA
"mdc-00005","Branch River at Weir Intake","Overall","E_coli95",31.6,NA
"mdc-00006","Cullen Creek at Road Bridge","Overall","E_coli95",346,NA
"mdc-00007","Duncan Stream at Outlet","Overall","E_coli95",4180,NA
"mdc-00008","Doctors Creek Upstream Taylor","Overall","E_coli95",692,NA
"mdc-00009","Flaxbourne River at Quarry","Overall","E_coli95",1116.5,NA
"mdc-00010","Graham River at Road Bridge","Overall","E_coli95",1424,NA
"mdc-00011","Kenepuru Stream at Kenepuru Head","Overall","E_coli95",689.499999999999,NA
"mdc-00012","Kaituna River at Higgins Bridge","Overall","E_coli95",4599.99999999999,NA
"mdc-00013","Mill Creek at Ormonds","Overall","E_coli95",427.999999999999,NA
"mdc-00014","Murphys Creek at Nelson Street","Overall","E_coli95",429,NA
"mdc-00015","Omaka River at Hawkesbury Road Bridge","Overall","E_coli95",286,NA
"mdc-00016","Onamalutu River at Northbank Road","Overall","E_coli95",2004,NA
"mdc-00017","Opouri River at Tunakino Valley Road","Overall","E_coli95",1172,NA
"mdc-00018","Opawa River at Swamp Road","Overall","E_coli95",194,NA
"mdc-00019","Opawa River at Hammerichs Road","Overall","E_coli95",622,NA
"mdc-00020","Pelorus River at Fishermans Flat","Overall","E_coli95",2315.99999999999,NA
"mdc-00021","Pelorus River at Kahikatea Flat","Overall","E_coli95",338.399999999999,NA
"mdc-00022","Rai River at Rai Falls","Overall","E_coli95",1808,NA
"mdc-00023","Ronga River at Upstream Rai River","Overall","E_coli95",923.999999999999,NA
"mdc-00024","Spring Creek at Wairau River Floodgates","Overall","E_coli95",237,NA
"mdc-00025","Tuamarina River at State Highway One","Overall","E_coli95",154,NA
"mdc-00026","Taylor River at Rail Bridge","Overall","E_coli95",452,NA
"mdc-00027","Waima (Ure) River at SH1 Bridge","Overall","E_coli95",310,NA
"mdc-00028","Wairau Diversion at Neals Road Bridge","Overall","E_coli95",130,NA
"mdc-00029","Waihopai River at SH63 Bridge","Overall","E_coli95",451.999999999999,NA
"mdc-00030","Waihopai River at Craiglochart","Overall","E_coli95",226,NA
"mdc-00031","Wakamarina River at SH6","Overall","E_coli95",1114.8,NA
"mdc-00034","Waitohi River at State Highway One","Overall","E_coli95",559.999999999999,NA
"ncc-00002","Orphanage at Saxton Rd East","Overall","E_coli95",3290,NA
"ncc-00004","Poorman at Seaview Rd","Overall","E_coli95",616,NA
"ncc-00005","Poorman at Barnicoat Walkway","Overall","E_coli95",88.4,NA
"ncc-00006","Jenkins at Pascoe St","Overall","E_coli95",3620,NA
"ncc-00009","York at Waimea Rd","Overall","E_coli95",17945,NA
"ncc-00010","Brook at Manuka St","Overall","E_coli95",340,NA
"ncc-00011","Brook at Burn Pl","Overall","E_coli95",212,NA
"ncc-00012","Brook at Motor Camp","Overall","E_coli95",34.4,NA
"ncc-00013","Maitai at Riverside","Overall","E_coli95",458,NA
"ncc-00015","Maitai at Groom Rd","Overall","E_coli95",132,NA
"ncc-00016","Maitai South Branch at Intake","Overall","E_coli95",81.85,NA
"ncc-00017","Sharland at Maitai Confluence","Overall","E_coli95",393,NA
"ncc-00018","Groom at Maitai Confluence","Overall","E_coli95",960,NA
"ncc-00021","Todds at SH6","Overall","E_coli95",7245,NA
"ncc-00025","Wakapuaka at Maori Pa Rd","Overall","E_coli95",3885,NA
"ncc-00027","Wakapuaka at Hira","Overall","E_coli95",3880,NA
"ncc-00028","Wakapuaka at Duckpond Rd","Overall","E_coli95",408,NA
"ncc-00029","Lud at SH6","Overall","E_coli95",7465,NA
"ncc-00030","Lud at 4.7km","Overall","E_coli95",1660,NA
"ncc-00032","Teal at 1.9km","Overall","E_coli95",1571,NA
"ncc-00034","Whangamoa at Kokorua Bridge","Overall","E_coli95",767.999999999999,NA
"ncc-00036","Whangamoa at Hippolite Rd","Overall","E_coli95",262.5,NA
"ncc-00038","Collins at SH6","Overall","E_coli95",1016,NA
"ncc-00039","Dencker at Kokorua Rd","Overall","E_coli95",697.5,NA
"ncc-00040","Hillwood at Glen Rd","Overall","E_coli95",14430,NA
"nrc-00001","101625","Overall","E_coli95",68670,NA
"nrc-00002","102257","Overall","E_coli95",8164,NA
"nrc-00004","108359","Overall","E_coli95",12997,NA
"nrc-00005","105231","Overall","E_coli95",6554.79999999992,NA
"nrc-00006","102256","Overall","E_coli95",4352,NA
"nrc-00007","103304","Overall","E_coli95",2143,NA
"nrc-00008","102258","Overall","E_coli95",1200,NA
"nrc-00009","109096","Overall","E_coli95",4489.39999999999,NA
"nrc-00010","103178","Overall","E_coli95",19863,NA
"nrc-00011","102249","Overall","E_coli95",19863,NA
"nrc-00012","102248","Overall","E_coli95",23820,NA
"nrc-00013","100237","Overall","E_coli95",5172,NA
"nrc-00014","100281","Overall","E_coli95",12997,NA
"nrc-00015","105532","Overall","E_coli95",1259,NA
"nrc-00016","100363","Overall","E_coli95",14136,NA
"nrc-00017","100370","Overall","E_coli95",17329,NA
"nrc-00018","109021","Overall","E_coli95",26615.6,NA
"nrc-00019","100194","Overall","E_coli95",17329,NA
"nrc-00020","102674","Overall","E_coli95",8467.49999999998,NA
"nrc-00021","101530","Overall","E_coli95",26615.6,NA
"nrc-00022","108978","Overall","E_coli95",2909,NA
"nrc-00024","108979","Overall","E_coli95",15000,NA
"nrc-00026","105008","Overall","E_coli95",26615.6,NA
"nrc-00027","109020","Overall","E_coli95",341.1,NA
"nrc-00028","100007","Overall","E_coli95",19430.25,NA
"nrc-00029","109098","Overall","E_coli95",1785,NA
"nrc-00030","108941","Overall","E_coli95",24196,NA
"nrc-00031","101524","Overall","E_coli95",5172,NA
"nrc-00045","110431","Overall","E_coli95",19863,NA
"nrwqn-00002","45703","Overall","E_coli95",3482.23999999999,NA
"nrwqn-00003","TK6","Overall","E_coli95",387.3,NA
"nrwqn-00004","TK5","Overall","E_coli95",317.445,NA
"nrwqn-00005","TK4","Overall","E_coli95",23.95,NA
"nrwqn-00006","TK1","Overall","E_coli95",517.2,NA
"nrwqn-00008","TK3","Overall","E_coli95",400.3,NA
"nrwqn-00011","GS2","Overall","E_coli95",2419.2,NA
"nrwqn-00012","GS3","Overall","E_coli95",3516.6775,NA
"nrwqn-00013","HV1","Overall","E_coli95",36,NA
"nrwqn-00014","HV3","Overall","E_coli95",1261.35,NA
"nrwqn-00016","HV6","Overall","E_coli95",546.4,NA
"nrwqn-00017","HV5","Overall","E_coli95",749.85,NA
"nrwqn-00018","Rangitikei at Kakariki","Overall","E_coli95",3654,NA
"nrwqn-00019","WA4","Overall","E_coli95",2742.2,NA
"nrwqn-00020","NN4","Overall","E_coli95",53.8,NA
"nrwqn-00021","101038","Overall","E_coli95",14136,NA
"nrwqn-00022","101753","Overall","E_coli95",24191.7,NA
"nrwqn-00023","WH2","Overall","E_coli95",4275.1,NA
"nrwqn-00024","WH1","Overall","E_coli95",1161.6,NA
"nrwqn-00025","DN4","Overall","E_coli95",1156.18,NA
"nrwqn-00026","DN3","Overall","E_coli95",1159.555,NA
"nrwqn-00027","AX4","Overall","E_coli95",212.099999999999,NA
"nrwqn-00028","DN2","Overall","E_coli95",1261.195,NA
"nrwqn-00029","DN1","Overall","E_coli95",695.43,NA
"nrwqn-00030","AX2","Overall","E_coli95",108.28,NA
"nrwqn-00031","AX3","Overall","E_coli95",76.86,NA
"nrwqn-00032","AX1","Overall","E_coli95",47.68,NA
"nrwqn-00034","DN10","Overall","E_coli95",4.32,NA
"nrwqn-00035","WA2","Overall","E_coli95",2419.1,NA
"nrwqn-00036","WA1","Overall","E_coli95",5549.5,NA
"nrwqn-00037","NN5","Overall","E_coli95",709.45,NA
"nrwqn-00038","TU2","Overall","E_coli95",451.014999999998,NA
"nrwqn-00039","RO6","Overall","E_coli95",25,NA
"nrwqn-00040","HM1","Overall","E_coli95",4358.5,NA
"nrwqn-00041","HM2","Overall","E_coli95",6955,NA
"nrwqn-00043","HM5","Overall","E_coli95",969.4,NA
"nrwqn-00044","HM4","Overall","E_coli95",1196.71,NA
"nrwqn-00045","HM6","Overall","E_coli95",1769.7,NA
"nrwqn-00046","Ruamahanga River at Waihenga Bridge","Overall","E_coli95",1035,NA
"nrwqn-00047","Hutt River at Kaitoke","Overall","E_coli95",52.45,NA
"nrwqn-00048","Ruamahanga River at Wardells","Overall","E_coli95",387.3,NA
"nrwqn-00049","WN5","Overall","E_coli95",436,NA
"nrwqn-00050","GY4","Overall","E_coli95",189.285,NA
"nrwqn-00051","GY2","Overall","E_coli95",1336.5,NA
"nrwqn-00052","GY3","Overall","E_coli95",294.6,NA
"nrwqn-00053","GY1","Overall","E_coli95",672.7,NA
"nrwqn-00055","CH3","Overall","E_coli95",365.4,NA
"nrwqn-00056","NN2","Overall","E_coli95",15.6,NA
"nrwqn-00057","NN1","Overall","E_coli95",255.84,NA
"nrwqn-00058","NN3","Overall","E_coli95",110.2,NA
