"LawaSiteID","CouncilSiteID","Date","Measurement","Value","Agency"
"NRWQN-00052","NAT-GY03","27-Feb-2002","MCI",122.8,"niwa"
"MDC-00025","NAT-NN04","27-Feb-2002","MCI",102.857142857143,"niwa"
"NRWQN-00032","NAT-AX01","07-Mar-2002","MCI",98.8888888888889,"niwa"
"HRC-00062","NAT-TU01","08-Mar-2002","MCI",116.25,"niwa"
"NRWQN-00038","NAT-TU02","08-Mar-2002","MCI",114,"niwa"
"NRWQN-00019","NAT-WA04","11-Mar-2002","MCI",101.904761904762,"niwa"
"ES-00011","NAT-DN07","12-Mar-2002","MCI",134.285714285714,"niwa"
"NRWQN-00014","NAT-HV03","12-Mar-2002","MCI",101.666666666667,"niwa"
"NRWQN-00015","NAT-HV04","12-Mar-2002","MCI",142.222222222222,"niwa"
"NRWQN-00017","NAT-HV05","12-Mar-2002","MCI",123.478260869565,"niwa"
"NRWQN-00016","NAT-HV06","12-Mar-2002","MCI",113.6,"niwa"
"ES-00024","NAT-DN06","13-Mar-2002","MCI",125.2,"niwa"
"ES-00001","NAT-DN09","13-Mar-2002","MCI",109.583333333333,"niwa"
"NRWQN-00045","NAT-HM06","13-Mar-2002","MCI",97.5,"niwa"
"NRWQN-00027","NAT-AX04","14-Mar-2002","MCI",97.7777777777778,"niwa"
"NRWQN-00040","NAT-HM01","14-Mar-2002","MCI",101.666666666667,"niwa"
"NRWQN-00013","NAT-HV01","14-Mar-2002","MCI",112,"niwa"
"HBRC-00043","NAT-HV02","14-Mar-2002","MCI",98,"niwa"
"EBOP-00053","NAT-RO04","14-Mar-2002","MCI",120.434782608696,"niwa"
"NRWQN-00051","NAT-GY02","15-Mar-2002","MCI",112.4,"niwa"
"NRWQN-00042","NAT-HM03","18-Mar-2002","MCI",68.8888888888889,"niwa"
"HRC-00045","NAT-WA05","18-Mar-2002","MCI",124.375,"niwa"
"NRWQN-00018","NAT-WA06","18-Mar-2002","MCI",113.333333333333,"niwa"
"HRC-00018","NAT-WA07","20-Mar-2002","MCI",110,"niwa"
"NRWQN-00036","NAT-WA01","21-Mar-2002","MCI",94.5454545454545,"niwa"
"NRWQN-00035","NAT-WA02","21-Mar-2002","MCI",141.25,"niwa"
"TRC-00010","NAT-WA03","21-Mar-2002","MCI",90.7692307692308,"niwa"
"NRWQN-00030","NAT-AX02","27-Mar-2002","MCI",91.875,"niwa"
"NRWQN-00031","NAT-AX03","27-Mar-2002","MCI",106.923076923077,"niwa"
"HRC-00015","NAT-WA08","28-Mar-2002","MCI",97.1428571428571,"niwa"
"HRC-00013","NAT-WA09","28-Mar-2002","MCI",100,"niwa"
"NRWQN-00046","NAT-WN03","11-Apr-2002","MCI",124.615384615385,"niwa"
"NRWQN-00048","NAT-WN04","11-Apr-2002","MCI",124.615384615385,"niwa"
"NRWQN-00049","NAT-WN05","11-Apr-2002","MCI",140,"niwa"
"GW-00022","NAT-WN01","12-Apr-2002","MCI",103.333333333333,"niwa"
"NRWQN-00047","NAT-WN02","12-Apr-2002","MCI",137.647058823529,"niwa"
"EBOP-00048","NAT-RO03","16-Apr-2002","MCI",108.260869565217,"niwa"
"EBOP-00049","NAT-RO05","17-Apr-2002","MCI",103.157894736842,"niwa"
"NRWQN-00009","NAT-CH01","22-Apr-2002","MCI",116.666666666667,"niwa"
"NRWQN-00059","NAT-CH02","22-Apr-2002","MCI",111.764705882353,"niwa"
"NRWQN-00055","NAT-CH03","22-Apr-2002","MCI",110.909090909091,"niwa"
"ECAN-10028","NAT-CH04","22-Apr-2002","MCI",100,"niwa"
"EBOP-00223","NAT-RO01","07-May-2002","MCI",113.529411764706,"niwa"
"NRWQN-00006","NAT-TK01","21-Nov-2002","MCI",94.2857142857143,"niwa"
"NRWQN-00053","NAT-GY01","08-Jan-2003","MCI",103.333333333333,"niwa"
"NRWQN-00006","NAT-TK01","03-Feb-2003","MCI",105,"niwa"
"NRWQN-00007","NAT-TK02","03-Feb-2003","MCI",118.947368421053,"niwa"
"NRWQN-00008","NAT-TK03","03-Feb-2003","MCI",96,"niwa"
"NRWQN-00013","NAT-HV01","04-Feb-2003","MCI",123.333333333333,"niwa"
"NRWQN-00005","NAT-TK04","04-Feb-2003","MCI",82.8571428571429,"niwa"
"ECAN-10004","NAT-TK05","04-Feb-2003","MCI",100.625,"niwa"
"NRWQN-00003","NAT-TK06","04-Feb-2003","MCI",100,"niwa"
"HBRC-00043","NAT-HV02","05-Feb-2003","MCI",95,"niwa"
"NRWQN-00014","NAT-HV03","05-Feb-2003","MCI",106.153846153846,"niwa"
"ES-00010","NAT-DN08","11-Feb-2003","MCI",105.5,"niwa"
"ES-00001","NAT-DN09","11-Feb-2003","MCI",109.583333333333,"niwa"
"NRWQN-00034","NAT-DN10","11-Feb-2003","MCI",78,"niwa"
"NRWQN-00017","NAT-HV05","11-Feb-2003","MCI",121.333333333333,"niwa"
"NRWQN-00016","NAT-HV06","11-Feb-2003","MCI",139,"niwa"
"NRWQN-00057","NAT-NN01","11-Feb-2003","MCI",121.363636363636,"niwa"
"NRWQN-00056","NAT-NN02","11-Feb-2003","MCI",125.2,"niwa"
"ES-00021","NAT-DN05","12-Feb-2003","MCI",95.2941176470588,"niwa"
"ES-00024","NAT-DN06","12-Feb-2003","MCI",112.5,"niwa"
"ES-00011","NAT-DN07","12-Feb-2003","MCI",115,"niwa"
"NRWQN-00015","NAT-HV04","12-Feb-2003","MCI",148.181818181818,"niwa"
"NRWQN-00058","NAT-NN03","12-Feb-2003","MCI",119.583333333333,"niwa"
"MDC-00025","NAT-NN04","12-Feb-2003","MCI",108.235294117647,"niwa"
"NRWQN-00037","NAT-NN05","12-Feb-2003","MCI",117.916666666667,"niwa"
"NRWQN-00029","NAT-DN01","13-Feb-2003","MCI",103.478260869565,"niwa"
"NRWQN-00028","NAT-DN02","13-Feb-2003","MCI",122.857142857143,"niwa"
"NRWQN-00026","NAT-DN03","13-Feb-2003","MCI",116.25,"niwa"
"TRC-00010","NAT-WA03","17-Feb-2003","MCI",90.7142857142857,"niwa"
"NRWQN-00019","NAT-WA04","17-Feb-2003","MCI",106.818181818182,"niwa"
"HRC-00045","NAT-WA05","17-Feb-2003","MCI",107.727272727273,"niwa"
"NRWQN-00018","NAT-WA06","17-Feb-2003","MCI",105,"niwa"
"GW-00022","NAT-WN01","17-Feb-2003","MCI",111.111111111111,"niwa"
"NRWQN-00047","NAT-WN02","17-Feb-2003","MCI",139.090909090909,"niwa"
"NRWQN-00036","NAT-WA01","18-Feb-2003","MCI",97,"niwa"
"NRWQN-00035","NAT-WA02","18-Feb-2003","MCI",135.789473684211,"niwa"
"HRC-00018","NAT-WA07","19-Feb-2003","MCI",107.407407407407,"niwa"
"HRC-00015","NAT-WA08","19-Feb-2003","MCI",104.615384615385,"niwa"
"HRC-00013","NAT-WA09","19-Feb-2003","MCI",87.3684210526316,"niwa"
"HRC-00062","NAT-TU01","20-Feb-2003","MCI",124.117647058824,"niwa"
"NRWQN-00038","NAT-TU02","20-Feb-2003","MCI",111.538461538462,"niwa"
"NRWQN-00042","NAT-HM03","12-Mar-2003","MCI",72,"niwa"
"EBOP-00048","NAT-RO03","13-Mar-2003","MCI",120.384615384615,"niwa"
"EBOP-00053","NAT-RO04","13-Mar-2003","MCI",116.666666666667,"niwa"
"NRWQN-00051","NAT-GY02","14-Mar-2003","MCI",110.416666666667,"niwa"
"NRWQN-00052","NAT-GY03","16-Mar-2003","MCI",105.294117647059,"niwa"
"NRWQN-00050","NAT-GY04","17-Mar-2003","MCI",120,"niwa"
"NRWQN-00012","NAT-GS03","19-Mar-2003","MCI",123.461538461538,"niwa"
"NRWQN-00059","NAT-CH02","24-Mar-2003","MCI",124.666666666667,"niwa"
"NRWQN-00055","NAT-CH03","24-Mar-2003","MCI",107.692307692308,"niwa"
"ECAN-10028","NAT-CH04","24-Mar-2003","MCI",102.5,"niwa"
"NRWQN-00009","NAT-CH01","25-Mar-2003","MCI",125,"niwa"
"EBOP-00049","NAT-RO05","26-Mar-2003","MCI",101.052631578947,"niwa"
"NRWQN-00040","NAT-HM01","27-Mar-2003","MCI",112.916666666667,"niwa"
"NRWQN-00046","NAT-WN03","27-Mar-2003","MCI",117.894736842105,"niwa"
"NRWQN-00045","NAT-HM06","15-Apr-2003","MCI",93.4782608695652,"niwa"
"NRWQN-00011","NAT-GS02","22-Apr-2003","MCI",133.04347826087,"niwa"
"NRC-10008","NAT-WH01","24-Apr-2003","MCI",111.111111111111,"niwa"
"NRWQN-00048","NAT-WN04","27-Apr-2003","MCI",117.142857142857,"niwa"
"NRWQN-00032","NAT-AX01","01-May-2003","MCI",92.2222222222222,"niwa"
"NRWQN-00030","NAT-AX02","01-May-2003","MCI",132.222222222222,"niwa"
"NRWQN-00031","NAT-AX03","01-May-2003","MCI",110,"niwa"
"NRWQN-00027","NAT-AX04","02-May-2003","MCI",94.2105263157895,"niwa"
"NRWQN-00023","NAT-WH02","02-May-2003","MCI",87.0588235294118,"niwa"
"EBOP-00223","NAT-RO01","14-May-2003","MCI",113.809523809524,"niwa"
"NRWQN-00003","NAT-TK06","04-Jan-2004","MCI",92.7272727272727,"niwa"
"ES-00011","NAT-DN07","13-Jan-2004","MCI",125.333333333333,"niwa"
"ES-00010","NAT-DN08","13-Jan-2004","MCI",100.434782608696,"niwa"
"ES-00001","NAT-DN09","13-Jan-2004","MCI",102.380952380952,"niwa"
"NRWQN-00034","NAT-DN10","13-Jan-2004","MCI",87.3076923076923,"niwa"
"ES-00021","NAT-DN05","14-Jan-2004","MCI",95,"niwa"
"ES-00024","NAT-DN06","14-Jan-2004","MCI",119.230769230769,"niwa"
"NRC-10008","NAT-WH01","14-Jan-2004","MCI",131.304347826087,"niwa"
"NRWQN-00023","NAT-WH02","14-Jan-2004","MCI",91,"niwa"
"NRWQN-00029","NAT-DN01","15-Jan-2004","MCI",100.769230769231,"niwa"
"NRWQN-00028","NAT-DN02","15-Jan-2004","MCI",112,"niwa"
"NRWQN-00026","NAT-DN03","15-Jan-2004","MCI",106.666666666667,"niwa"
"NRWQN-00040","NAT-HM01","15-Jan-2004","MCI",123.529411764706,"niwa"
"NRWQN-00042","NAT-HM03","15-Jan-2004","MCI",87.5,"niwa"
"NRWQN-00059","NAT-CH02","05-Mar-2004","MCI",108.571428571429,"niwa"
"NRWQN-00055","NAT-CH03","05-Mar-2004","MCI",96.6666666666667,"niwa"
"ECAN-10028","NAT-CH04","05-Mar-2004","MCI",106,"niwa"
"NRWQN-00012","NAT-GS03","24-Mar-2004","MCI",126.5,"niwa"
"NRWQN-00009","NAT-CH01","25-Mar-2004","MCI",132.631578947368,"niwa"
"NRWQN-00011","NAT-GS02","25-Mar-2004","MCI",133.333333333333,"niwa"
"NRWQN-00058","NAT-NN03","25-Mar-2004","MCI",119,"niwa"
"MDC-00025","NAT-NN04","25-Mar-2004","MCI",111.333333333333,"niwa"
"NRWQN-00037","NAT-NN05","25-Mar-2004","MCI",123.4375,"niwa"
"NRWQN-00056","NAT-NN02","26-Mar-2004","MCI",126.538461538462,"niwa"
"NRWQN-00006","NAT-TK01","29-Mar-2004","MCI",100,"niwa"
"NRWQN-00007","NAT-TK02","29-Mar-2004","MCI",115.555555555556,"niwa"
"NRWQN-00008","NAT-TK03","29-Mar-2004","MCI",93.6842105263158,"niwa"
"NRWQN-00036","NAT-WA01","29-Mar-2004","MCI",90.9090909090909,"niwa"
"NRWQN-00035","NAT-WA02","29-Mar-2004","MCI",136.190476190476,"niwa"
"TRC-00010","NAT-WA03","29-Mar-2004","MCI",83.6363636363636,"niwa"
"HRC-00062","NAT-TU01","30-Mar-2004","MCI",104.444444444444,"niwa"
"NRWQN-00038","NAT-TU02","30-Mar-2004","MCI",112.222222222222,"niwa"
"HRC-00045","NAT-WA05","30-Mar-2004","MCI",86.6666666666667,"niwa"
"NRWQN-00018","NAT-WA06","30-Mar-2004","MCI",92,"niwa"
"NRWQN-00005","NAT-TK04","31-Mar-2004","MCI",100,"niwa"
"ECAN-10004","NAT-TK05","31-Mar-2004","MCI",108.571428571429,"niwa"
"NRWQN-00019","NAT-WA04","31-Mar-2004","MCI",99.5454545454545,"niwa"
"HRC-00018","NAT-WA07","31-Mar-2004","MCI",107.368421052632,"niwa"
"HRC-00015","NAT-WA08","31-Mar-2004","MCI",104.444444444444,"niwa"
"HRC-00013","NAT-WA09","31-Mar-2004","MCI",120,"niwa"
"NRWQN-00045","NAT-HM06","14-Apr-2004","MCI",87.2727272727273,"niwa"
"NRWQN-00046","NAT-WN03","16-Apr-2004","MCI",98.9473684210526,"niwa"
"NRWQN-00049","NAT-WN05","16-Apr-2004","MCI",135,"niwa"
"NRWQN-00047","NAT-WN02","21-Apr-2004","MCI",144.782608695652,"niwa"
"NRWQN-00051","NAT-GY02","27-Apr-2004","MCI",119.333333333333,"niwa"
"NRWQN-00052","NAT-GY03","27-Apr-2004","MCI",130,"niwa"
"EBOP-00223","NAT-RO01","17-May-2004","MCI",117.222222222222,"niwa"
"EBOP-00048","NAT-RO03","19-May-2004","MCI",96.3636363636364,"niwa"
"EBOP-00053","NAT-RO04","19-May-2004","MCI",132.083333333333,"niwa"
"GW-00022","NAT-WN01","21-May-2004","MCI",107.692307692308,"niwa"
"EBOP-00045","NAT-GS04","04-Jul-2004","MCI",104.545454545455,"niwa"
"NRWQN-00057","NAT-NN01","26-Jul-2004","MCI",124.48275862069,"niwa"
"NRWQN-00013","NAT-HV01","02-Oct-2004","MCI",118.181818181818,"niwa"
"HBRC-00043","NAT-HV02","02-Oct-2004","MCI",90,"niwa"
"NRWQN-00048","NAT-WN04","11-Oct-2004","MCI",102.4,"niwa"
"NRWQN-00017","NAT-HV05","02-Nov-2004","MCI",115.555555555556,"niwa"
"NRWQN-00016","NAT-HV06","02-Nov-2004","MCI",132.5,"niwa"
"NRWQN-00014","NAT-HV03","02-Dec-2004","MCI",92.8571428571429,"niwa"
"NRWQN-00015","NAT-HV04","02-Dec-2004","MCI",141.25,"niwa"
"HRC-00062","NAT-TU01","02-Jan-2005","MCI",120.454545454545,"niwa"
"NRWQN-00036","NAT-WA01","02-Jan-2005","MCI",152,"niwa"
"NRWQN-00035","NAT-WA02","02-Jan-2005","MCI",131.428571428571,"niwa"
"TRC-00010","NAT-WA03","02-Jan-2005","MCI",94.5,"niwa"
"NRWQN-00018","NAT-WA06","02-Jan-2005","MCI",124.5,"niwa"
"NRWQN-00003","NAT-TK06","04-Jan-2005","MCI",100,"niwa"
"NRWQN-00037","NAT-NN05","02-Feb-2005","MCI",120.526315789474,"niwa"
"NRWQN-00038","NAT-TU02","02-Feb-2005","MCI",116.875,"niwa"
"NRWQN-00019","NAT-WA04","02-Feb-2005","MCI",102.5,"niwa"
"HRC-00045","NAT-WA05","02-Feb-2005","MCI",102.5,"niwa"
"NRC-10008","NAT-WH01","16-Feb-2005","MCI",108.125,"niwa"
"NRWQN-00023","NAT-WH02","16-Feb-2005","MCI",87,"niwa"
"NRWQN-00040","NAT-HM01","17-Feb-2005","MCI",112.631578947368,"niwa"
"MDC-00025","NAT-NN04","19-Feb-2005","MCI",114,"niwa"
"NRWQN-00006","NAT-TK01","22-Feb-2005","MCI",128,"niwa"
"NRWQN-00007","NAT-TK02","22-Feb-2005","MCI",98.1818181818182,"niwa"
"NRWQN-00008","NAT-TK03","22-Feb-2005","MCI",100,"niwa"
"EBOP-00048","NAT-RO03","25-Feb-2005","MCI",106.842105263158,"niwa"
"EBOP-00049","NAT-RO05","25-Feb-2005","MCI",54.2857142857143,"niwa"
"ECAN-10004","NAT-TK05","02-Mar-2005","MCI",127.5,"niwa"
"HRC-00015","NAT-WA08","02-Mar-2005","MCI",96.8421052631579,"niwa"
"HRC-00013","NAT-WA09","02-Mar-2005","MCI",76.9230769230769,"niwa"
"NRWQN-00005","NAT-TK04","03-Mar-2005","MCI",107.5,"niwa"
"ES-00001","NAT-DN09","08-Mar-2005","MCI",95.2380952380952,"niwa"
"NRWQN-00031","NAT-AX03","16-Mar-2005","MCI",136.666666666667,"niwa"
"NRWQN-00027","NAT-AX04","16-Mar-2005","MCI",90,"niwa"
"NRWQN-00030","NAT-AX02","17-Mar-2005","MCI",103.333333333333,"niwa"
"NRWQN-00032","NAT-AX01","23-Mar-2005","MCI",110,"niwa"
"NRWQN-00011","NAT-GS02","23-Mar-2005","MCI",125.714285714286,"niwa"
"NRWQN-00058","NAT-NN03","23-Mar-2005","MCI",123.809523809524,"niwa"
"NRWQN-00012","NAT-GS03","24-Mar-2005","MCI",121.111111111111,"niwa"
"NRWQN-00042","NAT-HM03","29-Mar-2005","MCI",77.1428571428571,"niwa"
"NRWQN-00052","NAT-GY03","13-Apr-2005","MCI",124.666666666667,"niwa"
"NRWQN-00045","NAT-HM06","13-Apr-2005","MCI",81.7647058823529,"niwa"
"NRWQN-00050","NAT-GY04","20-Apr-2005","MCI",137.5,"niwa"
"EBOP-00223","NAT-RO01","05-May-2005","MCI",115,"niwa"
"NRWQN-00029","NAT-DN01","02-Jul-2005","MCI",102.105263157895,"niwa"
"NRWQN-00028","NAT-DN02","02-Jul-2005","MCI",108.529411764706,"niwa"
"NRWQN-00026","NAT-DN03","02-Jul-2005","MCI",97.4074074074074,"niwa"
"HRC-00018","NAT-WA07","02-Jul-2005","MCI",102.857142857143,"niwa"
"GW-00022","NAT-WN01","02-Jul-2005","MCI",100.625,"niwa"
"ES-00011","NAT-DN07","02-Aug-2005","MCI",113.636363636364,"niwa"
"NRWQN-00016","NAT-HV06","02-Aug-2005","MCI",118.571428571429,"niwa"
"ES-00010","NAT-DN08","03-Aug-2005","MCI",107.5,"niwa"
"NRWQN-00009","NAT-CH01","02-Sep-2005","MCI",115.416666666667,"niwa"
"NRWQN-00059","NAT-CH02","02-Sep-2005","MCI",102.083333333333,"niwa"
"NRWQN-00055","NAT-CH03","02-Sep-2005","MCI",100.833333333333,"niwa"
"ECAN-10028","NAT-CH04","02-Sep-2005","MCI",94.6666666666667,"niwa"
"ES-00021","NAT-DN05","02-Sep-2005","MCI",88.8235294117647,"niwa"
"ES-00024","NAT-DN06","02-Sep-2005","MCI",120,"niwa"
"EBOP-00045","NAT-GS04","02-Sep-2005","MCI",100,"niwa"
"NRWQN-00014","NAT-HV03","02-Sep-2005","MCI",103.636363636364,"niwa"
"NRWQN-00015","NAT-HV04","02-Sep-2005","MCI",156.363636363636,"niwa"
"NRWQN-00057","NAT-NN01","02-Sep-2005","MCI",130,"niwa"
"NRWQN-00056","NAT-NN02","02-Sep-2005","MCI",125.625,"niwa"
"NRWQN-00047","NAT-WN02","02-Sep-2005","MCI",134.814814814815,"niwa"
"NRWQN-00046","NAT-WN03","02-Sep-2005","MCI",92.6315789473684,"niwa"
"NRWQN-00048","NAT-WN04","02-Sep-2005","MCI",106.666666666667,"niwa"
"NRWQN-00049","NAT-WN05","02-Sep-2005","MCI",118.571428571429,"niwa"
"HBRC-00043","NAT-HV02","02-Oct-2005","MCI",101.666666666667,"niwa"
"NRWQN-00013","NAT-HV01","05-Oct-2005","MCI",145,"niwa"
"EBOP-00053","NAT-RO04","03-Nov-2005","MCI",138.421052631579,"niwa"
"NRWQN-00034","NAT-DN10","04-Dec-2005","MCI",94,"niwa"
"NRWQN-00051","NAT-GY02","04-Dec-2005","MCI",125.333333333333,"niwa"
"ECAN-10028","NAT-CH04","01-Jan-2006","MCI",110,"niwa"
"NRWQN-00012","NAT-GS03","01-Jan-2006","MCI",127.368421052632,"niwa"
"NRWQN-00037","NAT-NN05","01-Jan-2006","MCI",120,"niwa"
"NRWQN-00003","NAT-TK06","01-Jan-2006","MCI",92,"niwa"
"NRWQN-00036","NAT-WA01","01-Jan-2006","MCI",91.1111111111111,"niwa"
"NRWQN-00035","NAT-WA02","01-Jan-2006","MCI",140,"niwa"
"NRC-10008","NAT-WH01","01-Jan-2006","MCI",115.2,"niwa"
"NRWQN-00023","NAT-WH02","01-Jan-2006","MCI",86.3157894736842,"niwa"
"NRWQN-00059","NAT-CH02","03-Jan-2006","MCI",99,"niwa"
"NRWQN-00055","NAT-CH03","03-Jan-2006","MCI",104.615384615385,"niwa"
"ECAN-10004","NAT-TK05","03-Feb-2006","MCI",105,"niwa"
"ES-00011","NAT-DN07","14-Feb-2006","MCI",126.666666666667,"niwa"
"ES-00010","NAT-DN08","14-Feb-2006","MCI",102.352941176471,"niwa"
"ES-00001","NAT-DN09","14-Feb-2006","MCI",106.666666666667,"niwa"
"NRWQN-00034","NAT-DN10","14-Feb-2006","MCI",93,"niwa"
"NRWQN-00027","NAT-AX04","15-Feb-2006","MCI",96.6666666666667,"niwa"
"ES-00021","NAT-DN05","15-Feb-2006","MCI",91.5,"niwa"
"ES-00024","NAT-DN06","15-Feb-2006","MCI",114.782608695652,"niwa"
"NRWQN-00029","NAT-DN01","16-Feb-2006","MCI",103.913043478261,"niwa"
"NRWQN-00028","NAT-DN02","16-Feb-2006","MCI",119.354838709677,"niwa"
"NRWQN-00026","NAT-DN03","16-Feb-2006","MCI",110.769230769231,"niwa"
"NRWQN-00011","NAT-GS02","22-Feb-2006","MCI",127.368421052632,"niwa"
"NRWQN-00006","NAT-TK01","22-Feb-2006","MCI",108.75,"niwa"
"NRWQN-00007","NAT-TK02","22-Feb-2006","MCI",117.142857142857,"niwa"
"NRWQN-00008","NAT-TK03","22-Feb-2006","MCI",90.7692307692308,"niwa"
"NRWQN-00009","NAT-CH01","27-Feb-2006","MCI",121.666666666667,"niwa"
"GW-00022","NAT-WN01","02-Mar-2006","MCI",98.6666666666667,"niwa"
"NRWQN-00047","NAT-WN02","02-Mar-2006","MCI",138.75,"niwa"
"EBOP-00048","NAT-RO03","04-Mar-2006","MCI",123.04347826087,"niwa"
"NRWQN-00058","NAT-NN03","07-Mar-2006","MCI",108.846153846154,"niwa"
"NRWQN-00030","NAT-AX02","14-Mar-2006","MCI",107.5,"niwa"
"NRWQN-00031","NAT-AX03","14-Mar-2006","MCI",124.444444444444,"niwa"
"NRWQN-00057","NAT-NN01","14-Mar-2006","MCI",104.230769230769,"niwa"
"NRWQN-00056","NAT-NN02","14-Mar-2006","MCI",134.210526315789,"niwa"
"EBOP-00053","NAT-RO04","14-Mar-2006","MCI",127.5,"niwa"
"MDC-00025","NAT-NN04","15-Mar-2006","MCI",97.2222222222222,"niwa"
"NRWQN-00032","NAT-AX01","16-Mar-2006","MCI",108,"niwa"
"NRWQN-00046","NAT-WN03","17-Mar-2006","MCI",102.727272727273,"niwa"
"NRWQN-00048","NAT-WN04","17-Mar-2006","MCI",121.111111111111,"niwa"
"NRWQN-00049","NAT-WN05","17-Mar-2006","MCI",133.333333333333,"niwa"
"NRWQN-00038","NAT-TU02","27-Mar-2006","MCI",113.5,"niwa"
"NRWQN-00053","NAT-GY01","28-Mar-2006","MCI",133.333333333333,"niwa"
"NRWQN-00051","NAT-GY02","29-Mar-2006","MCI",96.6666666666667,"niwa"
"NRWQN-00050","NAT-GY04","01-Apr-2006","MCI",115.625,"niwa"
"HRC-00062","NAT-TU01","10-May-2006","MCI",117.222222222222,"niwa"
"EBOP-00223","NAT-RO01","22-May-2006","MCI",95,"niwa"
"NRWQN-00005","NAT-TK04","03-Jun-2006","MCI",106.666666666667,"niwa"
"NRWQN-00013","NAT-HV01","30-Jan-2007","MCI",111.764705882353,"niwa"
"HBRC-00043","NAT-HV02","30-Jan-2007","MCI",98.6666666666667,"niwa"
"NRWQN-00014","NAT-HV03","30-Jan-2007","MCI",101.666666666667,"niwa"
"NRWQN-00015","NAT-HV04","31-Jan-2007","MCI",134.583333333333,"niwa"
"NRWQN-00017","NAT-HV05","01-Feb-2007","MCI",114.736842105263,"niwa"
"NRWQN-00016","NAT-HV06","02-Feb-2007","MCI",137.5,"niwa"
"EBOP-00045","NAT-GS04","08-Feb-2007","MCI",126.666666666667,"niwa"
"ES-00011","NAT-DN07","13-Feb-2007","MCI",136,"niwa"
"ES-00010","NAT-DN08","13-Feb-2007","MCI",98.3333333333333,"niwa"
"ES-00001","NAT-DN09","13-Feb-2007","MCI",92.9411764705882,"niwa"
"NRWQN-00034","NAT-DN10","13-Feb-2007","MCI",104.666666666667,"niwa"
"NRWQN-00005","NAT-TK04","13-Feb-2007","MCI",97.5,"niwa"
"ECAN-10004","NAT-TK05","13-Feb-2007","MCI",109.655172413793,"niwa"
"ES-00021","NAT-DN05","14-Feb-2007","MCI",98.3333333333333,"niwa"
"ES-00024","NAT-DN06","14-Feb-2007","MCI",119.52380952381,"niwa"
"EBOP-00223","NAT-RO01","14-Feb-2007","MCI",90,"niwa"
"NRWQN-00006","NAT-TK01","14-Feb-2007","MCI",97.2727272727273,"niwa"
"NRWQN-00007","NAT-TK02","14-Feb-2007","MCI",109.090909090909,"niwa"
"NRWQN-00008","NAT-TK03","14-Feb-2007","MCI",97.7777777777778,"niwa"
"NRWQN-00003","NAT-TK06","14-Feb-2007","MCI",99.6,"niwa"
"NRWQN-00029","NAT-DN01","15-Feb-2007","MCI",115.789473684211,"niwa"
"NRWQN-00028","NAT-DN02","15-Feb-2007","MCI",127.272727272727,"niwa"
"NRWQN-00026","NAT-DN03","15-Feb-2007","MCI",106.521739130435,"niwa"
"EBOP-00048","NAT-RO03","15-Feb-2007","MCI",127.391304347826,"niwa"
"EBOP-00053","NAT-RO04","15-Feb-2007","MCI",120.4,"niwa"
"NRWQN-00012","NAT-GS03","21-Feb-2007","MCI",130.526315789474,"niwa"
"NRWQN-00011","NAT-GS02","22-Feb-2007","MCI",133.913043478261,"niwa"
"HRC-00018","NAT-WA07","08-Mar-2007","MCI",108.8,"niwa"
"HRC-00062","NAT-TU01","12-Mar-2007","MCI",110.625,"niwa"
"NRWQN-00038","NAT-TU02","12-Mar-2007","MCI",110,"niwa"
"NRWQN-00029","NAT-DN01","13-Mar-2007","MCI",114.666666666667,"niwa"
"NRWQN-00028","NAT-DN02","13-Mar-2007","MCI",104,"niwa"
"NRWQN-00045","NAT-HM06","14-Mar-2007","MCI",90.8333333333333,"niwa"
"NRWQN-00057","NAT-NN01","14-Mar-2007","MCI",111.052631578947,"niwa"
"NRWQN-00056","NAT-NN02","14-Mar-2007","MCI",124.444444444444,"niwa"
"NRWQN-00058","NAT-NN03","15-Mar-2007","MCI",123.461538461538,"niwa"
"MDC-00025","NAT-NN04","15-Mar-2007","MCI",93.3333333333333,"niwa"
"NRWQN-00009","NAT-CH01","21-Mar-2007","MCI",109.52380952381,"niwa"
"NRWQN-00059","NAT-CH02","21-Mar-2007","MCI",113.076923076923,"niwa"
"ECAN-10028","NAT-CH04","21-Mar-2007","MCI",104,"niwa"
"EBOP-00049","NAT-RO05","22-Mar-2007","MCI",102.222222222222,"niwa"
"NRWQN-00037","NAT-NN05","25-Mar-2007","MCI",111.25,"niwa"
"NRWQN-00035","NAT-WA02","27-Mar-2007","MCI",131.666666666667,"niwa"
"TRC-00010","NAT-WA03","27-Mar-2007","MCI",100.526315789474,"niwa"
"NRWQN-00019","NAT-WA04","11-Apr-2007","MCI",103.2,"niwa"
"HRC-00045","NAT-WA05","11-Apr-2007","MCI",116.470588235294,"niwa"
"NRWQN-00018","NAT-WA06","11-Apr-2007","MCI",96.9230769230769,"niwa"
"NRWQN-00027","NAT-AX04","16-Apr-2007","MCI",99.2857142857143,"niwa"
"NRWQN-00036","NAT-WA01","16-Apr-2007","MCI",86.875,"niwa"
"NRWQN-00032","NAT-AX01","17-Apr-2007","MCI",109.047619047619,"niwa"
"NRWQN-00030","NAT-AX02","17-Apr-2007","MCI",100.588235294118,"niwa"
"NRWQN-00031","NAT-AX03","17-Apr-2007","MCI",112.142857142857,"niwa"
"HRC-00015","NAT-WA08","18-Apr-2007","MCI",81.5384615384615,"niwa"
"HRC-00013","NAT-WA09","18-Apr-2007","MCI",80,"niwa"
