Station_no,Station_name,Timestamp,Sample_depth,Parametertype_name,value_sign,Value,Unit_name,Value_quality
45001,Lake Rototoa @ Buoy / 45001,18/02/2002,0,Chloro a (mg/l),,0.0039,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/02/2002,5,Chloro a (mg/l),,0.0052,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,28/11/2001,0,Chloro a (mg/l),,0.0103,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,28/11/2001,0,Chloro a (mg/l),,0.0137,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,28/11/2001,0,Chloro a (mg/l),,0.0056,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/11/2001,5,Chloro a (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/09/2001,0,Chloro a (mg/l),,0.0108,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/09/2001,0,Chloro a (mg/l),,0.0033,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/09/2001,0,Chloro a (mg/l),,0.0041,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/09/2001,5,Chloro a (mg/l),,0.012,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,8/05/2001,0,Chloro a (mg/l),,0.0082,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,8/05/2001,0,Chloro a (mg/l),,0.0015,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,8/05/2001,0,Chloro a (mg/l),,0.013,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/05/2001,5,Chloro a (mg/l),,0.0069,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,5/03/2001,0,Chloro a (mg/l),,0.0109,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,5/03/2001,0,Chloro a (mg/l),,0.0031,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,9/02/2001,5,Chloro a (mg/l),,0.0075,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/12/2000,0,Chloro a (mg/l),,0.0094,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/12/2000,0,Chloro a (mg/l),,0.0104,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/12/2000,0,Chloro a (mg/l),,0.0039,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/12/2000,5,Chloro a (mg/l),,0.0133,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,9/08/2000,0,Chloro a (mg/l),,0.0078,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,9/08/2000,0,Chloro a (mg/l),,0.0077,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,9/08/2000,0,Chloro a (mg/l),,0.0042,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,7/08/2000,5,Chloro a (mg/l),,0.0035,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,4/02/2000,5,Chloro a (mg/l),,0.0065,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/02/2000,0,Chloro a (mg/l),,0.0069,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/02/2000,0,Chloro a (mg/l),,0.0088,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/02/2000,0,Chloro a (mg/l),,0.1143,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,2/12/1999,5,Chloro a (mg/l),,0.0041,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,29/11/1999,0,Chloro a (mg/l),,0.0059,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/11/1999,0,Chloro a (mg/l),,0.0043,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,29/11/1999,0,Chloro a (mg/l),,0.0079,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/1999,5,Chloro a (mg/l),,0.002,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/05/1999,0,Chloro a (mg/l),,0.0047,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/05/1999,0,Chloro a (mg/l),,0.0442,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/05/1999,0,Chloro a (mg/l),,0.0047,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/02/1999,0,Chloro a (mg/l),,0.0046,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/02/1999,0,Chloro a (mg/l),,0.0073,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/02/1999,0,Chloro a (mg/l),,0.002,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,18/02/1999,5,Chloro a (mg/l),,0.0063,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,10/11/1998,5,Chloro a (mg/l),,0.0439,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,9/11/1998,0,Chloro a (mg/l),,0.0176,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,9/11/1998,0,Chloro a (mg/l),,0.0221,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,9/11/1998,0,Chloro a (mg/l),,0.009,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/08/1998,0,Chloro a (mg/l),,0.0207,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/08/1998,0,Chloro a (mg/l),,0.0034,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/08/1998,0,Chloro a (mg/l),,0.0117,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/08/1998,5,Chloro a (mg/l),,0.0076,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/05/1998,0,Chloro a (mg/l),,0.0236,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/05/1998,0,Chloro a (mg/l),,0.0023,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/05/1998,0,Chloro a (mg/l),,0.012,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/05/1998,5,Chloro a (mg/l),,0.0097,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/02/1998,0,Chloro a (mg/l),,0.0092,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,16/02/1998,5,Chloro a (mg/l),,0.0199,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/02/1998,0,Chloro a (mg/l),,0.0116,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/02/1998,0,Chloro a (mg/l),,0.0021,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/11/1997,0,Chloro a (mg/l),,0.0079,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,19/11/1997,5,Chloro a (mg/l),,0.0158,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/11/1997,0,Chloro a (mg/l),,0.0192,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/11/1997,0,Chloro a (mg/l),,0.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/08/1997,0,Chloro a (mg/l),,0.0094,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/08/1997,0,Chloro a (mg/l),,0.0237,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/08/1997,0,Chloro a (mg/l),,0.0062,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1997,5,Chloro a (mg/l),,0.0146,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/05/1997,0,Chloro a (mg/l),,0.0098,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/05/1997,5,Chloro a (mg/l),,0.001,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/05/1997,0,Chloro a (mg/l),,0.0032,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/05/1997,0,Chloro a (mg/l),,0.0038,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/02/1997,0,Chloro a (mg/l),,0.0094,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/02/1997,0,Chloro a (mg/l),,0.0045,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/02/1997,0,Chloro a (mg/l),,0.001,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/02/1997,5,Chloro a (mg/l),,0.0047,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/11/1996,0,Chloro a (mg/l),,0.0189,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/11/1996,0,Chloro a (mg/l),,0.0034,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/11/1996,0,Chloro a (mg/l),,0.0012,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/11/1996,5,Chloro a (mg/l),,0.0171,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/08/1996,0,Chloro a (mg/l),,0.0077,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/08/1996,0,Chloro a (mg/l),,0.0023,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/08/1996,0,Chloro a (mg/l),,0.0085,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,13/08/1996,5,Chloro a (mg/l),,0.0094,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,7/06/1996,0,Chloro a (mg/l),,0.0042,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,7/06/1996,0,Chloro a (mg/l),,0.0368,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,7/06/1996,0,Chloro a (mg/l),<,0.0006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/05/1996,5,Chloro a (mg/l),,0.0093,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,17/11/1994,0,Chloro a (mg/l),,0.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,17/11/1994,0,Chloro a (mg/l),,0.0065,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,17/11/1994,0,Chloro a (mg/l),,0.0019,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/08/1994,0,Chloro a (mg/l),,0.003,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/08/1994,0,Chloro a (mg/l),,0.004,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,24/08/1994,0,Chloro a (mg/l),,0.001,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,26/05/1994,0,Chloro a (mg/l),,0.013,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/05/1994,5,Chloro a (mg/l),,0.007,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,26/05/1994,0,Chloro a (mg/l),,0.007,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,26/05/1994,0,Chloro a (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,24/02/1994,0,Chloro a (mg/l),,0.024,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,24/02/1994,0,Chloro a (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/02/1994,5,Chloro a (mg/l),,0.017,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/11/1993,0,Chloro a (mg/l),,0.009,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/11/1993,0,Chloro a (mg/l),,0.007,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/11/1993,0,Chloro a (mg/l),,0.001,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,31/08/1993,0,Chloro a (mg/l),,0.015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,31/08/1993,0,Chloro a (mg/l),,0.006,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,31/08/1993,0,Chloro a (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/06/1993,0,Chloro a (mg/l),,0.021,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/06/1993,0,Chloro a (mg/l),,0.045,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/06/1993,0,Chloro a (mg/l),,0.003,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,11/12/2019,1,Tot P (mg/l),,0.008,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,11/12/2019,3,Tot P (mg/l),,0.014,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,11/12/2019,5,Tot P (mg/l),,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,26/09/2019,14,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/09/2019,1,Tot P (mg/l),,0.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/09/2019,3,Tot P (mg/l),,0.016,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/09/2019,6,Tot P (mg/l),,0.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,12/08/2019,12,Tot P (mg/l),,0.012,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,7/08/2019,1,Tot P (mg/l),,0.016,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,7/08/2019,3,Tot P (mg/l),,0.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,7/08/2019,6,Tot P (mg/l),<,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,28/06/2019,14,Tot P (mg/l),,0.004,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/05/2019,1,Tot P (mg/l),,0.015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/05/2019,3,Tot P (mg/l),,0.008,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/05/2019,6,Tot P (mg/l),<,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,8/04/2019,15,Tot P (mg/l),,0.016,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,5/04/2019,1,Tot P (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,5/04/2019,3,Tot P (mg/l),,0.013,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,5/04/2019,4,Tot P (mg/l),<,0.004,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/02/2019,1,Tot P (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/02/2019,2,Tot P (mg/l),,0.012,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/02/2019,5,Tot P (mg/l),<,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,19/02/2019,5,Tot P (mg/l),,0.014,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,31/01/2019,1,Tot P (mg/l),,0.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,31/01/2019,2,Tot P (mg/l),,0.022,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,31/01/2019,6,Tot P (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,30/01/2019,6,Tot P (mg/l),,0.016,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,29/11/2018,2,Tot P (mg/l),,0.016,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,29/11/2018,1,Tot P (mg/l),,0.02,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,29/11/2018,3,Tot P (mg/l),<,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,27/11/2018,10,Tot P (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,17/10/2018,14,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,3/09/2018,2,Tot P (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,3/09/2018,4,Tot P (mg/l),,0.032,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,3/09/2018,6,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,23/07/2018,1,Tot P (mg/l),,0.021,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/07/2018,14,Tot P (mg/l),,0.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/06/2018,14,Tot P (mg/l),,0.012,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,14/06/2018,1,Tot P (mg/l),,0.015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,14/06/2018,3,Tot P (mg/l),,0.026,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,14/06/2018,6,Tot P (mg/l),,0.012,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,9/05/2018,9,Tot P (mg/l),,0.013,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,8/05/2018,1,Tot P (mg/l),,0.016,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,8/05/2018,3,Tot P (mg/l),,0.03,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/03/2018,7,Tot P (mg/l),<,0.004,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/03/2018,1,Tot P (mg/l),,0.016,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,20/03/2018,3,Tot P (mg/l),,0.023,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/03/2018,6,Tot P (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/02/2018,1,Tot P (mg/l),,0.014,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/02/2018,5,Tot P (mg/l),<,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/02/2018,6,Tot P (mg/l),,0.008,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,10/01/2018,5,Tot P (mg/l),,0.007,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,9/01/2018,1,Tot P (mg/l),,0.013,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,9/01/2018,3,Tot P (mg/l),,0.039,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,9/01/2018,4,Tot P (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2017,6,Tot P (mg/l),,0.026,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/11/2017,2,Tot P (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/11/2017,3,Tot P (mg/l),,0.021,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/11/2017,5,Tot P (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/08/2017,1,Tot P (mg/l),,0.018,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/08/2017,3,Tot P (mg/l),,0.033,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/08/2017,5,Tot P (mg/l),,0.013,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,15/08/2017,14,Tot P (mg/l),,0.009,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/05/2017,10,Tot P (mg/l),,0.012,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/05/2017,1,Tot P (mg/l),,0.019,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,22/05/2017,3,Tot P (mg/l),,0.029,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/05/2017,5,Tot P (mg/l),,0.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/02/2017,5,Tot P (mg/l),,0.019,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/02/2017,1,Tot P (mg/l),,0.017,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,20/02/2017,1,Tot P (mg/l),,0.018,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,20/02/2017,5,Tot P (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,21/11/2016,1,Tot P (mg/l),,0.017,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,21/11/2016,3,Tot P (mg/l),,0.027,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,21/11/2016,6,Tot P (mg/l),,0.007,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,14/11/2016,5,Tot P (mg/l),,0.03,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/08/2016,14,Tot P (mg/l),,0.013,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/08/2016,1,Tot P (mg/l),,0.024,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,22/08/2016,5,Tot P (mg/l),,0.006,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,16/06/2016,14,Tot P (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,15/06/2016,2,Tot P (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,15/06/2016,3,Tot P (mg/l),,0.023,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,15/06/2016,6,Tot P (mg/l),,0.006,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,25/02/2016,1,Tot P (mg/l),,0.015,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,25/02/2016,2,Tot P (mg/l),,0.016,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,25/02/2016,5,Tot P (mg/l),,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,24/02/2016,6,Tot P (mg/l),,0.012,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/11/2015,10,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,10/11/2015,1,Tot P (mg/l),,0.019,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,10/11/2015,4,Tot P (mg/l),,0.029,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,10/11/2015,5,Tot P (mg/l),,0.007,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,19/08/2015,13,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/08/2015,1,Tot P (mg/l),,0.013,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/08/2015,2,Tot P (mg/l),,0.022,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/08/2015,5,Tot P (mg/l),,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/05/2015,8,Tot P (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/05/2015,1,Tot P (mg/l),,0.004,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/05/2015,3,Tot P (mg/l),,0.012,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/05/2015,6,Tot P (mg/l),,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/04/2015,7,Tot P (mg/l),,0.017,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,19/02/2015,5,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,18/02/2015,1,Tot P (mg/l),,0.014,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,18/02/2015,3,Tot P (mg/l),,0.03,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,18/02/2015,6,Tot P (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,22/01/2015,7,Tot P (mg/l),,0.007,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,20/11/2014,13,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,19/11/2014,1,Tot P (mg/l),,0.31,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,19/11/2014,4,Tot P (mg/l),,0.33,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,19/11/2014,6,Tot P (mg/l),<,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,29/08/2014,14,Tot P (mg/l),,0.0065,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,27/08/2014,1,Tot P (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,27/08/2014,3,Tot P (mg/l),,0.015,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,27/08/2014,5,Tot P (mg/l),,0.004,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,31/05/2013,13,Tot P (mg/l),,0.009,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,30/05/2013,1,Tot P (mg/l),,0.017,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,30/05/2013,3,Tot P (mg/l),,0.026,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,30/05/2013,5,Tot P (mg/l),,0.007,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,11/04/2013,6,Tot P (mg/l),,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,10/04/2013,1,Tot P (mg/l),,0.01,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,10/04/2013,4,Tot P (mg/l),,0.015,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,10/04/2013,8,Tot P (mg/l),<,0.005,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,13/03/2013,1,Tot P (mg/l),,0.02,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,13/03/2013,2,Tot P (mg/l),,0.017,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,13/03/2013,7,Tot P (mg/l),,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,1/03/2013,4,Tot P (mg/l),,0.01,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,30/01/2013,5,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,16/01/2013,1,Tot P (mg/l),,0.009,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,16/01/2013,2,Tot P (mg/l),,0.031,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,16/01/2013,5,Tot P (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,21/11/2012,6,Tot P (mg/l),,0.013,milligram per litre,10
44616,Lake Wainamu @ Buoy / 44616,15/11/2012,3,Tot P (mg/l),,0.027,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,14/11/2012,1,Tot P (mg/l),,0.009,milligram per litre,10
45001,Lake Rototoa @ Buoy / 45001,14/11/2012,6,Tot P (mg/l),<,0.005,milligram per litre,10
7605,Lake Pupuke @ Buoy / 7605,23/08/2012,8,Tot P (mg/l),,0.008,milligram per litre,10
6303,Lake Tomorata @ Buoy / 6303,22/08/2012,1,Tot P (mg/l),,0.013,milligram per litre,10
